Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KCD_M_R
5571,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
5572,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5573,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
5574,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
5575,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
5576,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5577,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
5578,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5579,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5580,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5581,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5582,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5583,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
5584,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
5585,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5586,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5587,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
5588,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
5589,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5590,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5591,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
5592,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5593,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
5594,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5595,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
5596,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
5597,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
5598,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5599,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
5600,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
5601,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
5602,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
5603,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
5604,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
5605,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5606,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5607,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
5608,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
5609,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5610,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
5611,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5612,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5613,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5614,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5615,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5616,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
5617,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5618,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
5619,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
5620,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
5621,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5622,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5623,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
5624,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5625,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5626,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
5627,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5628,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5629,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5630,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5631,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
5632,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5633,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5634,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5635,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
5636,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
5637,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
5638,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
5639,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
5640,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
5641,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
5642,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
5643,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
5644,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5645,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
5646,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
5647,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
5648,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
5649,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
5650,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
5651,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
5652,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
5653,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5654,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
5655,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
5656,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5657,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5658,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5659,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
5660,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
5661,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
5662,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5663,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5664,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5665,Cropland,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Bareland
5666,Cropland,Water,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
5667,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
5668,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5669,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5670,Cropland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5671,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
5672,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5673,Cropland,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5674,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
5675,Cropland,Water,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
5676,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
5677,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5678,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5679,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
5680,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
5681,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5682,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5683,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
5684,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
5685,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
5686,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5687,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
5688,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5689,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5690,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5691,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5692,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
5693,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5694,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5695,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5696,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5697,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5698,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5699,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
5700,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5701,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
5702,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
5703,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
5704,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
5705,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
5706,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
5707,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
5708,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5709,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
5710,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5711,Cropland,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5712,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5713,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5714,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
5715,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
5716,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5717,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
5718,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5719,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
5720,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5721,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
5722,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
5723,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
5724,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
5725,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
5726,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
5727,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
5728,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
5729,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
5730,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5731,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
5732,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5733,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
5734,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
5735,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5736,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5737,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5738,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5739,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5740,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5741,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5742,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5743,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5744,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5745,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
5746,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5747,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
5748,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
5749,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
5750,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5751,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5752,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
5753,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
5754,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
5755,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
5756,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
5757,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
5758,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5759,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
5760,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5761,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5762,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
5763,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
5764,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5765,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
5766,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
5767,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5768,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5769,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
5770,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
5771,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
5772,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
5773,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
5774,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
5775,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5776,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5777,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5778,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
5779,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
5780,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
5781,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5782,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5783,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
5784,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
5785,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5786,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
5787,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
5788,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5789,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
5790,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5791,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
5792,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
5793,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
5794,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
5795,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
5796,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
5797,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
5798,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
5799,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5800,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5801,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
5802,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
5803,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5804,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5805,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5806,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5807,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5808,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
5809,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5810,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5811,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5812,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5813,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5814,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
5815,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5816,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
5817,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
5818,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5819,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
5820,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5821,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
5822,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
5823,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5824,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
5825,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5826,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5827,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
5828,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
5829,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
5830,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
5831,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
5832,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5833,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
5834,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5835,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
5836,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
5837,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5838,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5839,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
5840,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5841,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5842,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
5843,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5844,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5845,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
5846,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
5847,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
5848,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
5849,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
5850,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
5851,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
5852,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
5853,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
5854,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
5855,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
5856,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
5857,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5858,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5859,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,NULL
5860,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5861,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
5862,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5863,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5864,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
5865,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
5866,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5867,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
5868,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
5869,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5870,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
5871,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
5872,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5873,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
5874,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5875,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
5876,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5877,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
5878,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
5879,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5880,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5881,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
5882,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
5883,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5884,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5885,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5886,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
