Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LQH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LQH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LQH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LQH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LQH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LQH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LQH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LQH_M_R
6888,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
6889,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Water,Shrubland,Wetland
6890,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
6891,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,Grassland,Cropland
6892,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
6893,Cropland,Cropland,NULL,Water,Non_Wetland,Bareland,NULL,Cropland
6894,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6895,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6896,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
6897,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
6898,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6899,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
6900,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6901,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6902,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
6903,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
6904,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
6905,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6906,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
6907,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6908,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
6909,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
6910,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
6911,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
6912,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
6913,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6914,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6915,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6916,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6917,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6918,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6919,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6920,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
6921,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6922,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6923,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6924,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6925,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6926,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
6927,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
6928,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
6929,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6930,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6931,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
6932,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6933,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6934,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6935,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6936,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6937,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6938,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6939,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
6940,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6941,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
6942,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
6943,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
6944,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
6945,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
6946,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6947,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
6948,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6949,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
6950,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
6951,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
6952,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6953,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6954,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
6955,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6956,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6957,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
6958,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
6959,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6960,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
6961,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
6962,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
6963,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
6964,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
6965,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
6966,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6967,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
6968,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
6969,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
6970,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
6971,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
6972,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
6973,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6974,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
6975,Cropland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
6976,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
6977,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
6978,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
6979,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
6980,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
6981,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6982,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
6983,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6984,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6985,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Wetland
6986,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
6987,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
6988,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
6989,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
6990,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
6991,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6992,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6993,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
6994,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6995,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6996,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6997,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6998,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6999,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7000,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7001,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
7002,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
7003,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Wetland
7004,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
7005,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
7006,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
7007,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
7008,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
7009,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
7010,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
7011,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
7012,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
7013,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
7014,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Cropland
7015,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
7016,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
7017,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7018,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
7019,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7020,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
7021,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
7022,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
7023,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,Grassland,Grassland
7024,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,Grassland,Wetland
7025,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
7026,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7027,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7028,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
7029,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
7030,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
7031,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7032,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
7033,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7034,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
7035,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
7036,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
7037,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
7038,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
7039,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
7040,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7041,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
7042,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7043,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
7044,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
7045,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
7046,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
7047,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
7048,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
7049,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
7050,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
7051,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
7052,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
7053,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
7054,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
7055,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
7056,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
7057,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7058,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
7059,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
7060,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
7061,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
7062,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
7063,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7064,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7065,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
7066,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
7067,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
7068,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
7069,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7070,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7071,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7072,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
7073,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
7074,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
7075,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
7076,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
7077,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
7078,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
7079,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
7080,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7081,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7082,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7083,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7084,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7085,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
7086,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7087,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7088,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7089,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
7090,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
7091,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7092,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
7093,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7094,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
7095,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
7096,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
7097,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
7098,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
7099,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
7100,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
7101,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
7102,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
7103,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
7104,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
7105,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7106,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
7107,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
7108,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
7109,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
7110,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
7111,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7112,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
7113,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
7114,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
7115,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7116,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
7117,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7118,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
7119,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
7120,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7121,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
7122,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
7123,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
7124,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
7125,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
7126,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
7127,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
7128,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
7129,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
7130,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
7131,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
7132,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7133,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,NULL
7134,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
7135,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
7136,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
7137,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
7138,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7139,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
7140,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
7141,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
7142,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
7143,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
7144,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
7145,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
7146,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
7147,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
7148,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
7149,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
7150,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
7151,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
7152,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
7153,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7154,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
7155,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
7156,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
7157,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
7158,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
7159,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7160,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
7161,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
7162,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
7163,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
7164,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
7165,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
7166,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
7167,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
7168,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
7169,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7170,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
7171,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7172,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
7173,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
7174,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
7175,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
7176,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
7177,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7178,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
7179,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7180,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Forest
7181,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
7182,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
7183,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
7184,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
7185,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Shrubland,Wetland
7186,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
7187,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
7188,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
7189,Cropland,Cropland,Cropland,Water,Non_Wetland,Shrubland,NULL,NULL
7190,Cropland,Cropland,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
7191,Cropland,Cropland,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
7192,Cropland,Cropland,Cropland,Water,Non_Wetland,Shrubland,Grassland,Cropland
