Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LDP_M_R
9282,Water,Wetland,Forest,Water,Non_Wetland,Water,Forest,Wetland
9283,Water,Wetland,Forest,Water,Non_Wetland,Water,Forest,Water
9284,Water,Wetland,Forest,Water,Non_Wetland,Water,Forest,Forest
9285,Water,Wetland,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
9286,Water,Wetland,Forest,Water,Non_Wetland,Forest,Water,Wetland
9287,Water,Wetland,Forest,Water,Non_Wetland,Forest,Water,Forest
9288,Water,Wetland,Forest,Water,Non_Wetland,Forest,Forest,Forest
9289,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
9290,Water,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9291,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Water
9292,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
9293,Water,Built-up,NULL,Water,Non_Wetland,Shrubland,Grassland,Water
9294,Water,Built-up,NULL,Water,Non_Wetland,Built-up,Shrubland,Bareland
9295,Water,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9296,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9297,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9298,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9299,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
9300,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
9301,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9302,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9303,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
9304,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
9305,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9306,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Water
9307,Water,Built-up,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
9308,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9309,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
9310,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9311,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Water,Grassland
9312,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Grassland
9313,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Cropland
9314,Water,Built-up,Cropland,Water,Non_Wetland,Water,Built-up,Grassland
9315,Water,Built-up,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
9316,Water,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9317,Water,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Water,Water
9318,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
9319,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9320,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
9321,Water,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
9322,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
9323,Water,Built-up,Built-up,Water,Non_Wetland,Water,Built-up,Grassland
9324,Water,Built-up,Built-up,Water,Non_Wetland,Water,Built-up,Cropland
9325,Water,Built-up,Water,NULL,Water,Wetland,Grassland,Wetland
9326,Water,Built-up,Water,NULL,Water,Wetland,Wetland,Grassland
9327,Water,Built-up,Water,NULL,Water,Built-up,Wetland,Grassland
9328,Water,Built-up,Water,NULL,Water,Water,Water,Water
9329,Water,Built-up,Water,Water,Water,Shrubland,Water,Grassland
9330,Water,Built-up,Water,Water,Water,Shrubland,Water,Water
9331,Water,Built-up,Water,Water,Water,Wetland,Water,Grassland
9332,Water,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9333,Water,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
9334,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
9335,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
9336,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
9337,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
9338,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
9339,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
9340,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
9341,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
9342,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
9343,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
9344,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Wetland
9345,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
9346,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
9347,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
9348,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
9349,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
9350,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9351,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
9352,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9353,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9354,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
9355,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
9356,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
9357,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
9358,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Bareland
9359,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Water
9360,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
9361,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
9362,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Water
9363,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
9364,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
9365,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Water
9366,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
9367,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
9368,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
9369,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9370,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
9371,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
9372,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
9373,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
9374,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
9375,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
9376,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
9377,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
9378,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
9379,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
9380,Water,Water,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
9381,Water,Water,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
9382,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
9383,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Water
9384,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
9385,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
9386,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
9387,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
9388,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
9389,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
9390,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Built-up
9391,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
9392,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
9393,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
9394,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
9395,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Bareland
9396,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
9397,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
9398,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
9399,Water,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
9400,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
9401,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
9402,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
9403,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
9404,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
9405,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
9406,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
9407,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
9408,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Water
9409,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
9410,Water,Water,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
9411,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
9412,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
9413,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
9414,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
9415,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Water
9416,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
9417,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
9418,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
9419,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
9420,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
9421,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
9422,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
9423,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
9424,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
9425,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
9426,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
9427,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
9428,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
9429,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
9430,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
9431,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Wetland
9432,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
9433,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
9434,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
9435,Water,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
9436,Water,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
9437,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
9438,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
9439,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Wetland
9440,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
9441,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
9442,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
9443,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
9444,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
9445,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
9446,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
9447,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
9448,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
9449,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
9450,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
9451,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9452,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
9453,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
9454,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
9455,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
9456,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
9457,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
9458,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
9459,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
9460,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
9461,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
9462,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
9463,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
9464,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Wetland
9465,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
9466,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Wetland
9467,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
9468,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
9469,Water,Water,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
9470,Water,Water,NULL,Water,Non_Wetland,Shrubland,Grassland,Water
9471,Water,Water,NULL,Water,Non_Wetland,Shrubland,Grassland,Forest
9472,Water,Water,NULL,Water,Non_Wetland,Shrubland,Wetland,Grassland
9473,Water,Water,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
9474,Water,Water,NULL,Water,Non_Wetland,Shrubland,Water,Water
9475,Water,Water,NULL,Water,Non_Wetland,Shrubland,Water,Forest
9476,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
9477,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
9478,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
9479,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
9480,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
9481,Water,Water,NULL,Water,Non_Wetland,Wetland,NULL,Water
9482,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
9483,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
9484,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
9485,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
9486,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
9487,Water,Water,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
9488,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
9489,Water,Water,NULL,Water,Non_Wetland,Built-up,Built-up,Grassland
9490,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Bareland
9491,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Water
9492,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Forest
9493,Water,Water,NULL,Water,Non_Wetland,Water,Shrubland,Wetland
9494,Water,Water,NULL,Water,Non_Wetland,Water,Shrubland,Water
9495,Water,Water,NULL,Water,Non_Wetland,Water,Shrubland,Forest
9496,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Grassland
9497,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Wetland
9498,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Bareland
9499,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
9500,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
9501,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
9502,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
9503,Water,Water,NULL,Water,Non_Wetland,Water,Built-up,Grassland
9504,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
9505,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
9506,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
9507,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
9508,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Wetland
9509,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
9510,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
9511,Water,Water,NULL,Water,Non_Wetland,Forest,Grassland,Wetland
9512,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Grassland
9513,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
9514,Water,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
9515,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
9516,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
9517,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
9518,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
9519,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
9520,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
9521,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9522,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
9523,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9524,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
9525,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9526,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9527,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
9528,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
9529,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9530,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9531,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
9532,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
9533,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
9534,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
9535,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
9536,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
9537,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
9538,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
9539,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
9540,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9541,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
9542,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9543,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9544,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
9545,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
9546,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
9547,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9548,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
9549,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
9550,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9551,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
9552,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
9553,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
9554,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
9555,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
9556,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
9557,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
9558,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
9559,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
9560,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
9561,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9562,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
9563,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
9564,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
9565,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9566,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
9567,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
9568,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
9569,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
9570,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9571,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
9572,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
9573,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
9574,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
9575,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
9576,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Cropland
9577,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
9578,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
9579,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
9580,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9581,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9582,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
9583,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
9584,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9585,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
9586,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
9587,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9588,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
9589,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
9590,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
9591,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
9592,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
9593,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
9594,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9595,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
9596,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
9597,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Water,Bareland
9598,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Water,Water
9599,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
9600,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
9601,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
9602,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
9603,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
9604,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
9605,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
9606,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
9607,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
9608,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
9609,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
9610,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
9611,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
9612,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
9613,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
9614,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
9615,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
9616,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
9617,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
9618,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
9619,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
9620,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
9621,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
9622,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
9623,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
9624,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
9625,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
9626,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
9627,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Water
9628,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
9629,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
9630,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
