Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LML_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LML_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LML_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LML_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LML_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LML_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LML_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LML_M_R
985,Grassland,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
986,Grassland,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
987,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
988,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
989,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
990,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
991,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Water
992,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Forest
993,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
994,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
995,Grassland,Wetland,Water,Water,Water,NULL,NULL,Grassland
996,Grassland,Wetland,Water,Water,Water,NULL,NULL,Wetland
997,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
998,Grassland,Wetland,Water,Water,Water,NULL,NULL,Forest
999,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1000,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1001,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1002,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1003,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
1004,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1005,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1006,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1007,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1008,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1009,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1010,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1011,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1012,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1013,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1014,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1015,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1016,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1017,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1018,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1019,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1020,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1021,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1022,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1023,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1024,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1025,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1026,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1027,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1028,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1029,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1030,Grassland,Water,Wetland,NULL,Wetland,Wetland,NULL,Wetland
1031,Grassland,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
1032,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1033,Grassland,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
1034,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1035,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1036,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1037,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1038,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
1039,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1040,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1041,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1042,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1043,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1044,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1045,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1046,Grassland,Water,Wetland,Water,Wetland,Water,NULL,Forest
1047,Grassland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1048,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
1049,Grassland,Water,Water,NULL,Water,NULL,NULL,Forest
1050,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1051,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1052,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Water
1053,Grassland,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
1054,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
1055,Grassland,Water,Water,Water,Water,NULL,NULL,Wetland
1056,Grassland,Water,Water,Water,Water,NULL,NULL,Water
1057,Grassland,Water,Water,Water,Water,NULL,NULL,Forest
1058,Grassland,Water,Water,Water,Water,Water,NULL,Forest
1059,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1060,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1061,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1062,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1063,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1064,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1065,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1066,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1067,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1068,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
1069,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1070,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1071,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1072,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1073,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1074,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1075,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1076,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1077,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1078,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1079,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1080,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1081,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1082,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1083,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1084,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1085,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1086,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1087,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1088,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1089,Grassland,Forest,Wetland,NULL,Wetland,Wetland,NULL,Wetland
1090,Grassland,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
1091,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1092,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1093,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1094,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1095,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1096,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1097,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1098,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1099,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1100,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1101,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1102,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1103,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1104,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1105,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1106,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1107,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1108,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1109,Grassland,Forest,Water,NULL,Water,NULL,NULL,Wetland
1110,Grassland,Forest,Water,NULL,Water,NULL,NULL,Water
1111,Grassland,Forest,Water,NULL,Water,Wetland,NULL,Forest
1112,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
1113,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1114,Grassland,Forest,Water,Non_Water,Water,Forest,NULL,Wetland
1115,Grassland,Forest,Water,Water,Water,NULL,NULL,Grassland
1116,Grassland,Forest,Water,Water,Water,NULL,NULL,Wetland
1117,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
1118,Grassland,Forest,Water,Water,Water,NULL,NULL,Forest
1119,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1120,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1121,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1122,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1123,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1124,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1125,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1126,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1127,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1128,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1129,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1130,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1131,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1132,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1133,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1134,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1135,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1136,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1137,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1138,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1139,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1140,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1141,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1142,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1143,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1144,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1145,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1146,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1147,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1148,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1149,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1150,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1151,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1152,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1153,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1154,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1155,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1156,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1157,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1158,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1159,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1160,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1161,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1162,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1163,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1164,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1165,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1166,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1167,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1168,Cropland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
1169,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1170,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1171,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1172,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1173,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1174,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1175,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1176,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1177,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1178,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1179,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1180,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1181,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1182,Cropland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1183,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1184,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
1185,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
1186,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1187,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1188,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1189,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1190,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1191,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1192,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1193,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1194,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1195,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1196,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1197,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1198,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1199,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1200,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1201,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1202,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1203,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1204,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1205,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1206,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1207,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1208,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1209,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1210,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1211,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1212,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1213,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1214,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1215,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1216,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1217,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1218,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1219,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1220,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1221,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1222,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1223,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1224,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1225,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1226,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1227,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1228,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1229,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1230,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1231,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1232,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1233,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1234,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1235,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1236,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1237,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1238,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1239,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1240,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1241,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1242,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1243,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1244,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1245,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1246,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1247,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1248,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1249,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1250,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1251,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1252,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1253,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1254,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1255,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
1256,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1257,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1258,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1259,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1260,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1261,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1262,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1263,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1264,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1265,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1266,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1267,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1268,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1269,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1270,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1271,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1272,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1273,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1274,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1275,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1276,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1277,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1278,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1279,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1280,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1281,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1282,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1283,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1284,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1285,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1286,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1287,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1288,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1289,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1290,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1291,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1292,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1293,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
1294,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
1295,Wetland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
1296,Wetland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
1297,Wetland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
1298,Wetland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
1299,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1300,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1301,Wetland,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
1302,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1303,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1304,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1305,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1306,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1307,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
1308,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1309,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1310,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1311,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1312,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1313,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1314,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1315,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1316,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1317,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1318,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1319,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1320,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1321,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1322,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1323,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1324,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1325,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
1326,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
