Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LHK_M_R
5833,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
5834,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5835,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5836,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
5837,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5838,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5839,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5840,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5841,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5842,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
5843,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5844,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
5845,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
5846,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5847,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
5848,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
5849,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
5850,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
5851,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
5852,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
5853,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5854,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5855,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
5856,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
5857,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
5858,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
5859,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
5860,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
5861,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
5862,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
5863,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
5864,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
5865,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
5866,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
5867,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
5868,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
5869,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
5870,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5871,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
5872,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5873,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5874,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
5875,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
5876,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5877,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
5878,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
5879,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5880,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
5881,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
5882,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
5883,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5884,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
5885,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
5886,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5887,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
5888,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
5889,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
5890,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5891,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
5892,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
5893,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
5894,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
5895,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5896,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
5897,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
5898,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
5899,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
5900,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
5901,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
5902,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Cropland
5903,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,NULL,Cropland
5904,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5905,Cropland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
5906,Cropland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
5907,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5908,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5909,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5910,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
5911,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5912,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
5913,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5914,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
5915,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
5916,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
5917,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
5918,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5919,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5920,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5921,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5922,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
5923,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5924,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
5925,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5926,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5927,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5928,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5929,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5930,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5931,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5932,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
5933,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
5934,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
5935,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
5936,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5937,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5938,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
5939,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
5940,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5941,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5942,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5943,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5944,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5945,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5946,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5947,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
5948,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5949,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5950,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
5951,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5952,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5953,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5954,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
5955,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5956,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5957,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5958,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5959,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5960,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5961,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5962,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5963,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5964,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5965,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
5966,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5967,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
5968,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
5969,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5970,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
5971,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5972,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5973,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5974,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5975,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
5976,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
5977,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
5978,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5979,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Cropland
5980,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5981,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5982,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5983,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5984,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
5985,Cropland,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
5986,Cropland,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
5987,Cropland,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5988,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
5989,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5990,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
5991,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5992,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
5993,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5994,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5995,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
5996,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
5997,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5998,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5999,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6000,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
6001,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6002,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
6003,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6004,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
6005,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
6006,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
6007,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6008,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6009,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
6010,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
6011,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6012,Cropland,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
6013,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6014,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6015,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
6016,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6017,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
6018,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6019,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6020,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
6021,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6022,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
6023,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
6024,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
6025,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6026,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6027,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6028,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6029,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6030,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6031,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6032,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6033,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6034,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6035,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
6036,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
6037,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
6038,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6039,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6040,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
6041,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6042,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6043,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6044,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6045,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6046,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6047,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6048,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
6049,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6050,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6051,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
6052,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6053,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6054,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6055,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
6056,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
6057,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
6058,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
6059,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6060,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6061,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
6062,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6063,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
6064,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6065,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
6066,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6067,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6068,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6069,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6070,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6071,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
6072,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6073,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6074,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
6075,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
6076,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6077,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6078,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6079,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6080,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6081,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6082,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6083,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6084,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6085,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6086,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
6087,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
6088,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6089,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6090,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6091,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6092,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6093,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6094,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6095,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6096,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6097,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6098,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6099,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
6100,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6101,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
6102,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
6103,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
6104,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6105,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6106,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
6107,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
6108,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6109,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6110,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
6111,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
6112,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
6113,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
6114,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6115,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6116,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6117,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
6118,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6119,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
6120,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6121,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
6122,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
6123,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
6124,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
6125,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
6126,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6127,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
6128,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6129,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
6130,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
6131,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
6132,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6133,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6134,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6135,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6136,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
6137,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6138,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
6139,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
6140,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6141,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
6142,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
6143,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6144,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6145,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
