Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NXF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NXF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NXF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NXF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NXF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NXF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NXF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NXF_M_R
1497,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1498,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1499,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1500,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1501,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1502,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1503,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1504,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1505,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1506,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1507,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1508,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1509,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1510,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1511,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1512,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1513,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1514,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
1515,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1516,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1517,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1518,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1519,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1520,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1521,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1522,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1523,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1524,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1525,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1526,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1527,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1528,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1529,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1530,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1531,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1532,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1533,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1534,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1535,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1536,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1537,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1538,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1539,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1540,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1541,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1542,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1543,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1544,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1545,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1546,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1547,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1548,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1549,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1550,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1551,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1552,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1553,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1554,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1555,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1556,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1557,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1558,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1559,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1560,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1561,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1562,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1563,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1564,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1565,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1566,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1567,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1568,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1569,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1570,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1571,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1572,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Wetland
1573,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1574,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1575,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1576,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1577,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Wetland
1578,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1579,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1580,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1581,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1582,Bareland,Bareland,Water,Water,Water,NULL,NULL,Wetland
1583,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1584,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1585,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
1586,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1587,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1588,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1589,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1590,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1591,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1592,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1593,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1594,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1595,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1596,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1597,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1598,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1599,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1600,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1601,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1602,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
1603,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1604,Bareland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1605,Bareland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Water
1606,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1607,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1608,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1609,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1610,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1611,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1612,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1613,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1614,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1615,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1616,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1617,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1618,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1619,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1620,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1621,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1622,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1623,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1624,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1625,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Water
1626,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1627,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1628,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1629,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1630,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1631,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1632,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1633,Bareland,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1634,Bareland,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1635,Bareland,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Water
1636,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1637,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
1638,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
1639,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1640,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1641,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1642,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1643,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1644,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1645,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1646,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1647,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1648,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1649,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1650,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1651,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1652,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1653,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1654,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
1655,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Forest
1656,Bareland,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
1657,Bareland,Built-up,Water,Water,Water,NULL,NULL,Grassland
1658,Bareland,Built-up,Water,Water,Water,NULL,NULL,Water
1659,Bareland,Built-up,Water,Water,Water,NULL,NULL,Forest
1660,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1661,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1662,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1663,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1664,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1665,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1666,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1667,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
1668,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1669,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1670,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1671,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1672,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1673,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1674,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1675,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1676,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1677,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1678,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1679,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1680,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1681,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1682,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1683,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1684,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1685,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1686,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1687,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1688,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1689,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1690,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1691,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1692,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1693,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1694,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1695,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1696,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1697,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1698,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1699,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1700,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1701,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1702,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1703,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1704,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Built-up
1705,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1706,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1707,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1708,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1709,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1710,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1711,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1712,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1713,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1714,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1715,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1716,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1717,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1718,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1719,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1720,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
1721,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
1722,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
1723,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1724,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
1725,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1726,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
1727,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
1728,Bareland,Water,Water,Water,Water,NULL,NULL,Wetland
1729,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1730,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1731,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
1732,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1733,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1734,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1735,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1736,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1737,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1738,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1739,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1740,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1741,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1742,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1743,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1744,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1745,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1746,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1747,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1748,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1749,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1750,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1751,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1752,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1753,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1754,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1755,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1756,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1757,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1758,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1759,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1760,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1761,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1762,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1763,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1764,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1765,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1766,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1767,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1768,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1769,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1770,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1771,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1772,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1773,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1774,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1775,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1776,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1777,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1778,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1779,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1780,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1781,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
1782,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1783,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1784,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1785,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1786,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1787,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1788,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1789,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1790,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1791,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1792,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1793,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1794,Bareland,Forest,Water,NULL,Water,NULL,NULL,Grassland
1795,Bareland,Forest,Water,NULL,Water,NULL,NULL,Bareland
1796,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
1797,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1798,Bareland,Forest,Water,Water,Water,NULL,NULL,Grassland
1799,Bareland,Forest,Water,Water,Water,NULL,NULL,Bareland
1800,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
1801,Bareland,Forest,Water,Water,Water,NULL,NULL,Forest
1802,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1803,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1804,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1805,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1806,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1807,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1808,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1809,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1810,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1811,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1812,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1813,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1814,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1815,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1816,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1817,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1818,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1819,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1820,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1821,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1822,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1823,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1824,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1825,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1826,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1827,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1828,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1829,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1830,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1831,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1832,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1833,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1834,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
