Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LRL_M_R
4414,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4415,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4416,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4417,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
4418,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4419,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4420,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
4421,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
4422,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4423,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
4424,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
4425,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
4426,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4427,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4428,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
4429,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
4430,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4431,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4432,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4433,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
4434,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4435,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4436,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4437,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4438,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4439,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4440,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4441,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4442,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
4443,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4444,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
4445,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
4446,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4447,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
4448,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
4449,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4450,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
4451,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4452,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
4453,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
4454,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
4455,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
4456,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
4457,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
4458,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
4459,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4460,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4461,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
4462,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
4463,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4464,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4465,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
4466,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
4467,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
4468,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
4469,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
4470,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
4471,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
4472,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4473,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4474,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
4475,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
4476,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4477,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
4478,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
4479,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
4480,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4481,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4482,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
4483,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4484,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
4485,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4486,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4487,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4488,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4489,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4490,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
4491,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
4492,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4493,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
4494,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4495,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
4496,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4497,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4498,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
4499,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
4500,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
4501,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4502,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
4503,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4504,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
4505,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4506,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
4507,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4508,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4509,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
4510,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4511,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
4512,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4513,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
4514,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
4515,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4516,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
4517,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Cropland
4518,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
4519,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
4520,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
4521,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
4522,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4523,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
4524,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4525,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4526,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4527,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4528,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
4529,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4530,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4531,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
4532,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4533,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
4534,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4535,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4536,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4537,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4538,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
4539,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4540,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4541,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4542,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4543,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4544,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4545,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4546,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
4547,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4548,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Cropland
4549,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
4550,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4551,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
4552,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
4553,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4554,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4555,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
4556,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
4557,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
4558,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Wetland
4559,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
4560,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4561,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
4562,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4563,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4564,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Wetland
4565,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
4566,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Built-up,Cropland
4567,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
4568,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
4569,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Bareland
4570,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4571,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
4572,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4573,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4574,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4575,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
4576,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
4577,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
4578,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
4579,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
4580,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4581,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4582,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
4583,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4584,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4585,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4586,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4587,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4588,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
4589,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4590,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Cropland
4591,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4592,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
4593,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4594,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Cropland
4595,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
4596,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
4597,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
4598,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
4599,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
4600,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
4601,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Cropland
4602,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4603,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Cropland
4604,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
4605,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
4606,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4607,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Cropland
4608,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4609,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4610,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
4611,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4612,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4613,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4614,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4615,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
4616,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4617,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4618,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4619,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4620,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
4621,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
4622,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
4623,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
4624,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
4625,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4626,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4627,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4628,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4629,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4630,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
4631,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4632,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4633,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4634,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4635,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4636,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4637,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4638,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4639,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4640,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4641,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4642,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4643,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4644,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
4645,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4646,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
4647,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
4648,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
4649,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4650,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
4651,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4652,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
4653,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4654,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
4655,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4656,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4657,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
4658,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
4659,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
4660,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4661,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
4662,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4663,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4664,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
4665,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
4666,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
4667,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
4668,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
4669,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
4670,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Bareland
4671,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
4672,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
4673,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4674,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
4675,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
4676,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
4677,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
4678,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4679,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4680,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4681,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
4682,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4683,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4684,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4685,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4686,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4687,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4688,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
4689,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4690,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
4691,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4692,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
4693,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4694,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
4695,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
4696,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
4697,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
4698,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
4699,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
4700,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
4701,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4702,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4703,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
4704,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4705,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
4706,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Grassland
4707,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
4708,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4709,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4710,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
4711,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
4712,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
4713,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
4714,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
4715,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
4716,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
4717,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4718,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4719,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,NULL
4720,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,Built-up
4721,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
4722,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
4723,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4724,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
4725,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
4726,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
