Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LGK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LGK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LGK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LGK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LGK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LGK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LGK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LGK_M_R
942,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
943,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
944,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
945,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
946,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
947,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
948,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
949,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
950,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
951,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
952,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
953,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
954,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
955,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
956,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
957,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
958,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
959,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
960,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
961,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
962,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
963,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
964,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
965,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
966,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
967,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
968,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
969,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
970,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
971,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
972,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
973,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
974,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
975,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
976,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
977,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
978,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
979,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
980,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
981,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
982,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
983,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
984,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
985,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
986,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Cropland
987,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
988,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
989,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
990,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Wetland
991,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Bareland
992,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Water
993,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
994,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
995,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
996,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
997,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
998,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
999,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1000,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1001,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
1002,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
1003,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1004,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1005,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1006,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1007,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1008,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1009,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1010,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1011,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1012,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1013,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1014,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1015,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
1016,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
1017,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1018,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1019,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1020,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1021,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
1022,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1023,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1024,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
1025,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Water
1026,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1027,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1028,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1029,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
1030,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1031,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1032,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1033,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1034,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1035,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
1036,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1037,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1038,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1039,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1040,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1041,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1042,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Bareland
1043,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1044,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
1045,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Bareland
1046,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Water
1047,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
1048,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
1049,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Forest
1050,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
1051,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Bareland
1052,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Water
1053,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
1054,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
1055,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Bareland
1056,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Water
1057,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Forest
1058,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
1059,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1060,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1061,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1062,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1063,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1064,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1065,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1066,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1067,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1068,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1069,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
1070,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1071,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1072,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1073,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1074,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1075,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1076,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1077,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1078,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
1079,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
1080,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
1081,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1082,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1083,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1084,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1085,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1086,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1087,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1088,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1089,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1090,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1091,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1092,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1093,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1094,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1095,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
1096,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1097,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1098,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1099,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1100,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1101,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1102,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
1103,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
1104,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
1105,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1106,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1107,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1108,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1109,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1110,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1111,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
1112,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
1113,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1114,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
1115,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
1116,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
1117,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
1118,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
1119,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
1120,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1121,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1122,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1123,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1124,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
1125,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1126,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1127,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1128,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1129,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
1130,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1131,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1132,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
1133,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
1134,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1135,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
1136,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
1137,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
1138,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
1139,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
1140,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
1141,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
1142,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
1143,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
1144,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
1145,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
1146,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Forest
1147,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
1148,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1149,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
1150,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1151,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
1152,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1153,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1154,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1155,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1156,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1157,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
1158,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
1159,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
1160,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1161,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Bareland
1162,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
1163,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
1164,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1165,Grassland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
1166,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Water
1167,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1168,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Water
1169,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
1170,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
1171,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water,Grassland,Grassland
1172,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water,Grassland,Forest
1173,Grassland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1174,Grassland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Grassland,Grassland
1175,Grassland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Grassland,Bareland
1176,Grassland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland,Water,Grassland
1177,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
1178,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
1179,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
1180,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1181,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1182,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1183,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
1184,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1185,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1186,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
1187,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
1188,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1189,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1190,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1191,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
1192,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
1193,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
1194,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
1195,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Water
1196,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
1197,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
1198,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
1199,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1200,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1201,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1202,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1203,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1204,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1205,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Bareland
1206,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Water
1207,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
1208,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Bareland
1209,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
1210,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
1211,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
1212,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Forest
1213,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
1214,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Bareland
1215,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
1216,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
1217,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Bareland
1218,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Water
1219,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Forest
1220,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
1221,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
1222,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1223,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
1224,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1225,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1226,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1227,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1228,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1229,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1230,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1231,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1232,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1233,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
1234,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
1235,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1236,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1237,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1238,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1239,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1240,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1241,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1242,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1243,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1244,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1245,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1246,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1247,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1248,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
1249,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
1250,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1251,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
1252,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1253,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
1254,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
1255,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
1256,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1257,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1258,Grassland,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
1259,Grassland,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Water
1260,Grassland,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Forest
1261,Grassland,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
