Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KFA_M_R
7858,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7859,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
7860,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
7861,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
7862,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7863,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
7864,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
7865,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Water
7866,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Forest
7867,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
7868,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
7869,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7870,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
7871,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
7872,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Water
7873,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7874,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
7875,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
7876,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Water,Forest
7877,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7878,Water,Built-up,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
7879,Water,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Water
7880,Water,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
7881,Water,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Water
7882,Water,Built-up,Cropland,Water,Non_Wetland,NULL,Water,Grassland
7883,Water,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Water
7884,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
7885,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
7886,Water,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Built-up
7887,Water,Built-up,Wetland,NULL,Wetland,Water,Water,Water
7888,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
7889,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
7890,Water,Built-up,Wetland,Non_Water,Wetland,Water,Water,Water
7891,Water,Built-up,Wetland,Non_Water,Wetland,Forest,Water,Forest
7892,Water,Built-up,Wetland,Non_Water,Wetland,Forest,Forest,Forest
7893,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
7894,Water,Built-up,Wetland,Water,Wetland,NULL,Water,Forest
7895,Water,Built-up,Wetland,Water,Wetland,Built-up,Water,Grassland
7896,Water,Built-up,Wetland,Water,Wetland,Built-up,Water,Water
7897,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
7898,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
7899,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,Water,Water
7900,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Water
7901,Water,Built-up,Bareland,NULL,Non_Wetland,Water,Wetland,Water
7902,Water,Built-up,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
7903,Water,Built-up,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
7904,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
7905,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
7906,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
7907,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
7908,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
7909,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
7910,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
7911,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
7912,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
7913,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
7914,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
7915,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
7916,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
7917,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
7918,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Water
7919,Water,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
7920,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
7921,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Built-up
7922,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Water
7923,Water,Built-up,Water,NULL,Water,NULL,NULL,Grassland
7924,Water,Built-up,Water,NULL,Water,NULL,NULL,Water
7925,Water,Built-up,Water,NULL,Water,NULL,Water,Water
7926,Water,Built-up,Water,NULL,Water,Water,NULL,Water
7927,Water,Built-up,Water,Non_Water,Water,NULL,Water,Forest
7928,Water,Built-up,Water,Water,Water,NULL,NULL,Water
7929,Water,Built-up,Water,Water,Water,NULL,Built-up,Grassland
7930,Water,Built-up,Water,Water,Water,Built-up,Water,Water
7931,Water,Built-up,Water,Water,Water,Water,NULL,Water
7932,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7933,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
7934,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7935,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Water
7936,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
7937,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
7938,Water,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
7939,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
7940,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
7941,Water,Built-up,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
7942,Water,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Built-up,Forest
7943,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7944,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
7945,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
7946,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
7947,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
7948,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7949,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
7950,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
7951,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
7952,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
7953,Water,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Water
7954,Water,Water,NULL,NULL,Non_Wetland,NULL,Built-up,Water
7955,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
7956,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Cropland
7957,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Wetland
7958,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Bareland
7959,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Built-up
7960,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
7961,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
7962,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
7963,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
7964,Water,Water,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
7965,Water,Water,NULL,NULL,Non_Wetland,Cropland,NULL,Water
7966,Water,Water,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
7967,Water,Water,NULL,NULL,Non_Wetland,Cropland,Wetland,Water
7968,Water,Water,NULL,NULL,Non_Wetland,Cropland,Water,Grassland
7969,Water,Water,NULL,NULL,Non_Wetland,Cropland,Water,Water
7970,Water,Water,NULL,NULL,Non_Wetland,Cropland,Water,Forest
7971,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
7972,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
7973,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Water
7974,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
7975,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
7976,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
7977,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
7978,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
7979,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
7980,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
7981,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
7982,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
7983,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
7984,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
7985,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
7986,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
7987,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
7988,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Water
7989,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
7990,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
7991,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
7992,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
7993,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
7994,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
7995,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
7996,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
7997,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
7998,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
7999,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
8000,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
8001,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
8002,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
8003,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
8004,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
8005,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
8006,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
8007,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
8008,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
8009,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Water
8010,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
8011,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
8012,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
8013,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
8014,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
8015,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
8016,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8017,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
8018,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
8019,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
8020,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8021,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
8022,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
8023,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
8024,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
8025,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
8026,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
8027,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Water
8028,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
8029,Water,Water,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
8030,Water,Water,NULL,Non_Water,Non_Wetland,Cropland,Water,Grassland
8031,Water,Water,NULL,Non_Water,Non_Wetland,Cropland,Water,Cropland
8032,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
8033,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Water
8034,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8035,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
8036,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8037,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
8038,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
8039,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
8040,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
8041,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
8042,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,NULL,Forest
8043,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
8044,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
8045,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
8046,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
8047,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
8048,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
8049,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
8050,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
8051,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
8052,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
8053,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
8054,Water,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
8055,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Grassland
8056,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Water
8057,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
8058,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
8059,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
8060,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
8061,Water,Water,NULL,Water,Non_Wetland,NULL,Grassland,Forest
8062,Water,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
8063,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Cropland
8064,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Water
8065,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
8066,Water,Water,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
8067,Water,Water,NULL,Water,Non_Wetland,Wetland,NULL,Water
8068,Water,Water,NULL,Water,Non_Wetland,Wetland,NULL,Forest
8069,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
8070,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
8071,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
8072,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
8073,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
8074,Water,Water,NULL,Water,Non_Wetland,Wetland,Forest,Forest
8075,Water,Water,NULL,Water,Non_Wetland,Bareland,NULL,Water
8076,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
8077,Water,Water,NULL,Water,Non_Wetland,Built-up,Water,Water
8078,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Water
8079,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Forest
8080,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
8081,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
8082,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
8083,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
8084,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
8085,Water,Water,NULL,Water,Non_Wetland,Forest,NULL,Grassland
8086,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Wetland
8087,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Water
8088,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8089,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
8090,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
8091,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
8092,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8093,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8094,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
8095,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
8096,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Bareland
8097,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
8098,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
8099,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
8100,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
8101,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
8102,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
8103,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
8104,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
8105,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
8106,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
8107,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
8108,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
8109,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
8110,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
8111,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
8112,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
8113,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
8114,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
8115,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8116,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8117,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
8118,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
8119,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
8120,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
8121,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
8122,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
8123,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
8124,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8125,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
8126,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8127,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
8128,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8129,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
8130,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
8131,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Water
8132,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8133,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Water,Water
8134,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
8135,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
8136,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
8137,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
8138,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
8139,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
8140,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
8141,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
8142,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
8143,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
8144,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
8145,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
8146,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
8147,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
8148,Water,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
8149,Water,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
8150,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
8151,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
8152,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Water
8153,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
8154,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
8155,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
8156,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8157,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
8158,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
8159,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8160,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
8161,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
8162,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
8163,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Built-up
8164,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
8165,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
8166,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
8167,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
8168,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Wetland
8169,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Water
8170,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
8171,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
8172,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8173,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8174,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
8175,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
8176,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
8177,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
8178,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
8179,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
8180,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
8181,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
8182,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
8183,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
8184,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
8185,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
8186,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
8187,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
8188,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Water
8189,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
8190,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
8191,Water,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
8192,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
8193,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
8194,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Built-up
8195,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
8196,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Forest
8197,Water,Water,Shrubland,Water,Non_Wetland,NULL,Forest,Water
8198,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
8199,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
8200,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
8201,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
8202,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
8203,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
8204,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
8205,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
8206,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
8207,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
8208,Water,Water,Shrubland,Water,Non_Wetland,Built-up,Built-up,Built-up
8209,Water,Water,Shrubland,Water,Non_Wetland,Built-up,Water,Water
8210,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
8211,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Forest
