Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KPF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KPF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KPF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KPF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KPF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KPF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KPF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KPF_M_R
678,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
679,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
680,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
681,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
682,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
683,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
684,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
685,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
686,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
687,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
688,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
689,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
690,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
691,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
692,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
693,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
694,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
695,Grassland,Forest,Water,NULL,Water,NULL,NULL,NULL
696,Grassland,Forest,Water,NULL,Water,NULL,NULL,Grassland
697,Grassland,Forest,Water,NULL,Water,NULL,NULL,Wetland
698,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
699,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
700,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Cropland
701,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
702,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Water
703,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
704,Grassland,Forest,Water,Water,Water,NULL,NULL,Grassland
705,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
706,Grassland,Forest,Water,Water,Water,NULL,NULL,Forest
707,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
708,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
709,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
710,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
711,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
712,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
713,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
714,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
715,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
716,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
717,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
718,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
719,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
720,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
721,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
722,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
723,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
724,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
725,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
726,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
727,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
728,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
729,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
730,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
731,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
732,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
733,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
734,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
735,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
736,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
737,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
738,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
739,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
740,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
741,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
742,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
743,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
744,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
745,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
746,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
747,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
748,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
749,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
750,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
751,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
752,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
753,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
754,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
755,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
756,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
757,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
758,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
759,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
760,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
761,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
762,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
763,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
764,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
765,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
766,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
767,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
768,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
769,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
770,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
771,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
772,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
773,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
774,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
775,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
776,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
777,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
778,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
779,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
780,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
781,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
782,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
783,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
784,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
785,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
786,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
787,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
788,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
789,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
790,Cropland,NULL,Water,NULL,Water,NULL,NULL,NULL
791,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
792,Cropland,NULL,Water,NULL,Water,NULL,NULL,Cropland
793,Cropland,NULL,Water,NULL,Water,NULL,NULL,Wetland
794,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
795,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
796,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
797,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
798,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
799,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
800,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
801,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
802,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
803,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
804,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
805,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
806,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
807,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
808,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
809,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
810,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
811,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
812,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
813,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
814,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
815,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
816,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
817,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
818,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
819,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
820,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
821,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
822,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
823,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
824,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
825,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
826,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
827,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
828,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
829,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
830,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
831,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
832,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
833,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
834,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
835,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
836,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
837,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
838,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
839,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
840,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
841,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
842,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
843,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
844,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
845,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
846,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
847,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
848,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
849,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
850,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
851,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
852,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
853,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
854,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
855,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
856,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
857,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
858,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
859,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
860,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
861,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
862,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
863,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
864,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
865,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
866,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
867,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
868,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
869,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,NULL
870,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
871,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
872,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
873,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
874,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
875,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
876,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
877,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
878,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
879,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
880,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
881,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
882,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
883,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
884,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
885,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
886,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
887,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
888,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
889,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
890,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
891,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
892,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
893,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
894,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
895,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
896,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
897,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
898,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
899,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
900,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
901,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
902,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
903,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
904,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
905,Cropland,Cropland,Water,NULL,Water,NULL,NULL,NULL
906,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
907,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
908,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
909,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
910,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
911,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
912,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
913,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
914,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
915,Cropland,Cropland,Water,Water,Water,NULL,NULL,Cropland
916,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
917,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
918,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
919,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
920,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
921,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
922,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
923,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
924,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
925,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
926,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
927,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
928,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
929,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
930,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
931,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
932,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
933,Cropland,Wetland,Water,Non_Water,Water,NULL,NULL,Cropland
934,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
935,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
936,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
937,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
938,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
939,Cropland,Bareland,Water,NULL,Water,NULL,NULL,NULL
940,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
941,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Cropland
942,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Forest
943,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
944,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
945,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
946,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
947,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
948,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
949,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
950,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
951,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
952,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
953,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
954,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
955,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
956,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
957,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
958,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
959,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
960,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
961,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
962,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
963,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
964,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
965,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
966,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
967,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
968,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
969,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
970,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
971,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
972,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
973,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Built-up
974,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Forest
975,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
976,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
977,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
978,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
979,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
980,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
981,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
982,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
983,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
984,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
985,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
986,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
987,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
988,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
989,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
990,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
991,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
992,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
993,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
994,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
995,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
996,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
997,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
998,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
999,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1000,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1001,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1002,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1003,Cropland,Forest,Water,NULL,Water,NULL,NULL,NULL
1004,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
1005,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1006,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1007,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1008,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1009,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1010,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1011,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1012,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1013,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1014,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1015,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1016,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1017,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1018,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
