Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LLM_M_R
2672,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2673,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2674,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2675,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
2676,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2677,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2678,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2679,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2680,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2681,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2682,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2683,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2684,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2685,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2686,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2687,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2688,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2689,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
2690,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2691,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2692,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2693,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2694,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2695,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
2696,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2697,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2698,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2699,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2700,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2701,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2702,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2703,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2704,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2705,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2706,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2707,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2708,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2709,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2710,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2711,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2712,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2713,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2714,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2715,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2716,Grassland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
2717,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2718,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2719,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2720,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2721,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2722,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
2723,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2724,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2725,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2726,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2727,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2728,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2729,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2730,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2731,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2732,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2733,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2734,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2735,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2736,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2737,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2738,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2739,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2740,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2741,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
2742,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2743,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2744,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
2745,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2746,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2747,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2748,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2749,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2750,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2751,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2752,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2753,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2754,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2755,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2756,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2757,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2758,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2759,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2760,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2761,Grassland,Cropland,Grassland,Water,Non_Wetland,Bareland,Grassland,Bareland
2762,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2763,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2764,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2765,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2766,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2767,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2768,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2769,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2770,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2771,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2772,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2773,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2774,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
2775,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
2776,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2777,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2778,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2779,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
2780,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2781,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2782,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2783,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
2784,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2785,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
2786,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2787,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
2788,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2789,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2790,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2791,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2792,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
2793,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2794,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2795,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2796,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2797,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2798,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2799,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
2800,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2801,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2802,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
2803,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2804,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2805,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2806,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2807,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
2808,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2809,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2810,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Water,Forest
2811,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2812,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2813,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2814,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2815,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
2816,Grassland,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
2817,Grassland,Cropland,Wetland,NULL,Wetland,Water,Grassland,Forest
2818,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
2819,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
2820,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2821,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2822,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2823,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2824,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2825,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2826,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
2827,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
2828,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2829,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2830,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2831,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
2832,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
2833,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
2834,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2835,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2836,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2837,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2838,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2839,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2840,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2841,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
2842,Grassland,Cropland,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
2843,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
2844,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
2845,Grassland,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
2846,Grassland,Cropland,Water,NULL,Water,Water,Grassland,Forest
2847,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2848,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2849,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2850,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2851,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2852,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2853,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2854,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2855,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2856,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2857,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2858,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2859,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2860,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
2861,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
2862,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2863,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2864,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2865,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2866,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2867,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2868,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2869,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2870,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
2871,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2872,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2873,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
2874,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2875,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2876,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
2877,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
2878,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2879,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2880,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2881,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2882,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2883,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
2884,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
2885,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2886,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2887,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2888,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2889,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2890,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2891,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2892,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2893,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2894,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
2895,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2896,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2897,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2898,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2899,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2900,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2901,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
2902,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
2903,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2904,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2905,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2906,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2907,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2908,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2909,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2910,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
2911,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2912,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2913,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2914,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2915,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
2916,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2917,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2918,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2919,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2920,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2921,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2922,Grassland,Wetland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
2923,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2924,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
2925,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2926,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2927,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
2928,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
2929,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
2930,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2931,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2932,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2933,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2934,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2935,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2936,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
2937,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
2938,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2939,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2940,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
2941,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2942,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2943,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2944,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Forest
2945,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2946,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2947,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2948,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2949,Grassland,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
2950,Grassland,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2951,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2952,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2953,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2954,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2955,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2956,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
2957,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2958,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2959,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2960,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2961,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2962,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
2963,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2964,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2965,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
2966,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
2967,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
2968,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
2969,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
2970,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
2971,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,Forest
2972,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
2973,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
2974,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
2975,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Wetland
2976,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Forest
2977,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2978,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
2979,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2980,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
