Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KUC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KUC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KUC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KUC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KUC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KUC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KUC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KUC_M_R
10696,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
10697,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
10698,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
10699,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
10700,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Wetland
10701,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
10702,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
10703,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
10704,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
10705,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
10706,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
10707,Bareland,Forest,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
10708,Bareland,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
10709,Bareland,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
10710,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
10711,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
10712,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10713,Bareland,Forest,Built-up,Water,Non_Wetland,NULL,Bareland,Grassland
10714,Bareland,Forest,Built-up,Water,Non_Wetland,NULL,Water,Grassland
10715,Bareland,Forest,Built-up,Water,Non_Wetland,Grassland,NULL,Grassland
10716,Bareland,Forest,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
10717,Bareland,Forest,Built-up,Water,Non_Wetland,Bareland,NULL,Grassland
10718,Bareland,Forest,Built-up,Water,Non_Wetland,Bareland,NULL,Bareland
10719,Bareland,Forest,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
10720,Bareland,Forest,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
10721,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
10722,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
10723,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
10724,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
10725,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
10726,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
10727,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
10728,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
10729,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
10730,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
10731,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Water,Wetland
10732,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
10733,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
10734,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
10735,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
10736,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
10737,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
10738,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
10739,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
10740,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Wetland
10741,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
10742,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
10743,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
10744,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
10745,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
10746,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
10747,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
10748,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
10749,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
10750,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
10751,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
10752,Bareland,Forest,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
10753,Bareland,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
10754,Bareland,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
10755,Bareland,Forest,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
10756,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
10757,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
10758,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
10759,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Bareland
10760,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
10761,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
10762,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
10763,Water,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10764,Water,NULL,NULL,NULL,NULL,NULL,NULL,Water
10765,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
10766,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
10767,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
10768,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
10769,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
10770,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
10771,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
10772,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
10773,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
10774,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
10775,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
10776,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Water
10777,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
10778,Water,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
10779,Water,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
10780,Water,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
10781,Water,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Bareland
10782,Water,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Water
10783,Water,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
10784,Water,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
10785,Water,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
10786,Water,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
10787,Water,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
10788,Water,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Water
10789,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
10790,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Wetland
10791,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Bareland
10792,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Water
10793,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
10794,Water,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
10795,Water,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Bareland
10796,Water,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
10797,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
10798,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
10799,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
10800,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
10801,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
10802,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
10803,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
10804,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
10805,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
10806,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
10807,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
10808,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Water
10809,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
10810,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
10811,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
10812,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
10813,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
10814,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
10815,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
10816,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
10817,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
10818,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
10819,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
10820,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
10821,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
10822,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
10823,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
10824,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
10825,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
10826,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
10827,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
10828,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
10829,Water,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
10830,Water,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
10831,Water,NULL,NULL,NULL,Non_Wetland,Built-up,Water,Grassland
10832,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
10833,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Bareland
10834,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
10835,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
10836,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
10837,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
10838,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
10839,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
10840,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Cropland
10841,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
10842,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Water
10843,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
10844,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
10845,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
10846,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
10847,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
10848,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
10849,Water,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
10850,Water,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
10851,Water,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Water
10852,Water,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
10853,Water,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
10854,Water,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
10855,Water,NULL,NULL,NULL,Non_Wetland,Forest,Water,Grassland
10856,Water,NULL,NULL,NULL,Non_Wetland,Forest,Water,Bareland
10857,Water,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
10858,Water,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
10859,Water,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
10860,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
10861,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
10862,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
10863,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
10864,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10865,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
10866,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
10867,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
10868,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
10869,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
10870,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Water
10871,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
10872,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10873,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10874,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
10875,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
10876,Water,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Water
10877,Water,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
10878,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,NULL
10879,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
10880,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
10881,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
10882,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Forest
10883,Water,NULL,NULL,Water,NULL,NULL,NULL,Water
10884,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
10885,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
10886,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
10887,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
10888,Water,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
10889,Water,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Forest
10890,Water,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Wetland
10891,Water,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Water
10892,Water,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Forest
10893,Water,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
10894,Water,NULL,NULL,Water,Non_Wetland,NULL,Water,Wetland
10895,Water,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
10896,Water,NULL,NULL,Water,Non_Wetland,NULL,Water,Forest
10897,Water,NULL,NULL,Water,Non_Wetland,NULL,Forest,Water
10898,Water,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Cropland
10899,Water,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
10900,Water,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
10901,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
10902,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Water
10903,Water,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Wetland
10904,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Bareland
10905,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
10906,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
10907,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Water
10908,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Forest
10909,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
10910,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
10911,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
10912,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
10913,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
10914,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
10915,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
10916,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
10917,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
10918,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
10919,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
10920,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
10921,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
10922,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
10923,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
10924,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
10925,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
10926,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
10927,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
10928,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
10929,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
10930,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
10931,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
10932,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
10933,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
10934,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
10935,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
10936,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
10937,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
10938,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10939,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
10940,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
10941,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
10942,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
10943,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
10944,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
10945,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
10946,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
10947,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10948,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
10949,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10950,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
10951,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
10952,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
10953,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
10954,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
10955,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
10956,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
10957,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
10958,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
10959,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
10960,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10961,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
10962,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10963,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
10964,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
10965,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
10966,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
10967,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
10968,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
10969,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
10970,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
10971,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
10972,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
10973,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
10974,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
10975,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
10976,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
10977,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
10978,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
10979,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
10980,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
10981,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
10982,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Wetland
10983,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
10984,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
10985,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
10986,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
10987,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
10988,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
10989,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
10990,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
10991,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
10992,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
10993,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
10994,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
10995,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
10996,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
10997,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Water
10998,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
10999,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
11000,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11001,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
11002,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
11003,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
11004,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
11005,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
11006,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
11007,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
11008,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
11009,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
11010,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
11011,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
11012,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
11013,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
11014,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
11015,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
11016,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
11017,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
11018,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
11019,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
11020,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
11021,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
11022,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
11023,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
11024,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
11025,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
11026,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
11027,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
11028,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
11029,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
11030,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
11031,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
11032,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
11033,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
11034,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
11035,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
