Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KXT_M_R
9132,Water,NULL,Water,NULL,Water,NULL,Grassland,Water
9133,Water,NULL,Water,NULL,Water,NULL,Water,Grassland
9134,Water,NULL,Water,NULL,Water,NULL,Water,Wetland
9135,Water,NULL,Water,NULL,Water,NULL,Water,Water
9136,Water,NULL,Water,NULL,Water,NULL,Water,Forest
9137,Water,NULL,Water,NULL,Water,Grassland,NULL,Grassland
9138,Water,NULL,Water,NULL,Water,Grassland,NULL,Cropland
9139,Water,NULL,Water,NULL,Water,Grassland,NULL,Wetland
9140,Water,NULL,Water,NULL,Water,Grassland,NULL,Water
9141,Water,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
9142,Water,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
9143,Water,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
9144,Water,NULL,Water,NULL,Water,Grassland,Grassland,Water
9145,Water,NULL,Water,NULL,Water,Grassland,Grassland,Forest
9146,Water,NULL,Water,NULL,Water,Grassland,Wetland,Water
9147,Water,NULL,Water,NULL,Water,Grassland,Water,Grassland
9148,Water,NULL,Water,NULL,Water,Grassland,Water,Wetland
9149,Water,NULL,Water,NULL,Water,Grassland,Water,Water
9150,Water,NULL,Water,NULL,Water,Grassland,Water,Forest
9151,Water,NULL,Water,NULL,Water,Wetland,NULL,Water
9152,Water,NULL,Water,NULL,Water,Wetland,NULL,Forest
9153,Water,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
9154,Water,NULL,Water,NULL,Water,Wetland,Grassland,Water
9155,Water,NULL,Water,NULL,Water,Wetland,Grassland,Forest
9156,Water,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
9157,Water,NULL,Water,NULL,Water,Wetland,Water,Grassland
9158,Water,NULL,Water,NULL,Water,Wetland,Water,Wetland
9159,Water,NULL,Water,NULL,Water,Bareland,NULL,Grassland
9160,Water,NULL,Water,NULL,Water,Bareland,NULL,Cropland
9161,Water,NULL,Water,NULL,Water,Bareland,NULL,Wetland
9162,Water,NULL,Water,NULL,Water,Bareland,NULL,Bareland
9163,Water,NULL,Water,NULL,Water,Bareland,NULL,Water
9164,Water,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
9165,Water,NULL,Water,NULL,Water,Bareland,Grassland,Wetland
9166,Water,NULL,Water,NULL,Water,Bareland,Grassland,Water
9167,Water,NULL,Water,NULL,Water,Bareland,Grassland,Forest
9168,Water,NULL,Water,NULL,Water,Bareland,Water,Wetland
9169,Water,NULL,Water,NULL,Water,Bareland,Water,Water
9170,Water,NULL,Water,NULL,Water,Water,NULL,Grassland
9171,Water,NULL,Water,NULL,Water,Water,NULL,Wetland
9172,Water,NULL,Water,NULL,Water,Water,NULL,Bareland
9173,Water,NULL,Water,NULL,Water,Water,NULL,Water
9174,Water,NULL,Water,NULL,Water,Water,NULL,Forest
9175,Water,NULL,Water,NULL,Water,Water,Grassland,Grassland
9176,Water,NULL,Water,NULL,Water,Water,Grassland,Wetland
9177,Water,NULL,Water,NULL,Water,Water,Grassland,Bareland
9178,Water,NULL,Water,NULL,Water,Water,Grassland,Water
9179,Water,NULL,Water,NULL,Water,Water,Grassland,Forest
9180,Water,NULL,Water,NULL,Water,Water,Wetland,Wetland
9181,Water,NULL,Water,NULL,Water,Water,Wetland,Water
9182,Water,NULL,Water,NULL,Water,Water,Bareland,Forest
9183,Water,NULL,Water,NULL,Water,Water,Water,Wetland
9184,Water,NULL,Water,NULL,Water,Water,Water,Water
9185,Water,NULL,Water,NULL,Water,Water,Water,Forest
9186,Water,NULL,Water,NULL,Water,Forest,NULL,Wetland
9187,Water,NULL,Water,NULL,Water,Forest,Bareland,Forest
9188,Water,NULL,Water,NULL,Water,Forest,Water,Wetland
9189,Water,NULL,Water,NULL,Water,Forest,Water,Water
9190,Water,NULL,Water,NULL,Water,Forest,Forest,Forest
9191,Water,NULL,Water,Non_Water,Water,NULL,Grassland,Wetland
9192,Water,NULL,Water,Non_Water,Water,NULL,Water,Grassland
9193,Water,NULL,Water,Non_Water,Water,NULL,Water,Wetland
9194,Water,NULL,Water,Non_Water,Water,Grassland,NULL,Wetland
9195,Water,NULL,Water,Non_Water,Water,Grassland,Wetland,Wetland
9196,Water,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
9197,Water,NULL,Water,Non_Water,Water,Grassland,Water,Wetland
9198,Water,NULL,Water,Non_Water,Water,Wetland,Grassland,Wetland
9199,Water,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
9200,Water,NULL,Water,Non_Water,Water,Wetland,Water,Water
9201,Water,NULL,Water,Non_Water,Water,Bareland,Water,Wetland
9202,Water,NULL,Water,Non_Water,Water,Bareland,Water,Water
9203,Water,NULL,Water,Non_Water,Water,Water,NULL,Wetland
9204,Water,NULL,Water,Non_Water,Water,Water,NULL,Water
9205,Water,NULL,Water,Non_Water,Water,Water,NULL,Forest
9206,Water,NULL,Water,Non_Water,Water,Water,Grassland,Water
9207,Water,NULL,Water,Non_Water,Water,Water,Wetland,Water
9208,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
9209,Water,NULL,Water,Non_Water,Water,Water,Water,Water
9210,Water,NULL,Water,Non_Water,Water,Water,Water,Forest
9211,Water,NULL,Water,Non_Water,Water,Forest,NULL,Wetland
9212,Water,NULL,Water,Non_Water,Water,Forest,NULL,Water
9213,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
9214,Water,NULL,Water,Water,Water,NULL,NULL,Water
9215,Water,NULL,Water,Water,Water,NULL,Grassland,Grassland
9216,Water,NULL,Water,Water,Water,NULL,Grassland,Wetland
9217,Water,NULL,Water,Water,Water,NULL,Water,Grassland
9218,Water,NULL,Water,Water,Water,NULL,Water,Wetland
9219,Water,NULL,Water,Water,Water,NULL,Water,Water
9220,Water,NULL,Water,Water,Water,NULL,Water,Forest
9221,Water,NULL,Water,Water,Water,Grassland,NULL,Cropland
9222,Water,NULL,Water,Water,Water,Grassland,NULL,Wetland
9223,Water,NULL,Water,Water,Water,Grassland,NULL,Water
9224,Water,NULL,Water,Water,Water,Grassland,Grassland,Grassland
9225,Water,NULL,Water,Water,Water,Grassland,Grassland,Wetland
9226,Water,NULL,Water,Water,Water,Grassland,Grassland,Water
9227,Water,NULL,Water,Water,Water,Grassland,Grassland,Forest
9228,Water,NULL,Water,Water,Water,Grassland,Wetland,Wetland
9229,Water,NULL,Water,Water,Water,Grassland,Wetland,Forest
9230,Water,NULL,Water,Water,Water,Grassland,Water,Grassland
9231,Water,NULL,Water,Water,Water,Grassland,Water,Wetland
9232,Water,NULL,Water,Water,Water,Grassland,Water,Water
9233,Water,NULL,Water,Water,Water,Wetland,Grassland,Wetland
9234,Water,NULL,Water,Water,Water,Wetland,Grassland,Water
9235,Water,NULL,Water,Water,Water,Wetland,Wetland,Wetland
9236,Water,NULL,Water,Water,Water,Wetland,Wetland,Water
9237,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
9238,Water,NULL,Water,Water,Water,Wetland,Water,Water
9239,Water,NULL,Water,Water,Water,Bareland,NULL,Wetland
9240,Water,NULL,Water,Water,Water,Bareland,NULL,Water
9241,Water,NULL,Water,Water,Water,Bareland,NULL,Forest
9242,Water,NULL,Water,Water,Water,Bareland,Grassland,Wetland
9243,Water,NULL,Water,Water,Water,Bareland,Water,Wetland
9244,Water,NULL,Water,Water,Water,Bareland,Water,Water
9245,Water,NULL,Water,Water,Water,Water,NULL,Wetland
9246,Water,NULL,Water,Water,Water,Water,NULL,Water
9247,Water,NULL,Water,Water,Water,Water,NULL,Forest
9248,Water,NULL,Water,Water,Water,Water,Grassland,Grassland
9249,Water,NULL,Water,Water,Water,Water,Grassland,Wetland
9250,Water,NULL,Water,Water,Water,Water,Grassland,Water
9251,Water,NULL,Water,Water,Water,Water,Grassland,Forest
9252,Water,NULL,Water,Water,Water,Water,Wetland,Wetland
9253,Water,NULL,Water,Water,Water,Water,Wetland,Water
9254,Water,NULL,Water,Water,Water,Water,Water,Grassland
9255,Water,NULL,Water,Water,Water,Water,Water,Wetland
9256,Water,NULL,Water,Water,Water,Water,Water,Water
9257,Water,NULL,Water,Water,Water,Water,Water,Forest
9258,Water,NULL,Water,Water,Water,Water,Forest,Wetland
9259,Water,NULL,Water,Water,Water,Water,Forest,Water
9260,Water,NULL,Water,Water,Water,Forest,NULL,Wetland
9261,Water,NULL,Water,Water,Water,Forest,Water,Water
9262,Water,NULL,Water,Water,Water,Forest,Water,Forest
9263,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
9264,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
9265,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
9266,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
9267,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9268,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
9269,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
9270,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
9271,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9272,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
9273,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
9274,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
9275,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Wetland
9276,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Water
9277,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
9278,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
9279,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
9280,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
9281,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
9282,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
9283,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Water
9284,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
9285,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
9286,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
9287,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9288,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
9289,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
9290,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9291,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
9292,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
9293,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
9294,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
9295,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
9296,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
9297,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
9298,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Water
9299,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
9300,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
9301,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Water
9302,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
9303,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
9304,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
9305,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Water
9306,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
9307,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
9308,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
9309,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
9310,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
9311,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
9312,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
9313,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
9314,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
9315,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
9316,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
9317,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
9318,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
9319,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
9320,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
9321,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Water
9322,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
9323,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
9324,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
9325,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
9326,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
9327,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
9328,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
9329,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
9330,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
9331,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
9332,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Water
9333,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
9334,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
9335,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Wetland
9336,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Water
9337,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
9338,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
9339,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
9340,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Bareland
9341,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
9342,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
9343,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
9344,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
9345,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
9346,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
9347,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
9348,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
9349,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
9350,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
9351,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
9352,Water,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
9353,Water,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
9354,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
9355,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
9356,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Bareland
9357,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
9358,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
9359,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Water
9360,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
9361,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
9362,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
9363,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Water
9364,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
9365,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
9366,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
9367,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
9368,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Bareland
9369,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
9370,Water,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
9371,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Water
9372,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
9373,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Water
9374,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9375,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
9376,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
9377,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9378,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
9379,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
9380,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
9381,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
9382,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Water
9383,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9384,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
9385,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9386,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
9387,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Water
9388,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
9389,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
9390,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
9391,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9392,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
9393,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Water
9394,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9395,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
9396,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
9397,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
9398,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Forest
9399,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,NULL
9400,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
9401,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
9402,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
9403,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Water
9404,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
9405,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
9406,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
9407,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
9408,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
9409,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
9410,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Water
9411,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
9412,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
9413,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
9414,Water,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Water
9415,Water,NULL,Forest,Water,Non_Wetland,NULL,Water,Grassland
9416,Water,NULL,Forest,Water,Non_Wetland,NULL,Water,Water
9417,Water,NULL,Forest,Water,Non_Wetland,Grassland,NULL,NULL
9418,Water,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
9419,Water,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Cropland
9420,Water,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Wetland
9421,Water,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Water
9422,Water,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Forest
9423,Water,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
9424,Water,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
9425,Water,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Water
9426,Water,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
9427,Water,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Water
9428,Water,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
9429,Water,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
9430,Water,NULL,Forest,Water,Non_Wetland,Grassland,Water,Wetland
9431,Water,NULL,Forest,Water,Non_Wetland,Grassland,Water,Water
9432,Water,NULL,Forest,Water,Non_Wetland,Grassland,Water,Forest
9433,Water,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
9434,Water,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Water
9435,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
9436,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Water
9437,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
9438,Water,NULL,Forest,Water,Non_Wetland,Bareland,NULL,Grassland
9439,Water,NULL,Forest,Water,Non_Wetland,Bareland,NULL,Wetland
9440,Water,NULL,Forest,Water,Non_Wetland,Bareland,NULL,Water
9441,Water,NULL,Forest,Water,Non_Wetland,Bareland,NULL,Forest
9442,Water,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
9443,Water,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Wetland
9444,Water,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Water
9445,Water,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
9446,Water,NULL,Forest,Water,Non_Wetland,Bareland,Water,Wetland
9447,Water,NULL,Forest,Water,Non_Wetland,Bareland,Water,Water
9448,Water,NULL,Forest,Water,Non_Wetland,Bareland,Forest,Water
9449,Water,NULL,Forest,Water,Non_Wetland,Water,NULL,Wetland
9450,Water,NULL,Forest,Water,Non_Wetland,Water,NULL,Water
9451,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
9452,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Wetland
9453,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
9454,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
9455,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Water
9456,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Forest
9457,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
9458,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Water
9459,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
9460,Water,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Forest
9461,Water,NULL,Forest,Water,Non_Wetland,Forest,Water,Forest
9462,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
9463,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
9464,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
9465,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Forest
9466,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Water
9467,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
9468,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9469,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
9470,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
9471,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
9472,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
9473,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Water
9474,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Water
9475,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Water
9476,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Grassland
9477,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Water
9478,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Forest
9479,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9480,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
9481,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
9482,Water,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
9483,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
9484,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
9485,Water,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
9486,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
9487,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
9488,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
9489,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
9490,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
9491,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9492,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
9493,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
9494,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9495,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
9496,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Water
9497,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
9498,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
9499,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
9500,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
9501,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
9502,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
