Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NMN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NMN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NMN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NMN_M_R
773,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Water
774,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
775,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
776,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
777,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
778,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
779,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,Water
780,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,Forest
781,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
782,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Cropland
783,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
784,Cropland,NULL,Wetland,NULL,Wetland,NULL,Grassland
785,Cropland,NULL,Wetland,NULL,Wetland,NULL,Wetland
786,Cropland,NULL,Wetland,NULL,Wetland,NULL,Water
787,Cropland,NULL,Wetland,NULL,Wetland,NULL,Forest
788,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
789,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
790,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Forest
791,Cropland,NULL,Wetland,Water,Wetland,NULL,Grassland
792,Cropland,NULL,Wetland,Water,Wetland,NULL,Wetland
793,Cropland,NULL,Wetland,Water,Wetland,NULL,Water
794,Cropland,NULL,Wetland,Water,Wetland,NULL,Forest
795,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
796,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
797,Cropland,NULL,Water,NULL,Water,NULL,Forest
798,Cropland,NULL,Water,Water,Water,NULL,Wetland
799,Cropland,NULL,Water,Water,Water,NULL,Water
800,Cropland,NULL,Water,Water,Water,NULL,Forest
801,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
802,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Cropland
803,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
804,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Water
805,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
806,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
807,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
808,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
809,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Grassland
810,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Wetland
811,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Forest
812,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland
813,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
814,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Cropland
815,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up
816,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest
817,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland
818,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
819,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Cropland
820,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest
821,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
822,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
823,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Cropland
824,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest
825,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest
826,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
827,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Cropland
828,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland
829,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
830,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
831,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
832,Cropland,Wetland,Wetland,NULL,Wetland,NULL,Forest
833,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
834,Cropland,Wetland,Wetland,Water,Wetland,NULL,Wetland
835,Cropland,Wetland,Water,Water,Water,NULL,Grassland
836,Cropland,Wetland,Water,Water,Water,NULL,Wetland
837,Cropland,Wetland,Water,Water,Water,NULL,Water
838,Cropland,Wetland,Water,Water,Water,NULL,Forest
839,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
840,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
841,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
842,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
843,Cropland,Bareland,Wetland,Water,Wetland,NULL,Wetland
844,Cropland,Bareland,Water,Water,Water,NULL,Water
845,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland
846,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
847,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
848,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
849,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
850,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
851,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland
852,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
853,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
854,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,Grassland
855,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
856,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,Water
857,Cropland,Water,Wetland,Water,Wetland,NULL,Water
858,Cropland,Water,Water,Water,Water,NULL,Water
859,Cropland,Water,Forest,NULL,Non_Wetland,NULL,Water
860,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
861,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
862,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
863,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
864,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
865,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
866,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
867,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
868,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
869,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland
870,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland
871,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
872,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
873,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
874,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
875,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
876,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
877,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL
878,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
879,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
880,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
881,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
882,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL
883,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
884,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
885,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Water
886,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
887,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
888,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
889,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
890,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
891,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
892,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland
893,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water
894,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
895,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
896,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
897,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Water
898,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Forest
899,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
900,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland
901,Wetland,NULL,Wetland,NULL,Wetland,NULL,Grassland
902,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland
903,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water
904,Wetland,NULL,Wetland,NULL,Wetland,NULL,Forest
905,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
906,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
907,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water
908,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Forest
909,Wetland,NULL,Wetland,Water,Wetland,NULL,Grassland
910,Wetland,NULL,Wetland,Water,Wetland,NULL,Wetland
911,Wetland,NULL,Wetland,Water,Wetland,NULL,Water
912,Wetland,NULL,Wetland,Water,Wetland,NULL,Forest
913,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
914,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland
915,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland
916,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland
917,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
918,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland
919,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,Forest
920,Wetland,NULL,Water,NULL,Water,NULL,Grassland
921,Wetland,NULL,Water,NULL,Water,NULL,Wetland
922,Wetland,NULL,Water,NULL,Water,NULL,Water
923,Wetland,NULL,Water,NULL,Water,NULL,Forest
924,Wetland,NULL,Water,Non_Water,Water,NULL,Grassland
925,Wetland,NULL,Water,Non_Water,Water,NULL,Wetland
926,Wetland,NULL,Water,Non_Water,Water,NULL,Water
927,Wetland,NULL,Water,Non_Water,Water,NULL,Forest
928,Wetland,NULL,Water,Water,Water,NULL,Grassland
929,Wetland,NULL,Water,Water,Water,NULL,Wetland
930,Wetland,NULL,Water,Water,Water,NULL,Bareland
931,Wetland,NULL,Water,Water,Water,NULL,Water
932,Wetland,NULL,Water,Water,Water,NULL,Forest
933,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL
934,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
935,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
936,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Water
937,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
938,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
939,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
940,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water
941,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
942,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Grassland
943,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Wetland
944,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Water
945,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Forest
946,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest
947,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest
948,Wetland,Cropland,Wetland,NULL,Wetland,NULL,Forest
949,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland
950,Wetland,Cropland,Water,Non_Water,Water,NULL,Wetland
951,Wetland,Cropland,Water,Water,Water,NULL,Grassland
952,Wetland,Cropland,Water,Water,Water,NULL,Wetland
953,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
954,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Forest
955,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Grassland
956,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
957,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
958,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water
959,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
960,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
961,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
962,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water
963,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
964,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
965,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland
966,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Bareland
967,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Water
968,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
969,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
970,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland
971,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
972,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
973,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland
974,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Forest
975,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
976,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland
977,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,Water
978,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,Forest
979,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
980,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest
981,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Grassland
982,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland
983,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Water
984,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Forest
985,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
986,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
987,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water
988,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
989,Wetland,Wetland,Wetland,Water,Wetland,NULL,Grassland
990,Wetland,Wetland,Wetland,Water,Wetland,NULL,Wetland
991,Wetland,Wetland,Wetland,Water,Wetland,NULL,Bareland
992,Wetland,Wetland,Wetland,Water,Wetland,NULL,Water
993,Wetland,Wetland,Wetland,Water,Wetland,NULL,Forest
994,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland
995,Wetland,Wetland,Water,NULL,Water,NULL,Grassland
996,Wetland,Wetland,Water,NULL,Water,NULL,Wetland
997,Wetland,Wetland,Water,NULL,Water,NULL,Water
998,Wetland,Wetland,Water,NULL,Water,NULL,Forest
999,Wetland,Wetland,Water,Non_Water,Water,NULL,Grassland
1000,Wetland,Wetland,Water,Non_Water,Water,NULL,Wetland
1001,Wetland,Wetland,Water,Non_Water,Water,NULL,Water
1002,Wetland,Wetland,Water,Non_Water,Water,NULL,Forest
1003,Wetland,Wetland,Water,Water,Water,NULL,Grassland
1004,Wetland,Wetland,Water,Water,Water,NULL,Wetland
1005,Wetland,Wetland,Water,Water,Water,NULL,Water
1006,Wetland,Wetland,Water,Water,Water,NULL,Forest
1007,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
1008,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
1009,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Water
1010,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
1011,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
1012,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland
1013,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water
1014,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
1015,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
1016,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Wetland
1017,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Water
1018,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Forest
1019,Wetland,Bareland,Shrubland,Water,Non_Wetland,NULL,Wetland
1020,Wetland,Bareland,Grassland,NULL,Non_Wetland,NULL,Forest
1021,Wetland,Bareland,Grassland,Water,Non_Wetland,NULL,Water
1022,Wetland,Bareland,Wetland,NULL,Wetland,NULL,Wetland
1023,Wetland,Bareland,Wetland,Non_Water,Wetland,NULL,Wetland
1024,Wetland,Bareland,Wetland,Water,Wetland,NULL,Wetland
1025,Wetland,Bareland,Wetland,Water,Wetland,NULL,Water
1026,Wetland,Bareland,Wetland,Water,Wetland,NULL,Forest
1027,Wetland,Bareland,Water,Non_Water,Water,NULL,Grassland
1028,Wetland,Bareland,Water,Non_Water,Water,NULL,Wetland
1029,Wetland,Bareland,Water,Non_Water,Water,NULL,Water
1030,Wetland,Bareland,Water,Water,Water,NULL,Wetland
1031,Wetland,Bareland,Water,Water,Water,NULL,Water
1032,Wetland,Bareland,Water,Water,Water,NULL,Forest
1033,Wetland,Bareland,Forest,NULL,Non_Wetland,NULL,Water
1034,Wetland,Bareland,Forest,Non_Water,Non_Wetland,NULL,Wetland
1035,Wetland,Bareland,Forest,Water,Non_Wetland,NULL,Wetland
1036,Wetland,Bareland,Forest,Water,Non_Wetland,NULL,Water
1037,Wetland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland
1038,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
1039,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland
1040,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
1041,Wetland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
1042,Wetland,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
1043,Wetland,Built-up,Wetland,NULL,Wetland,NULL,Wetland
1044,Wetland,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland
1045,Wetland,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland
1046,Wetland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland
1047,Wetland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland
1048,Wetland,Built-up,Water,Water,Water,NULL,Water
1049,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
1050,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland
1051,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Water
1052,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
1053,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Wetland
1054,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Water
1055,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,Water
1056,Wetland,Water,Wetland,NULL,Wetland,NULL,Wetland
1057,Wetland,Water,Wetland,NULL,Wetland,NULL,Water
1058,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Wetland
1059,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water
1060,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Forest
1061,Wetland,Water,Wetland,Water,Wetland,NULL,Wetland
1062,Wetland,Water,Wetland,Water,Wetland,NULL,Water
1063,Wetland,Water,Water,NULL,Water,NULL,Water
1064,Wetland,Water,Water,Non_Water,Water,NULL,Wetland
1065,Wetland,Water,Water,Non_Water,Water,NULL,Forest
1066,Wetland,Water,Water,Water,Water,NULL,Wetland
1067,Wetland,Water,Water,Water,Water,NULL,Water
1068,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Wetland
1069,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Water
1070,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Forest
1071,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland
1072,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
1073,Wetland,Water,Forest,Water,Non_Wetland,NULL,Wetland
1074,Wetland,Water,Forest,Water,Non_Wetland,NULL,Water
1075,Wetland,Water,Forest,Water,Non_Wetland,NULL,Forest
1076,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL
1077,Wetland,Forest,Wetland,NULL,Wetland,NULL,Grassland
1078,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
1079,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
1080,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland
1081,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland
1082,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Grassland
1083,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Wetland
1084,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Bareland
1085,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Water
1086,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Forest
1087,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
1088,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
1089,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
1090,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up
1091,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
1092,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
1093,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1094,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1095,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1096,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
1097,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1098,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
1099,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
1100,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
1101,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Water
1102,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
1103,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
1104,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
1105,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
1106,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Water
1107,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
1108,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1109,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1110,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1111,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water
1112,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
1113,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
1114,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
1115,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Bareland
1116,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Water
1117,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Forest
1118,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL
1119,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
1120,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland
1121,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
1122,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
1123,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
1124,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland
1125,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Bareland
1126,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water
1127,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Forest
1128,Bareland,NULL,Wetland,NULL,Wetland,NULL,Grassland
1129,Bareland,NULL,Wetland,NULL,Wetland,NULL,Wetland
1130,Bareland,NULL,Wetland,NULL,Wetland,NULL,Bareland
1131,Bareland,NULL,Wetland,NULL,Wetland,NULL,Water
1132,Bareland,NULL,Wetland,NULL,Wetland,NULL,Forest
1133,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
1134,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
1135,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Bareland
1136,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Water
1137,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Forest
1138,Bareland,NULL,Wetland,Water,Wetland,NULL,Grassland
1139,Bareland,NULL,Wetland,Water,Wetland,NULL,Wetland
1140,Bareland,NULL,Wetland,Water,Wetland,NULL,Bareland
1141,Bareland,NULL,Wetland,Water,Wetland,NULL,Water
1142,Bareland,NULL,Wetland,Water,Wetland,NULL,Forest
1143,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
1144,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland
1145,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland
1146,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Water
1147,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1148,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Bareland
1149,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Grassland
1150,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Wetland
1151,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Bareland
1152,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Water
1153,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
1154,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland
1155,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up
