Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KNS_M_R
8626,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
8627,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Water
8628,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
8629,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
8630,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
8631,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
8632,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
8633,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
8634,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Water
8635,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Forest
8636,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
8637,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
8638,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
8639,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
8640,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
8641,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
8642,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
8643,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
8644,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
8645,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
8646,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
8647,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
8648,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
8649,Water,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Water
8650,Water,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Water
8651,Water,NULL,Built-up,NULL,Non_Wetland,Water,Water,Water
8652,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
8653,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8654,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Bareland
8655,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Water
8656,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
8657,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Bareland
8658,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Water
8659,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8660,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
8661,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
8662,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
8663,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
8664,Water,NULL,Built-up,Water,Non_Wetland,NULL,Water,Grassland
8665,Water,NULL,Built-up,Water,Non_Wetland,NULL,Water,Water
8666,Water,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
8667,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
8668,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
8669,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
8670,Water,NULL,Built-up,Water,Non_Wetland,Water,Water,Water
8671,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
8672,Water,NULL,Water,NULL,Water,NULL,NULL,Water
8673,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
8674,Water,NULL,Water,NULL,Water,NULL,Grassland,Grassland
8675,Water,NULL,Water,NULL,Water,NULL,Water,Grassland
8676,Water,NULL,Water,NULL,Water,NULL,Water,Bareland
8677,Water,NULL,Water,NULL,Water,NULL,Water,Water
8678,Water,NULL,Water,NULL,Water,NULL,Water,Forest
8679,Water,NULL,Water,NULL,Water,Grassland,NULL,Grassland
8680,Water,NULL,Water,NULL,Water,Grassland,Grassland,Water
8681,Water,NULL,Water,NULL,Water,Grassland,Water,Grassland
8682,Water,NULL,Water,NULL,Water,Wetland,NULL,Grassland
8683,Water,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
8684,Water,NULL,Water,NULL,Water,Water,Grassland,Water
8685,Water,NULL,Water,NULL,Water,Water,Water,Grassland
8686,Water,NULL,Water,NULL,Water,Water,Water,Water
8687,Water,NULL,Water,NULL,Water,Forest,NULL,Water
8688,Water,NULL,Water,NULL,Water,Forest,NULL,Forest
8689,Water,NULL,Water,NULL,Water,Forest,Grassland,Grassland
8690,Water,NULL,Water,Non_Water,Water,NULL,Grassland,Grassland
8691,Water,NULL,Water,Non_Water,Water,NULL,Grassland,Water
8692,Water,NULL,Water,Non_Water,Water,NULL,Water,Grassland
8693,Water,NULL,Water,Non_Water,Water,NULL,Water,Water
8694,Water,NULL,Water,Non_Water,Water,Grassland,NULL,Grassland
8695,Water,NULL,Water,Non_Water,Water,Grassland,Bareland,Grassland
8696,Water,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
8697,Water,NULL,Water,Non_Water,Water,Grassland,Water,Water
8698,Water,NULL,Water,Non_Water,Water,Wetland,NULL,Grassland
8699,Water,NULL,Water,Non_Water,Water,Wetland,Grassland,Forest
8700,Water,NULL,Water,Non_Water,Water,Water,NULL,Grassland
8701,Water,NULL,Water,Non_Water,Water,Water,NULL,Water
8702,Water,NULL,Water,Non_Water,Water,Water,NULL,Forest
8703,Water,NULL,Water,Non_Water,Water,Water,Grassland,Water
8704,Water,NULL,Water,Non_Water,Water,Water,Grassland,Forest
8705,Water,NULL,Water,Non_Water,Water,Water,Water,Grassland
8706,Water,NULL,Water,Non_Water,Water,Water,Water,Water
8707,Water,NULL,Water,Non_Water,Water,Water,Water,Forest
8708,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
8709,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
8710,Water,NULL,Water,Water,Water,NULL,NULL,Water
8711,Water,NULL,Water,Water,Water,NULL,NULL,Forest
8712,Water,NULL,Water,Water,Water,NULL,Grassland,Grassland
8713,Water,NULL,Water,Water,Water,NULL,Grassland,Bareland
8714,Water,NULL,Water,Water,Water,NULL,Grassland,Water
8715,Water,NULL,Water,Water,Water,NULL,Water,Grassland
8716,Water,NULL,Water,Water,Water,NULL,Water,Water
8717,Water,NULL,Water,Water,Water,NULL,Water,Forest
8718,Water,NULL,Water,Water,Water,Grassland,NULL,Wetland
8719,Water,NULL,Water,Water,Water,Grassland,Grassland,Grassland
8720,Water,NULL,Water,Water,Water,Grassland,Grassland,Water
8721,Water,NULL,Water,Water,Water,Grassland,Water,Grassland
8722,Water,NULL,Water,Water,Water,Grassland,Water,Water
8723,Water,NULL,Water,Water,Water,Wetland,NULL,Grassland
8724,Water,NULL,Water,Water,Water,Wetland,NULL,Wetland
8725,Water,NULL,Water,Water,Water,Wetland,Grassland,Grassland
8726,Water,NULL,Water,Water,Water,Wetland,Water,Water
8727,Water,NULL,Water,Water,Water,Wetland,Forest,Grassland
8728,Water,NULL,Water,Water,Water,Bareland,Bareland,Water
8729,Water,NULL,Water,Water,Water,Water,NULL,Grassland
8730,Water,NULL,Water,Water,Water,Water,NULL,Bareland
8731,Water,NULL,Water,Water,Water,Water,NULL,Water
8732,Water,NULL,Water,Water,Water,Water,Grassland,Water
8733,Water,NULL,Water,Water,Water,Water,Water,Grassland
8734,Water,NULL,Water,Water,Water,Water,Water,Wetland
8735,Water,NULL,Water,Water,Water,Water,Water,Water
8736,Water,NULL,Water,Water,Water,Water,Water,Forest
8737,Water,NULL,Water,Water,Water,Forest,NULL,Forest
8738,Water,NULL,Water,Water,Water,Forest,Water,Forest
8739,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8740,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8741,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8742,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
8743,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
8744,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
8745,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8746,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
8747,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
8748,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
8749,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
8750,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8751,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
8752,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8753,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
8754,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
8755,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
8756,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
8757,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
8758,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
8759,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Bareland
8760,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
8761,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
8762,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Bareland
8763,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
8764,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
8765,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
8766,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
8767,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
8768,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
8769,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
8770,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
8771,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
8772,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
8773,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
8774,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
8775,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
8776,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
8777,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8778,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
8779,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8780,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
8781,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8782,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
8783,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
8784,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
8785,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
8786,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8787,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
8788,Water,NULL,Forest,Water,Non_Wetland,Water,NULL,Water
8789,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
8790,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Water
8791,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
8792,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8793,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
8794,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
8795,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8796,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
8797,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
8798,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
8799,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Water
8800,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
8801,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
8802,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Cropland
8803,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Bareland
8804,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Water
8805,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Forest
8806,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
8807,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8808,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
8809,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Water
8810,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8811,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
8812,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Cropland
8813,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
8814,Water,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
8815,Water,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
8816,Water,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Water
8817,Water,Cropland,NULL,NULL,Non_Wetland,Cropland,Water,Cropland
8818,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
8819,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
8820,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
8821,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
8822,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8823,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
8824,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Water
8825,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Water
8826,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Grassland
8827,Water,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Water
8828,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
8829,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
8830,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8831,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Built-up,Water
8832,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
8833,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Cropland
8834,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Water
8835,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8836,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8837,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
8838,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
8839,Water,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8840,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
8841,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,Water,Water
8842,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
8843,Water,Cropland,NULL,Water,Non_Wetland,NULL,Grassland,Water
8844,Water,Cropland,NULL,Water,Non_Wetland,NULL,Water,Bareland
8845,Water,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Water
8846,Water,Cropland,NULL,Water,Non_Wetland,Grassland,Water,Grassland
8847,Water,Cropland,NULL,Water,Non_Wetland,Water,Grassland,Water
8848,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8849,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
8850,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
8851,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
8852,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8853,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8854,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
8855,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
8856,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
8857,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8858,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
8859,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
8860,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
8861,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Water
8862,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
8863,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
8864,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8865,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
8866,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
8867,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
8868,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8869,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8870,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
8871,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8872,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
8873,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
8874,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
8875,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
8876,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
8877,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
8878,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
8879,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
8880,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8881,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
8882,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Water,Grassland
8883,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Water,Cropland
8884,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
8885,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
8886,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
8887,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
8888,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8889,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
8890,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
8891,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
8892,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8893,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8894,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
8895,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
8896,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Water
8897,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
8898,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
8899,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
8900,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
8901,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Water
8902,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
8903,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
8904,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
8905,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
8906,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
8907,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8908,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
8909,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
8910,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
8911,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
8912,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
8913,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8914,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
8915,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Water
8916,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8917,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
8918,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8919,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
8920,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
8921,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Grassland
8922,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Cropland
8923,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8924,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
8925,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
8926,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8927,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
8928,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
8929,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
8930,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
8931,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
8932,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
8933,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
8934,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
8935,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
8936,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
8937,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
8938,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Water,Water
8939,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
8940,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
8941,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
8942,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
8943,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
8944,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
8945,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Bareland
8946,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
8947,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
8948,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Cropland
8949,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
8950,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Cropland
8951,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
8952,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
8953,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
8954,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Water
8955,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8956,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8957,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
8958,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8959,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8960,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
8961,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
8962,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
8963,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
8964,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
8965,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
8966,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
8967,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
8968,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8969,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
8970,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
8971,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8972,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8973,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
8974,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
8975,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
