Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MXT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MXT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MXT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MXT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MXT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MXT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MXT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MXT_M_R
363,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
364,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
365,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
366,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
367,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
368,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
369,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
370,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
371,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
372,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
373,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
374,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Bareland
375,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
376,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
377,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
378,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
379,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
380,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
381,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
382,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
383,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
384,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
385,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
386,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
387,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
388,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
389,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
390,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
391,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
392,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
393,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
394,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
395,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
396,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
397,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
398,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
399,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
400,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
401,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
402,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
403,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
404,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
405,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
406,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
407,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Water
408,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
409,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
410,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
411,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
412,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
413,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
414,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
415,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
416,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
417,Water,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
418,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
419,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
420,Water,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Water
421,Water,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
422,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
423,Water,Forest,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
424,Water,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
425,Water,Forest,Forest,Water,Non_Wetland,Water,NULL,Forest
426,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
427,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
428,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
429,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
430,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
431,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
432,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
433,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
434,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
435,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
436,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
437,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
438,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
439,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
440,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
441,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
442,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
443,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
444,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
445,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
446,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
447,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
448,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
449,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
450,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
451,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
452,Forest,NULL,Water,Water,Water,NULL,NULL,Water
453,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
454,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
455,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
456,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
457,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
458,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
459,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
460,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
461,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
462,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
463,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
464,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
465,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
466,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
467,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
468,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
469,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
470,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
471,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
472,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
473,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
474,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
475,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
476,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
477,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
478,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
479,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
480,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
481,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
482,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Wetland,Forest
483,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
484,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
485,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
486,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
487,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
488,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
489,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
490,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
491,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
492,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
493,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
494,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
495,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
496,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
497,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
498,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
499,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
500,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
501,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
502,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
503,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
504,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
505,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
506,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
507,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Water
508,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
509,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
510,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
511,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
512,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
513,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
514,Forest,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
515,Forest,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
516,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
517,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
518,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
519,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
520,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
521,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
522,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
523,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
524,Forest,Water,NULL,Water,Non_Wetland,Water,NULL,Water
525,Forest,Water,NULL,Water,Non_Wetland,Water,NULL,Forest
526,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
527,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
528,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
529,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
530,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
531,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
532,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
533,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
534,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
535,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
536,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
537,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
538,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
539,Forest,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
540,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Water
541,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
542,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
543,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
544,Forest,Water,Grassland,NULL,Non_Wetland,Water,NULL,Water
545,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
546,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
547,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
548,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
549,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Water
550,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
551,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
552,Forest,Water,Grassland,Water,Non_Wetland,Grassland,NULL,Water
553,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
554,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
555,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
556,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
557,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
558,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
559,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Water
560,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Forest
561,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
562,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
563,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
564,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
565,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
566,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
567,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
568,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
569,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
570,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
571,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
572,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
573,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
574,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
575,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
576,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
577,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
578,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
579,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
580,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
581,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Water
582,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
583,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
584,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
585,Forest,Water,Wetland,Water,Wetland,Grassland,NULL,Water
586,Forest,Water,Wetland,Water,Wetland,Water,NULL,Water
587,Forest,Water,Wetland,Water,Wetland,Water,NULL,Forest
588,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
589,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
590,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
591,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
592,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
593,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,NULL,Forest
594,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Forest
595,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,NULL,Water
596,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
597,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
598,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
599,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
600,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
601,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Water
602,Forest,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
603,Forest,Water,Bareland,NULL,Non_Wetland,Water,NULL,Forest
604,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
605,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
606,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
607,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
608,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
609,Forest,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
610,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
611,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
612,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
613,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
614,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Forest
615,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
616,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
617,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Forest
618,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
619,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
620,Forest,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
621,Forest,Water,Bareland,Water,Non_Wetland,Water,NULL,Forest
622,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
623,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
624,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
625,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
626,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
627,Forest,Water,Water,NULL,Water,NULL,NULL,Water
628,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
629,Forest,Water,Water,NULL,Water,NULL,Grassland,Forest
630,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
631,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
632,Forest,Water,Water,NULL,Water,NULL,Water,Water
633,Forest,Water,Water,NULL,Water,NULL,Water,Forest
634,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
635,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
636,Forest,Water,Water,NULL,Water,Bareland,Water,Water
637,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
638,Forest,Water,Water,NULL,Water,Water,NULL,Bareland
639,Forest,Water,Water,NULL,Water,Water,NULL,Water
640,Forest,Water,Water,NULL,Water,Water,NULL,Forest
641,Forest,Water,Water,NULL,Water,Water,Grassland,Forest
642,Forest,Water,Water,NULL,Water,Water,Wetland,Water
643,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
644,Forest,Water,Water,NULL,Water,Water,Water,Bareland
645,Forest,Water,Water,NULL,Water,Water,Water,Water
646,Forest,Water,Water,NULL,Water,Water,Water,Forest
647,Forest,Water,Water,NULL,Water,Water,Forest,Water
648,Forest,Water,Water,NULL,Water,Water,Forest,Forest
649,Forest,Water,Water,NULL,Water,Forest,NULL,Water
650,Forest,Water,Water,NULL,Water,Forest,NULL,Forest
651,Forest,Water,Water,NULL,Water,Forest,Water,Water
652,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
653,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
654,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
655,Forest,Water,Water,Non_Water,Water,Grassland,NULL,Forest
656,Forest,Water,Water,Non_Water,Water,Water,NULL,Water
657,Forest,Water,Water,Non_Water,Water,Water,NULL,Forest
658,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
659,Forest,Water,Water,Non_Water,Water,Water,Water,Water
660,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
661,Forest,Water,Water,Non_Water,Water,Forest,NULL,Water
662,Forest,Water,Water,Non_Water,Water,Forest,NULL,Forest
663,Forest,Water,Water,Water,Water,NULL,NULL,Water
664,Forest,Water,Water,Water,Water,NULL,NULL,Forest
665,Forest,Water,Water,Water,Water,NULL,Wetland,Water
666,Forest,Water,Water,Water,Water,NULL,Water,Forest
667,Forest,Water,Water,Water,Water,Grassland,NULL,Water
668,Forest,Water,Water,Water,Water,Grassland,Water,Forest
669,Forest,Water,Water,Water,Water,Bareland,Water,Water
670,Forest,Water,Water,Water,Water,Bareland,Water,Forest
671,Forest,Water,Water,Water,Water,Water,NULL,Water
672,Forest,Water,Water,Water,Water,Water,NULL,Forest
673,Forest,Water,Water,Water,Water,Water,Wetland,Water
674,Forest,Water,Water,Water,Water,Water,Wetland,Forest
675,Forest,Water,Water,Water,Water,Water,Water,Water
676,Forest,Water,Water,Water,Water,Water,Water,Forest
677,Forest,Water,Water,Water,Water,Water,Forest,Water
678,Forest,Water,Water,Water,Water,Water,Forest,Forest
679,Forest,Water,Water,Water,Water,Forest,NULL,Water
680,Forest,Water,Water,Water,Water,Forest,NULL,Forest
681,Forest,Water,Water,Water,Water,Forest,Water,Water
682,Forest,Water,Water,Water,Water,Forest,Forest,Water
683,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
684,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
685,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
686,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
687,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
688,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
689,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
690,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
691,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
692,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
693,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
694,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
695,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
696,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
697,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
698,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
699,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
700,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
701,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
702,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
703,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
704,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
705,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
706,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
707,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
708,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
709,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Bareland
710,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
711,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
712,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
713,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
714,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
715,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
716,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
717,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
718,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
719,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
720,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
721,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
722,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
723,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
724,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
725,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
726,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
727,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
728,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
729,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
730,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
731,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
732,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
733,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
734,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
735,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
736,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Water
737,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
738,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
739,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
740,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
