Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LHJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LHJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LHJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LHJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LHJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LHJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LHJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LHJ_M_R
1182,NULL,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Forest
1183,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1184,NULL,Built-up,Wetland,NULL,Wetland,Bareland,NULL,Grassland
1185,NULL,Built-up,Wetland,NULL,Wetland,Bareland,NULL,Bareland
1186,NULL,Built-up,Wetland,NULL,Wetland,Bareland,NULL,Built-up
1187,NULL,Built-up,Wetland,NULL,Wetland,Bareland,NULL,Forest
1188,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1189,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1190,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Forest
1191,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
1192,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Built-up
1193,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Forest
1194,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Water,Forest
1195,NULL,Built-up,Wetland,NULL,Wetland,Water,NULL,Bareland
1196,NULL,Built-up,Wetland,NULL,Wetland,Water,NULL,Water
1197,NULL,Built-up,Wetland,NULL,Wetland,Water,NULL,Forest
1198,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
1199,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
1200,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Grassland,Bareland
1201,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Built-up,Forest
1202,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
1203,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
1204,NULL,Built-up,Wetland,Water,Wetland,Grassland,NULL,Forest
1205,NULL,Built-up,Wetland,Water,Wetland,Bareland,NULL,Grassland
1206,NULL,Built-up,Wetland,Water,Wetland,Bareland,NULL,Bareland
1207,NULL,Built-up,Wetland,Water,Wetland,Bareland,NULL,Water
1208,NULL,Built-up,Wetland,Water,Wetland,Bareland,NULL,Forest
1209,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Grassland
1210,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Water
1211,NULL,Built-up,Wetland,Water,Wetland,Built-up,Grassland,Grassland
1212,NULL,Built-up,Wetland,Water,Wetland,Built-up,Water,Bareland
1213,NULL,Built-up,Wetland,Water,Wetland,Water,NULL,Grassland
1214,NULL,Built-up,Wetland,Water,Wetland,Water,NULL,Bareland
1215,NULL,Built-up,Wetland,Water,Wetland,Water,NULL,Water
1216,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Grassland
1217,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Bareland
1218,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1219,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1220,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1221,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1222,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Built-up,Forest
1223,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
1224,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1225,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Built-up,Built-up
1226,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
1227,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Built-up
1228,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1229,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Bareland,Forest
1230,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1231,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1232,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1233,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Forest
1234,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1235,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1236,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1237,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1238,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1239,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1240,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
1241,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1242,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1243,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1244,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1245,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1246,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1247,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1248,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1249,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1250,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1251,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
1252,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1253,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
1254,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
1255,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
1256,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
1257,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
1258,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1259,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
1260,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1261,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1262,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
1263,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1264,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1265,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1266,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1267,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1268,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1269,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1270,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1271,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1272,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
1273,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
1274,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1275,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1276,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
1277,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
1278,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
1279,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1280,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1281,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
1282,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1283,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Wetland
1284,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1285,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1286,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1287,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
1288,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Built-up
1289,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Forest
1290,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1291,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Built-up
1292,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Forest
1293,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1294,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
1295,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Built-up
1296,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
1297,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
1298,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,NULL,Grassland
1299,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,NULL,Built-up
1300,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
1301,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Grassland,Bareland
1302,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Grassland,Built-up
1303,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Grassland,Water
1304,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Grassland
1305,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
1306,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
1307,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
1308,NULL,Built-up,Water,NULL,Water,Grassland,NULL,Forest
1309,NULL,Built-up,Water,NULL,Water,Grassland,Water,Forest
1310,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Built-up
1311,NULL,Built-up,Water,Non_Water,Water,Grassland,NULL,Forest
1312,NULL,Built-up,Water,Non_Water,Water,Grassland,Water,Forest
1313,NULL,Built-up,Water,Non_Water,Water,Wetland,Built-up,Forest
1314,NULL,Built-up,Water,Non_Water,Water,Bareland,NULL,Forest
1315,NULL,Built-up,Water,Water,Water,Bareland,NULL,Bareland
1316,NULL,Built-up,Water,Water,Water,Built-up,Water,Grassland
1317,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1318,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1319,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1320,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1321,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1322,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1323,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
1324,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1325,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1326,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1327,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1328,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1329,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1330,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
1331,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1332,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1333,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
1334,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1335,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1336,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1337,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1338,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1339,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1340,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1341,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1342,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
1343,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1344,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
1345,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1346,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1347,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1348,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1349,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1350,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1351,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1352,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1353,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
1354,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1355,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
1356,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
1357,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
1358,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1359,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
1360,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1361,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
1362,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
1363,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Bareland
1364,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
1365,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1366,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
1367,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
1368,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Water,Grassland
1369,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Water,Forest
1370,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
1371,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
1372,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1373,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
1374,NULL,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1375,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1376,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1377,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1378,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1379,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1380,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1381,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1382,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
1383,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
1384,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1385,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1386,NULL,Water,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
1387,NULL,Water,Shrubland,Water,Non_Wetland,Water,NULL,Forest
1388,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
1389,NULL,Water,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
1390,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1391,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1392,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1393,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1394,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1395,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1396,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1397,NULL,Water,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
1398,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1399,NULL,Water,Grassland,Water,Non_Wetland,Water,NULL,Grassland
1400,NULL,Water,Grassland,Water,Non_Wetland,Water,NULL,Bareland
1401,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1402,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1403,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1404,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1405,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
1406,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
1407,NULL,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
1408,NULL,Water,Wetland,NULL,Wetland,Water,NULL,Bareland
1409,NULL,Water,Wetland,NULL,Wetland,Water,NULL,Forest
1410,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1411,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1412,NULL,Water,Wetland,Non_Water,Wetland,Water,NULL,Bareland
1413,NULL,Water,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
1414,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1415,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1416,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
1417,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1418,NULL,Water,Wetland,Water,Wetland,Wetland,NULL,Forest
1419,NULL,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
1420,NULL,Water,Wetland,Water,Wetland,Bareland,NULL,Grassland
1421,NULL,Water,Wetland,Water,Wetland,Bareland,NULL,Bareland
1422,NULL,Water,Wetland,Water,Wetland,Bareland,NULL,Water
1423,NULL,Water,Wetland,Water,Wetland,Bareland,NULL,Forest
1424,NULL,Water,Wetland,Water,Wetland,Bareland,Grassland,Grassland
1425,NULL,Water,Wetland,Water,Wetland,Built-up,Water,Bareland
1426,NULL,Water,Wetland,Water,Wetland,Water,NULL,Grassland
1427,NULL,Water,Wetland,Water,Wetland,Water,NULL,Bareland
1428,NULL,Water,Wetland,Water,Wetland,Water,NULL,Water
1429,NULL,Water,Wetland,Water,Wetland,Water,NULL,Forest
1430,NULL,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
1431,NULL,Water,Wetland,Water,Wetland,Water,Grassland,Bareland
1432,NULL,Water,Wetland,Water,Wetland,Water,Grassland,Water
1433,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
1434,NULL,Water,Wetland,Water,Wetland,Water,Water,Bareland
1435,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1436,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1437,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1438,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1439,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
1440,NULL,Water,Built-up,Water,Non_Wetland,Bareland,NULL,Grassland
1441,NULL,Water,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
1442,NULL,Water,Water,Water,Water,NULL,NULL,Water
1443,NULL,Water,Water,Water,Water,NULL,NULL,Forest
1444,NULL,Water,Water,Water,Water,Grassland,NULL,Forest
1445,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1446,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1447,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1448,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1449,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1450,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1451,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1452,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
1453,NULL,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
1454,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1455,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1456,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1457,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1458,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1459,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1460,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1461,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1462,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1463,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1464,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1465,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1466,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1467,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1468,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1469,NULL,Forest,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
1470,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1471,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1472,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1473,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1474,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1475,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1476,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1477,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1478,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
1479,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1480,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1481,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
1482,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1483,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1484,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1485,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1486,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
1487,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1488,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1489,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1490,NULL,Forest,Grassland,Water,Non_Wetland,Grassland,NULL,Forest
1491,NULL,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
1492,NULL,Forest,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
1493,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1494,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1495,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1496,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1497,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1498,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1499,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1500,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1501,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1502,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1503,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1504,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1505,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1506,NULL,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1507,NULL,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
1508,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1509,NULL,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
1510,NULL,Forest,Wetland,NULL,Wetland,Bareland,NULL,Forest
1511,NULL,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1512,NULL,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1513,NULL,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
1514,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
1515,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1516,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
