Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LNP_M_R
1161,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1162,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1163,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1164,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
1165,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
1166,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1167,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1168,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1169,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1170,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
1171,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1172,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1173,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
1174,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1175,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1176,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1177,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1178,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
1179,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1180,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
1181,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1182,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1183,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1184,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1185,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1186,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1187,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1188,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1189,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1190,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1191,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1192,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1193,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1194,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1195,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1196,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1197,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
1198,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1199,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1200,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1201,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1202,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1203,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1204,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1205,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1206,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1207,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1208,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1209,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1210,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1211,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1212,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1213,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1214,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1215,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1216,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1217,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
1218,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1219,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
1220,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1221,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1222,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
1223,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1224,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
1225,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1226,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1227,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
1228,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1229,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1230,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1231,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1232,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
1233,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
1234,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
1235,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1236,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Water,Grassland
1237,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Water,Forest
1238,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1239,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1240,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1241,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1242,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1243,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1244,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
1245,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Bareland
1246,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Forest
1247,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1248,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Built-up
1249,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1250,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1251,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Built-up
1252,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
1253,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Forest
1254,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
1255,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Built-up
1256,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Forest
1257,NULL,Built-up,Wetland,NULL,Wetland,Water,Grassland,Grassland
1258,NULL,Built-up,Wetland,NULL,Wetland,Water,Grassland,Forest
1259,NULL,Built-up,Wetland,NULL,Wetland,Water,Built-up,Grassland
1260,NULL,Built-up,Wetland,NULL,Wetland,Water,Built-up,Forest
1261,NULL,Built-up,Wetland,NULL,Wetland,Forest,Grassland,Forest
1262,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1263,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Built-up,Forest
1264,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Built-up,Built-up
1265,NULL,Built-up,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1266,NULL,Built-up,Wetland,Non_Water,Wetland,Water,Built-up,Forest
1267,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1268,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1269,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1270,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
1271,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1272,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1273,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1274,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1275,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1276,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Forest
1277,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
1278,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
1279,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1280,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
1281,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
1282,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1283,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1284,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1285,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1286,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1287,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1288,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1289,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
1290,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1291,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1292,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1293,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
1294,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
1295,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
1296,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
1297,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
1298,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1299,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1300,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1301,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
1302,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1303,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1304,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1305,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1306,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1307,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1308,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1309,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1310,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1311,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1312,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1313,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
1314,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1315,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1316,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
1317,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1318,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
1319,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1320,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1321,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
1322,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
1323,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1324,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
1325,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1326,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
1327,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1328,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1329,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
1330,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1331,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
1332,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1333,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1334,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1335,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
1336,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
1337,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
1338,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
1339,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Grassland
1340,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Forest
1341,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
1342,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
1343,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1344,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1345,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Grassland,Forest
1346,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1347,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
1348,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Forest
1349,NULL,Built-up,Water,NULL,Water,Grassland,Shrubland,Grassland
1350,NULL,Built-up,Water,NULL,Water,Grassland,Grassland,Grassland
1351,NULL,Built-up,Water,NULL,Water,Grassland,Grassland,Forest
1352,NULL,Built-up,Water,NULL,Water,Bareland,Grassland,Grassland
1353,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Forest
1354,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Built-up
1355,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
1356,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Bareland
1357,NULL,Built-up,Water,NULL,Water,Water,Grassland,Grassland
1358,NULL,Built-up,Water,NULL,Water,Water,Grassland,Forest
1359,NULL,Built-up,Water,Non_Water,Water,Grassland,Built-up,Forest
1360,NULL,Built-up,Water,Non_Water,Water,Built-up,Built-up,Water
1361,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Bareland
1362,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
1363,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1364,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1365,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1366,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1367,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1368,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1369,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1370,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1371,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
1372,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1373,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1374,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
1375,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1376,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1377,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1378,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1379,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1380,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1381,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
1382,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1383,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
1384,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
1385,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
1386,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1387,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1388,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
1389,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1390,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
1391,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1392,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
1393,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
1394,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
1395,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1396,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
1397,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
1398,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
1399,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
1400,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1401,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1402,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1403,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
1404,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1405,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Built-up,Built-up
1406,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1407,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1408,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1409,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1410,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
1411,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1412,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1413,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1414,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1415,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1416,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1417,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1418,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1419,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1420,NULL,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1421,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
1422,NULL,Water,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1423,NULL,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
1424,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1425,NULL,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
1426,NULL,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
1427,NULL,Water,NULL,Water,Non_Wetland,Bareland,Forest,Forest
1428,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1429,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1430,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1431,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1432,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1433,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1434,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1435,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1436,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1437,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1438,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1439,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1440,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1441,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1442,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1443,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1444,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Built-up
1445,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1446,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1447,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1448,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1449,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
1450,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1451,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Built-up
1452,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Water
1453,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1454,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
1455,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1456,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
1457,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
1458,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Water
1459,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1460,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1461,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1462,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1463,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1464,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1465,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1466,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1467,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1468,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1469,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
1470,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1471,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1472,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
1473,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
1474,NULL,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1475,NULL,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
1476,NULL,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1477,NULL,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1478,NULL,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
1479,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1480,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1481,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1482,NULL,Water,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1483,NULL,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
