Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KEF_M_R
11816,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
11817,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
11818,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
11819,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Water
11820,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
11821,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
11822,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
11823,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Cropland
11824,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
11825,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
11826,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11827,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
11828,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
11829,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
11830,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
11831,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
11832,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
11833,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
11834,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
11835,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
11836,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
11837,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
11838,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
11839,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
11840,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
11841,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
11842,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
11843,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
11844,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
11845,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
11846,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
11847,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
11848,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
11849,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
11850,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
11851,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
11852,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
11853,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11854,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
11855,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
11856,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Cropland
11857,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
11858,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
11859,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
11860,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
11861,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
11862,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
11863,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
11864,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
11865,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
11866,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Cropland
11867,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
11868,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
11869,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
11870,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
11871,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
11872,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
11873,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
11874,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
11875,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
11876,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Cropland
11877,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
11878,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
11879,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland,Cropland
11880,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
11881,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
11882,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
11883,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Cropland
11884,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Water
11885,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Forest
11886,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland,Water,Water
11887,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
11888,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Cropland
11889,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
11890,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
11891,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
11892,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
11893,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
11894,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
11895,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
11896,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Cropland
11897,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
11898,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
11899,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
11900,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Built-up,Cropland
11901,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
11902,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Cropland
11903,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
11904,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Water
11905,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
11906,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Forest,Water
11907,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
11908,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
11909,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
11910,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
11911,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
11912,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Cropland
11913,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Water
11914,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
11915,Water,Cropland,Shrubland,Water,Non_Wetland,Water,NULL,Water
11916,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Wetland,Water
11917,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Water
11918,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11919,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
11920,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
11921,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
11922,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
11923,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
11924,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
11925,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
11926,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
11927,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
11928,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
11929,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
11930,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
11931,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
11932,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
11933,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
11934,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
11935,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
11936,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Water
11937,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
11938,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
11939,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,NULL
11940,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
11941,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
11942,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
11943,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Water
11944,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
11945,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
11946,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
11947,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Water
11948,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
11949,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11950,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
11951,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11952,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11953,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
11954,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
11955,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
11956,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
11957,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
11958,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Water
11959,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
11960,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
11961,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
11962,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
11963,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
11964,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,Water,Water
11965,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,Water,Forest
11966,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
11967,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
11968,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
11969,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
11970,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
11971,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
11972,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
11973,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
11974,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
11975,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
11976,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
11977,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
11978,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
11979,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
11980,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
11981,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
11982,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Cropland
11983,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Bareland
11984,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Water
11985,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
11986,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
11987,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
11988,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
11989,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
11990,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
11991,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
11992,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
11993,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
11994,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11995,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
11996,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11997,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
11998,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
11999,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
12000,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
12001,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Wetland
12002,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
12003,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
12004,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
12005,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12006,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12007,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
12008,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
12009,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
12010,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
12011,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
12012,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
12013,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
12014,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Water
12015,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
12016,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
12017,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
12018,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
12019,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
12020,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
12021,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
12022,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12023,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
12024,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
12025,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
12026,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
12027,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Built-up
12028,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Water
12029,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Water
12030,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
12031,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Water
12032,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Water
12033,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
12034,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
12035,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Water
12036,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
12037,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
12038,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Water,Water
12039,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
12040,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12041,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
12042,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
12043,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
12044,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
12045,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
12046,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12047,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
12048,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
12049,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
12050,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
12051,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Water
12052,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
12053,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
12054,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
12055,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12056,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
12057,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12058,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
12059,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
12060,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
12061,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
12062,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
12063,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
12064,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Water
12065,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
12066,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Water
12067,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
12068,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
12069,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
12070,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
12071,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Water
12072,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
12073,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
12074,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Cropland
12075,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
12076,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
12077,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
12078,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
12079,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
12080,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
12081,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
12082,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
12083,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Cropland
12084,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
12085,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
12086,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
12087,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Cropland
12088,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
12089,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
12090,Water,Cropland,Cropland,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
12091,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
12092,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
12093,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
12094,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Water
12095,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
12096,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
12097,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
12098,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
12099,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
12100,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
12101,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Water
12102,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
12103,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
12104,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Wetland,Cropland
12105,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Wetland,Wetland
12106,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Wetland,Water
12107,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Wetland,Forest
12108,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Bareland,NULL
12109,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Bareland,Water
12110,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Built-up,Built-up
12111,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Grassland
12112,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Cropland
12113,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Water
12114,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Forest
12115,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
12116,Water,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
12117,Water,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Cropland
12118,Water,Cropland,Cropland,Water,Non_Wetland,Cropland,Wetland,Water
12119,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
12120,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,NULL,Cropland
12121,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,NULL,Water
12122,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,NULL,Forest
12123,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
12124,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Grassland,Cropland
12125,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
12126,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Wetland,Wetland
12127,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Wetland,Water
12128,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
12129,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
12130,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Water,Cropland
12131,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Water,Wetland
12132,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Water,Water
12133,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Water,Forest
12134,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
12135,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Cropland
12136,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Water
12137,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
12138,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Wetland,Bareland
12139,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
12140,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Cropland
12141,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
12142,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Water
12143,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Forest,Cropland
