Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LGH_M_R
10550,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
10551,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
10552,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
10553,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
10554,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
10555,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
10556,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
10557,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
10558,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
10559,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
10560,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
10561,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
10562,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
10563,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
10564,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
10565,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
10566,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
10567,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
10568,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10569,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10570,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10571,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
10572,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
10573,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
10574,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
10575,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
10576,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
10577,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
10578,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
10579,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
10580,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
10581,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10582,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
10583,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
10584,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
10585,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
10586,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
10587,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
10588,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
10589,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
10590,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
10591,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
10592,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
10593,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
10594,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
10595,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
10596,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
10597,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
10598,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
10599,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
10600,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
10601,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
10602,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
10603,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
10604,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
10605,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10606,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
10607,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
10608,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
10609,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
10610,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
10611,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
10612,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
10613,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
10614,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
10615,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
10616,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
10617,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
10618,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
10619,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Built-up
10620,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
10621,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
10622,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
10623,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
10624,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
10625,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
10626,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
10627,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
10628,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
10629,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
10630,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
10631,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
10632,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
10633,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
10634,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
10635,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
10636,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
10637,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Built-up,Grassland
10638,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
10639,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
10640,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
10641,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
10642,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
10643,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
10644,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
10645,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
10646,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
10647,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
10648,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
10649,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
10650,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
10651,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
10652,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
10653,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
10654,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
10655,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
10656,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
10657,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
10658,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
10659,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
10660,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10661,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10662,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10663,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
10664,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10665,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
10666,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
10667,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
10668,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
10669,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
10670,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
10671,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
10672,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
10673,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10674,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
10675,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
10676,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
10677,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
10678,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
10679,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
10680,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
10681,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
10682,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
10683,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
10684,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
10685,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
10686,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
10687,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Bareland
10688,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
10689,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
10690,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
10691,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
10692,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
10693,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
10694,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
10695,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
10696,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
10697,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
10698,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
10699,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
10700,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
10701,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10702,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
10703,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
10704,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
10705,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
10706,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
10707,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
10708,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
10709,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
10710,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
10711,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
10712,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
10713,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
10714,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
10715,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
10716,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
10717,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
10718,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Water
10719,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
10720,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
10721,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
10722,Bareland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
10723,Bareland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
10724,Bareland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
10725,Bareland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
10726,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
10727,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
10728,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
10729,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Water
10730,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
10731,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
10732,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
10733,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
10734,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
10735,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
10736,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
10737,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
10738,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
10739,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
10740,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
10741,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
10742,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
10743,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
10744,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
10745,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
10746,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
10747,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
10748,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
10749,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
10750,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
10751,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
10752,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
10753,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
10754,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
10755,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
10756,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
10757,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
10758,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
10759,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
10760,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
10761,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
10762,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
10763,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
10764,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
10765,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
10766,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10767,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
10768,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
10769,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10770,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10771,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
10772,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10773,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
10774,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10775,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
10776,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
10777,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
10778,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
10779,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
10780,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
10781,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
10782,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
10783,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
10784,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
10785,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
10786,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
10787,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
10788,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
10789,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
10790,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10791,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
10792,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
10793,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
10794,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
10795,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10796,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10797,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
10798,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
10799,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
10800,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
10801,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10802,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
10803,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
10804,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
10805,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
10806,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
10807,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
10808,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
10809,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
10810,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
10811,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
10812,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
10813,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
10814,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
10815,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
10816,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
10817,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
10818,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
10819,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
10820,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
10821,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
10822,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
10823,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
10824,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
10825,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
10826,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
10827,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
10828,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
10829,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
10830,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
10831,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
10832,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
10833,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10834,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
10835,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
10836,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
10837,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
10838,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
10839,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
10840,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10841,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
10842,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
10843,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
10844,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
10845,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
10846,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10847,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
10848,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
10849,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
10850,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
10851,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
10852,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
10853,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
10854,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
10855,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
10856,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
10857,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
10858,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
10859,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
10860,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
10861,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
10862,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
