Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LFM_M_R
16225,Water,Water,Water,Water,Water,Bareland,Water,Grassland
16226,Water,Water,Water,Water,Water,Bareland,Water,Wetland
16227,Water,Water,Water,Water,Water,Bareland,Water,Bareland
16228,Water,Water,Water,Water,Water,Bareland,Water,Built-up
16229,Water,Water,Water,Water,Water,Bareland,Water,Water
16230,Water,Water,Water,Water,Water,Bareland,Water,Forest
16231,Water,Water,Water,Water,Water,Bareland,Forest,Grassland
16232,Water,Water,Water,Water,Water,Bareland,Forest,Wetland
16233,Water,Water,Water,Water,Water,Bareland,Forest,Water
16234,Water,Water,Water,Water,Water,Bareland,Forest,Forest
16235,Water,Water,Water,Water,Water,Water,NULL,Grassland
16236,Water,Water,Water,Water,Water,Water,NULL,Wetland
16237,Water,Water,Water,Water,Water,Water,NULL,Water
16238,Water,Water,Water,Water,Water,Water,NULL,Forest
16239,Water,Water,Water,Water,Water,Water,Shrubland,Grassland
16240,Water,Water,Water,Water,Water,Water,Shrubland,Wetland
16241,Water,Water,Water,Water,Water,Water,Shrubland,Bareland
16242,Water,Water,Water,Water,Water,Water,Shrubland,Water
16243,Water,Water,Water,Water,Water,Water,Shrubland,Forest
16244,Water,Water,Water,Water,Water,Water,Grassland,Grassland
16245,Water,Water,Water,Water,Water,Water,Grassland,Wetland
16246,Water,Water,Water,Water,Water,Water,Grassland,Water
16247,Water,Water,Water,Water,Water,Water,Grassland,Forest
16248,Water,Water,Water,Water,Water,Water,Wetland,Wetland
16249,Water,Water,Water,Water,Water,Water,Wetland,Bareland
16250,Water,Water,Water,Water,Water,Water,Wetland,Water
16251,Water,Water,Water,Water,Water,Water,Wetland,Forest
16252,Water,Water,Water,Water,Water,Water,Bareland,Water
16253,Water,Water,Water,Water,Water,Water,Water,NULL
16254,Water,Water,Water,Water,Water,Water,Water,Grassland
16255,Water,Water,Water,Water,Water,Water,Water,Wetland
16256,Water,Water,Water,Water,Water,Water,Water,Bareland
16257,Water,Water,Water,Water,Water,Water,Water,Water
16258,Water,Water,Water,Water,Water,Water,Water,Forest
16259,Water,Water,Water,Water,Water,Water,Forest,Grassland
16260,Water,Water,Water,Water,Water,Water,Forest,Wetland
16261,Water,Water,Water,Water,Water,Water,Forest,Water
16262,Water,Water,Water,Water,Water,Water,Forest,Forest
16263,Water,Water,Water,Water,Water,Forest,NULL,Water
16264,Water,Water,Water,Water,Water,Forest,NULL,Forest
16265,Water,Water,Water,Water,Water,Forest,Shrubland,Water
16266,Water,Water,Water,Water,Water,Forest,Shrubland,Forest
16267,Water,Water,Water,Water,Water,Forest,Water,Wetland
16268,Water,Water,Water,Water,Water,Forest,Water,Water
16269,Water,Water,Water,Water,Water,Forest,Water,Forest
16270,Water,Water,Water,Water,Water,Forest,Forest,Water
16271,Water,Water,Water,Water,Water,Forest,Forest,Forest
16272,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
16273,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
16274,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
16275,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
16276,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
16277,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
16278,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
16279,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
16280,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
16281,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
16282,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
16283,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
16284,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,NULL
16285,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
16286,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
16287,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
16288,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
16289,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
16290,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
16291,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
16292,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
16293,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
16294,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
16295,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
16296,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16297,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16298,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
16299,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
16300,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
16301,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16302,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
16303,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16304,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
16305,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Water
16306,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
16307,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
16308,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
16309,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
16310,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Bareland
16311,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Water
16312,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
16313,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
16314,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
16315,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
16316,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Water
16317,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
16318,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
16319,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
16320,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
16321,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
16322,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
16323,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
16324,Water,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
16325,Water,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16326,Water,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
16327,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
16328,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
16329,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,NULL
16330,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
16331,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Bareland
16332,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
16333,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
16334,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
16335,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
16336,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
16337,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
16338,Water,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
16339,Water,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
16340,Water,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
16341,Water,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
16342,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
16343,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
16344,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
16345,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
16346,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
16347,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Built-up
16348,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
16349,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
16350,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
16351,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
16352,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
16353,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
16354,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
16355,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Water
16356,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
16357,Water,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
16358,Water,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
16359,Water,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
16360,Water,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
16361,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
16362,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
16363,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
16364,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
16365,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
16366,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
16367,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
16368,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
16369,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
16370,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
16371,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
16372,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
16373,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Built-up
16374,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
16375,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
16376,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
16377,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Wetland
16378,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
16379,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
16380,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
16381,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Wetland
16382,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
16383,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
16384,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
16385,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
16386,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
16387,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Bareland
16388,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
16389,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
16390,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,NULL
16391,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
16392,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
16393,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
16394,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
16395,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
16396,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
16397,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
16398,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
16399,Water,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
16400,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
16401,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
16402,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
16403,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
16404,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
16405,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,NULL
16406,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
16407,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
16408,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
16409,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
16410,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
16411,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
16412,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
16413,Water,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
16414,Water,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
16415,Water,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
16416,Water,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
16417,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
16418,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
16419,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
16420,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
16421,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
16422,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
16423,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
16424,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
16425,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
16426,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
16427,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
16428,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
16429,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
16430,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
16431,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Built-up
16432,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
16433,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
16434,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
16435,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
16436,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
16437,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
16438,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
16439,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
16440,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Water
16441,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
16442,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
16443,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
16444,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Water
16445,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
16446,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
16447,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
16448,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Water
16449,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
16450,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
16451,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
16452,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
16453,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Water
16454,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
16455,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
16456,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
16457,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
16458,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
16459,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
16460,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
16461,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
16462,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
16463,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Water
16464,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
16465,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
16466,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
16467,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
16468,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
16469,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
16470,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
16471,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Bareland
16472,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Built-up
16473,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
16474,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
16475,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Wetland
16476,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Water
16477,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
16478,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
16479,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
16480,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
16481,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
16482,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Wetland
16483,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Water
16484,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
16485,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
16486,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
16487,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
16488,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
16489,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
16490,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
16491,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
16492,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
16493,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
16494,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
16495,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Water
16496,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
16497,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
16498,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
16499,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
16500,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
16501,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
16502,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
16503,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
16504,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
16505,Water,Water,Forest,Water,Non_Wetland,NULL,Shrubland,Grassland
16506,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Grassland
16507,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
16508,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
16509,Water,Water,Forest,Water,Non_Wetland,Shrubland,NULL,NULL
16510,Water,Water,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
16511,Water,Water,Forest,Water,Non_Wetland,Shrubland,NULL,Water
16512,Water,Water,Forest,Water,Non_Wetland,Shrubland,NULL,Forest
16513,Water,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
16514,Water,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
16515,Water,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
16516,Water,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
16517,Water,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
16518,Water,Water,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
16519,Water,Water,Forest,Water,Non_Wetland,Shrubland,Grassland,Wetland
16520,Water,Water,Forest,Water,Non_Wetland,Shrubland,Grassland,Water
16521,Water,Water,Forest,Water,Non_Wetland,Shrubland,Grassland,Forest
16522,Water,Water,Forest,Water,Non_Wetland,Shrubland,Wetland,Grassland
16523,Water,Water,Forest,Water,Non_Wetland,Shrubland,Wetland,Wetland
16524,Water,Water,Forest,Water,Non_Wetland,Shrubland,Wetland,Water
16525,Water,Water,Forest,Water,Non_Wetland,Shrubland,Wetland,Forest
16526,Water,Water,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
16527,Water,Water,Forest,Water,Non_Wetland,Shrubland,Water,Wetland
16528,Water,Water,Forest,Water,Non_Wetland,Shrubland,Water,Built-up
16529,Water,Water,Forest,Water,Non_Wetland,Shrubland,Water,Water
16530,Water,Water,Forest,Water,Non_Wetland,Shrubland,Water,Forest
16531,Water,Water,Forest,Water,Non_Wetland,Shrubland,Forest,Water
16532,Water,Water,Forest,Water,Non_Wetland,Shrubland,Forest,Forest
16533,Water,Water,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
16534,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
16535,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
16536,Water,Water,Forest,Water,Non_Wetland,Wetland,Shrubland,Grassland
16537,Water,Water,Forest,Water,Non_Wetland,Wetland,Shrubland,Built-up
16538,Water,Water,Forest,Water,Non_Wetland,Wetland,Shrubland,Water
16539,Water,Water,Forest,Water,Non_Wetland,Wetland,Shrubland,Forest
16540,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
16541,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
16542,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
16543,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
16544,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Built-up
16545,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
16546,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
16547,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
16548,Water,Water,Forest,Water,Non_Wetland,Bareland,NULL,Grassland
16549,Water,Water,Forest,Water,Non_Wetland,Bareland,NULL,Water
16550,Water,Water,Forest,Water,Non_Wetland,Bareland,NULL,Forest
16551,Water,Water,Forest,Water,Non_Wetland,Bareland,Shrubland,Grassland
16552,Water,Water,Forest,Water,Non_Wetland,Bareland,Shrubland,Wetland
16553,Water,Water,Forest,Water,Non_Wetland,Bareland,Shrubland,Built-up
16554,Water,Water,Forest,Water,Non_Wetland,Bareland,Shrubland,Water
16555,Water,Water,Forest,Water,Non_Wetland,Bareland,Shrubland,Forest
16556,Water,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
16557,Water,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Wetland
16558,Water,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
16559,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Built-up
16560,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Grassland
16561,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Wetland
16562,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Built-up
16563,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
16564,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
16565,Water,Water,Forest,Water,Non_Wetland,Bareland,Forest,Water
16566,Water,Water,Forest,Water,Non_Wetland,Bareland,Forest,Forest
16567,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Grassland
16568,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Wetland
16569,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Water
16570,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
16571,Water,Water,Forest,Water,Non_Wetland,Water,Shrubland,Grassland
16572,Water,Water,Forest,Water,Non_Wetland,Water,Shrubland,Wetland
16573,Water,Water,Forest,Water,Non_Wetland,Water,Shrubland,Bareland
16574,Water,Water,Forest,Water,Non_Wetland,Water,Shrubland,Water
16575,Water,Water,Forest,Water,Non_Wetland,Water,Shrubland,Forest
16576,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Grassland
16577,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Wetland
16578,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
16579,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
16580,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
16581,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
16582,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
16583,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
16584,Water,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
16585,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
16586,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
16587,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Grassland
16588,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Wetland
16589,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
16590,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
