Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KUQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KUQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KUQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KUQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KUQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KUQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KUQ_M_R
690,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
691,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
692,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
693,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
694,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
695,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
696,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
697,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
698,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
699,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
700,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
701,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
702,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
703,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
704,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
705,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
706,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
707,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
708,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
709,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
710,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
711,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
712,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
713,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
714,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
715,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
716,Grassland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
717,Grassland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
718,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
719,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
720,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
721,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
722,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
723,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
724,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
725,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
726,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
727,Grassland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
728,Grassland,Built-up,Water,Non_Water,Water,NULL,NULL,Water
729,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
730,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
731,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
732,Grassland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
733,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
734,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
735,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
736,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
737,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
738,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
739,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
740,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
741,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
742,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
743,Grassland,Water,Water,Water,Water,NULL,NULL,Water
744,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
745,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
746,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
747,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
748,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
749,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
750,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
751,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
752,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
753,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
754,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
755,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
756,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
757,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
758,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
759,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
760,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
761,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
762,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
763,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
764,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
765,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
766,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
767,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
768,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
769,Grassland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
770,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
771,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
772,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
773,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
774,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
775,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
776,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
777,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
778,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
779,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
780,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
781,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
782,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
783,Grassland,Forest,Water,NULL,Water,NULL,NULL,Wetland
784,Grassland,Forest,Water,NULL,Water,NULL,NULL,Water
785,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
786,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
787,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
788,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
789,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
790,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
791,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
792,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
793,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
794,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
795,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
796,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
797,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
798,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
799,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
800,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
801,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
802,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
803,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
804,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
805,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
806,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
807,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
808,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
809,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
810,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
811,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
812,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
813,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
814,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
815,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
816,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
817,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
818,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
819,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
820,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
821,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
822,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
823,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
824,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
825,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
826,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
827,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
828,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
829,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
830,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
831,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
832,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
833,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
834,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
835,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
836,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
837,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
838,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
839,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
840,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
841,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
842,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
843,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
844,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
845,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
846,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
847,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
848,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
849,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
850,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
851,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
852,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
853,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
854,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
855,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
856,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
857,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
858,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
859,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
860,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
861,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
862,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
863,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
864,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
865,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
866,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
867,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
868,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
869,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
870,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
871,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
872,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
873,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
874,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
875,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
876,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
877,Cropland,NULL,Water,NULL,Water,NULL,NULL,NULL
878,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
879,Cropland,NULL,Water,NULL,Water,NULL,NULL,Cropland
880,Cropland,NULL,Water,NULL,Water,NULL,NULL,Wetland
881,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
882,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
883,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
884,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
885,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
886,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
887,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
888,Cropland,NULL,Water,Water,Water,NULL,NULL,NULL
889,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
890,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
891,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
892,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
893,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
894,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
895,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
896,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
897,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
898,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
899,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
900,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
901,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
902,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
903,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
904,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
905,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
906,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
907,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
908,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
909,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
910,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
911,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
912,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
913,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
914,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
915,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
916,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
917,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
918,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
919,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
920,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
921,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
922,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
923,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
924,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
925,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
926,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
927,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
928,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
929,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
930,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
931,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
932,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
933,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
934,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
935,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
936,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
937,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
938,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
939,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
940,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
941,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
942,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
943,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
944,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
945,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
946,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
947,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
948,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
949,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
950,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
951,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
952,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
953,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
954,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
955,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
956,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
957,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
958,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
959,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
960,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
961,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
962,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
963,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
964,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
965,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
966,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
967,Cropland,Cropland,Water,NULL,Water,NULL,NULL,NULL
968,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
969,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
970,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
971,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
972,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
973,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
974,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
975,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
976,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
977,Cropland,Cropland,Water,Water,Water,NULL,NULL,Forest
978,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
979,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
980,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
981,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
982,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
983,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
984,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
985,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
986,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
987,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
988,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
989,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
990,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
991,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
992,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
993,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
994,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
995,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
996,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
997,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
998,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
999,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1000,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1001,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1002,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1003,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1004,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
1005,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1006,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1007,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1008,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1009,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1010,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1011,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1012,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1013,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
1014,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1015,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1016,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1017,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1018,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Forest
1019,Cropland,Built-up,Water,Non_Water,Water,NULL,NULL,Water
1020,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1021,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1022,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1023,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1024,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1025,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1026,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1027,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1028,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1029,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1030,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1031,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1032,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1033,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1034,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1035,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
