Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MDD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MDD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MDD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MDD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MDD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MDD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MDD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MDD_M_R
1068,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Wetland
1069,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1070,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
1071,Grassland,NULL,Water,Water,Water,NULL,Water,Grassland
1072,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Wetland
1073,Grassland,NULL,Water,Water,Water,Grassland,Water,Grassland
1074,Grassland,NULL,Water,Water,Water,Grassland,Water,Wetland
1075,Grassland,NULL,Water,Water,Water,Grassland,Water,Water
1076,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1077,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1078,Grassland,NULL,Water,Water,Water,Wetland,Water,Grassland
1079,Grassland,NULL,Water,Water,Water,Wetland,Water,Wetland
1080,Grassland,NULL,Water,Water,Water,Wetland,Water,Water
1081,Grassland,NULL,Water,Water,Water,Wetland,Water,Forest
1082,Grassland,NULL,Water,Water,Water,Water,Water,Wetland
1083,Grassland,NULL,Water,Water,Water,Water,Water,Water
1084,Grassland,NULL,Water,Water,Water,Forest,Water,Forest
1085,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1086,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1087,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1088,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1089,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1090,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1091,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1092,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1093,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1094,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1095,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
1096,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1097,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1098,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1099,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1100,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1101,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1102,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1103,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1104,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
1105,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1106,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1107,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1108,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1109,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1110,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1111,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1112,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1113,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1114,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1115,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1116,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1117,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1118,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1119,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1120,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1121,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1122,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1123,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1124,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1125,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1126,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1127,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1128,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1129,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
1130,Grassland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1131,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
1132,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1133,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1134,Grassland,Wetland,Wetland,Water,Wetland,NULL,Water,Wetland
1135,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1136,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
1137,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
1138,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
1139,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1140,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1141,Grassland,Wetland,Water,Water,Water,NULL,Water,Wetland
1142,Grassland,Wetland,Water,Water,Water,Grassland,Water,Wetland
1143,Grassland,Wetland,Water,Water,Water,Grassland,Water,Water
1144,Grassland,Wetland,Water,Water,Water,Grassland,Water,Forest
1145,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1146,Grassland,Wetland,Water,Water,Water,Wetland,Water,Grassland
1147,Grassland,Wetland,Water,Water,Water,Wetland,Water,Wetland
1148,Grassland,Wetland,Water,Water,Water,Wetland,Water,Water
1149,Grassland,Wetland,Water,Water,Water,Wetland,Water,Forest
1150,Grassland,Wetland,Water,Water,Water,Water,Water,Forest
1151,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1152,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1153,Grassland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1154,Grassland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1155,Grassland,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
1156,Grassland,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
1157,Grassland,Water,Wetland,NULL,Wetland,Grassland,Water,Water
1158,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1159,Grassland,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1160,Grassland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1161,Grassland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1162,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
1163,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1164,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
1165,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1166,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1167,Grassland,Water,Wetland,Non_Water,Wetland,Built-up,Wetland,Wetland
1168,Grassland,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
1169,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Water
1170,Grassland,Water,Wetland,Water,Wetland,Built-up,Wetland,Built-up
1171,Grassland,Water,Built-up,Water,Non_Wetland,Built-up,Wetland,Wetland
1172,Grassland,Water,Water,Non_Water,Water,Wetland,Water,Wetland
1173,Grassland,Water,Water,Water,Water,Grassland,Water,Wetland
1174,Grassland,Water,Water,Water,Water,Grassland,Forest,Forest
1175,Grassland,Water,Water,Water,Water,Wetland,Water,Water
1176,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
1177,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1178,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
1179,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1180,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1181,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1182,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1183,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1184,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1185,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1186,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
1187,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1188,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1189,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1190,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1191,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1192,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1193,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1194,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1195,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1196,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1197,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1198,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1199,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1200,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1201,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1202,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1203,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1204,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1205,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1206,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1207,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1208,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1209,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1210,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1211,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1212,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1213,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
1214,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1215,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Wetland
1216,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1217,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1218,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1219,Grassland,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
1220,Grassland,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1221,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1222,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1223,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1224,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1225,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1226,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1227,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1228,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1229,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Wetland
1230,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1231,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1232,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1233,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1234,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1235,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1236,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
1237,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1238,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1239,Grassland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1240,Grassland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1241,Grassland,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
1242,Grassland,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1243,Grassland,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1244,Grassland,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
1245,Grassland,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1246,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1247,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
1248,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1249,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Water,Wetland
1250,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
1251,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
1252,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1253,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1254,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1255,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
1256,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1257,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
1258,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
1259,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
1260,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1261,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1262,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1263,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1264,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1265,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
1266,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1267,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
1268,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
1269,Grassland,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1270,Grassland,Forest,Wetland,Water,Wetland,NULL,Water,Wetland
1271,Grassland,Forest,Wetland,Water,Wetland,NULL,Water,Water
1272,Grassland,Forest,Wetland,Water,Wetland,Grassland,Grassland,Wetland
1273,Grassland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1274,Grassland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
1275,Grassland,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
1276,Grassland,Forest,Wetland,Water,Wetland,Grassland,Water,Wetland
1277,Grassland,Forest,Wetland,Water,Wetland,Wetland,Grassland,Wetland
1278,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1279,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
1280,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1281,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
1282,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Water
1283,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
1284,Grassland,Forest,Wetland,Water,Wetland,Water,Water,Wetland
1285,Grassland,Forest,Wetland,Water,Wetland,Water,Water,Water
1286,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1287,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1288,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1289,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1290,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1291,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1292,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1293,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1294,Grassland,Forest,Water,Non_Water,Water,Grassland,Water,Wetland
1295,Grassland,Forest,Water,Non_Water,Water,Wetland,Water,Wetland
1296,Grassland,Forest,Water,Non_Water,Water,Forest,Water,Wetland
1297,Grassland,Forest,Water,Water,Water,NULL,Water,Wetland
1298,Grassland,Forest,Water,Water,Water,NULL,Water,Water
1299,Grassland,Forest,Water,Water,Water,Grassland,Water,Grassland
1300,Grassland,Forest,Water,Water,Water,Grassland,Water,Wetland
1301,Grassland,Forest,Water,Water,Water,Grassland,Water,Water
1302,Grassland,Forest,Water,Water,Water,Wetland,Water,Wetland
1303,Grassland,Forest,Water,Water,Water,Wetland,Water,Water
1304,Grassland,Forest,Water,Water,Water,Water,Wetland,Grassland
1305,Grassland,Forest,Water,Water,Water,Water,Water,Water
1306,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1307,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1308,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1309,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1310,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1311,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1312,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1313,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1314,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1315,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1316,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1317,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1318,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1319,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1320,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1321,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1322,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1323,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1324,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
1325,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1326,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1327,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
1328,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1329,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1330,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1331,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
1332,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1333,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1334,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1335,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
1336,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1337,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
1338,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1339,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1340,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1341,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1342,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1343,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1344,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1345,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1346,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1347,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1348,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1349,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1350,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1351,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1352,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1353,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1354,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1355,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1356,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1357,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1358,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1359,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
1360,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1361,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1362,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
1363,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1364,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1365,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1366,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1367,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1368,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1369,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1370,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1371,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1372,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1373,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1374,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1375,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1376,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1377,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1378,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1379,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1380,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1381,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1382,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1383,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1384,Cropland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1385,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1386,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1387,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1388,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Cropland
1389,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1390,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1391,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
1392,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1393,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1394,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1395,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1396,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1397,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1398,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1399,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1400,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1401,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1402,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1403,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
