Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MHE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MHE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MHE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MHE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MHE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MHE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MHE_M_R
941,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
942,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
943,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
944,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
945,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
946,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
947,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
948,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
949,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
950,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
951,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
952,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
953,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Wetland,NULL
954,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
955,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,NULL
956,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
957,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Water,NULL
958,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Forest,NULL
959,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,NULL
960,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
961,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
962,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
963,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
964,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
965,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
966,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
967,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,NULL
968,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
969,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
970,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
971,Grassland,Bareland,Wetland,NULL,NULL,Water,Water,NULL
972,Grassland,Bareland,Water,NULL,NULL,Water,Water,NULL
973,Grassland,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
974,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
975,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
976,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
977,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
978,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
979,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
980,Grassland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
981,Grassland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,NULL
982,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
983,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
984,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
985,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
986,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,NULL
987,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
988,Grassland,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
989,Grassland,Built-up,Wetland,NULL,Wetland,Grassland,Water,NULL
990,Grassland,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,NULL
991,Grassland,Built-up,Bareland,NULL,Non_Wetland,Wetland,Bareland,NULL
992,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
993,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
994,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
995,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
996,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Water,NULL
997,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
998,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
999,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
1000,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
1001,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
1002,Grassland,Water,Wetland,NULL,NULL,Water,Water,NULL
1003,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1004,Grassland,Water,Wetland,NULL,Wetland,NULL,Wetland,NULL
1005,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1006,Grassland,Water,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1007,Grassland,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
1008,Grassland,Water,Wetland,NULL,Wetland,Water,Water,NULL
1009,Grassland,Water,Water,NULL,NULL,Water,Water,NULL
1010,Grassland,Water,Water,NULL,Water,Water,Water,NULL
1011,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1012,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1013,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1014,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
1015,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1016,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1017,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
1018,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1019,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1020,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1021,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
1022,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
1023,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
1024,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
1025,Grassland,Forest,Wetland,NULL,Wetland,NULL,Grassland,NULL
1026,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
1027,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1028,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1029,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Water,NULL
1030,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
1031,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1032,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1033,Grassland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1034,Grassland,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
1035,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
1036,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
1037,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1038,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1039,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1040,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1041,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1042,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1043,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1044,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1045,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1046,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
1047,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1048,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1049,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
1050,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1051,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
1052,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1053,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1054,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
1055,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1056,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
1057,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
1058,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
1059,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
1060,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
1061,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
1062,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
1063,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
1064,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
1065,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
1066,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1067,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1068,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1069,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
1070,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1071,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
1072,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1073,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1074,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
1075,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,NULL
1076,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1077,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
1078,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1079,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1080,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1081,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
1082,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
1083,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
1084,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
1085,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
1086,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1087,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1088,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
1089,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
1090,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
1091,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
1092,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1093,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1094,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
1095,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
1096,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1097,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
1098,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
1099,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1100,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1101,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Built-up,NULL
1102,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
1103,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
1104,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
1105,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
1106,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
1107,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
1108,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
1109,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
1110,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,NULL
1111,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,NULL
1112,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
1113,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,NULL
1114,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
1115,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
1116,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
1117,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
1118,Cropland,NULL,Wetland,NULL,NULL,Grassland,Built-up,NULL
1119,Cropland,NULL,Wetland,NULL,NULL,Bareland,Built-up,NULL
1120,Cropland,NULL,Wetland,NULL,NULL,Bareland,Water,NULL
1121,Cropland,NULL,Wetland,NULL,NULL,Built-up,Built-up,NULL
1122,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1123,Cropland,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
1124,Cropland,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
1125,Cropland,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
1126,Cropland,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
1127,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1128,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1129,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,NULL
1130,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Built-up,NULL
1131,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
1132,Cropland,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
1133,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1134,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1135,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,NULL
1136,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
1137,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
1138,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,NULL
1139,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1140,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Water,NULL
1141,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Forest,NULL
1142,Cropland,NULL,Wetland,NULL,Wetland,Built-up,Built-up,NULL
1143,Cropland,NULL,Wetland,NULL,Wetland,Built-up,Water,NULL
1144,Cropland,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
1145,Cropland,NULL,Wetland,NULL,Wetland,Water,Water,NULL
1146,Cropland,NULL,Wetland,NULL,Wetland,Water,Forest,NULL
1147,Cropland,NULL,Wetland,NULL,Wetland,Forest,NULL,NULL
1148,Cropland,NULL,Wetland,NULL,Wetland,Forest,Grassland,NULL
1149,Cropland,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
1150,Cropland,NULL,Wetland,NULL,Wetland,Forest,Built-up,NULL
1151,Cropland,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
1152,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
1153,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
1154,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
1155,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
1156,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
1157,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,NULL
1158,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up,Grassland,NULL
1159,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,NULL
1160,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest,Built-up,NULL
1161,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
1162,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
1163,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
1164,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
1165,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
1166,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
1167,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
1168,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
1169,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
1170,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
1171,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
1172,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
1173,Cropland,NULL,Water,NULL,NULL,Built-up,Built-up,NULL
1174,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1175,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1176,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1177,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1178,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1179,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1180,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1181,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
1182,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
1183,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1184,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
1185,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1186,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1187,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1188,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
1189,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1190,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
1191,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
1192,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
1193,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
1194,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
1195,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,NULL
1196,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,NULL
1197,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
1198,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
1199,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1200,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1201,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Built-up,NULL
1202,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1203,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
1204,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1205,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1206,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1207,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1208,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
1209,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
1210,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
1211,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1212,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1213,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Water,NULL
1214,Cropland,Cropland,Wetland,NULL,Wetland,Water,Water,NULL
1215,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1216,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1217,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1218,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1219,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1220,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1221,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
1222,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1223,Cropland,Wetland,Wetland,NULL,NULL,Grassland,Wetland,NULL
1224,Cropland,Wetland,Wetland,NULL,NULL,Wetland,Water,NULL
1225,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
1226,Cropland,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
1227,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
1228,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
1229,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1230,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1231,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
1232,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1233,Cropland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1234,Cropland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
1235,Cropland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,NULL
1236,Cropland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
1237,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
1238,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
1239,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
1240,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
1241,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
1242,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
1243,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,NULL
1244,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,NULL
1245,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
1246,Cropland,Built-up,Wetland,NULL,NULL,Grassland,Bareland,NULL
1247,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
1248,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
1249,Cropland,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
1250,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
1251,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
1252,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1253,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1254,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1255,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1256,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1257,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
1258,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1259,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
1260,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
1261,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
1262,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
1263,Cropland,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,NULL
1264,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
1265,Cropland,Water,Wetland,NULL,NULL,Grassland,Bareland,NULL
1266,Cropland,Water,Wetland,NULL,NULL,Wetland,Water,NULL
1267,Cropland,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
1268,Cropland,Water,Built-up,NULL,Non_Wetland,Wetland,Built-up,NULL
1269,Cropland,Water,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
1270,Cropland,Water,Water,NULL,NULL,Water,Built-up,NULL
