Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LNM_M_R
1502,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1503,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1504,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
1505,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
1506,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1507,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1508,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
1509,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1510,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Bareland
1511,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1512,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
1513,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1514,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1515,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1516,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1517,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
1518,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1519,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1520,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1521,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1522,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1523,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1524,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1525,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1526,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1527,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Built-up
1528,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1529,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1530,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1531,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1532,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1533,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1534,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
1535,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1536,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1537,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1538,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1539,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1540,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
1541,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1542,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
1543,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1544,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1545,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1546,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1547,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1548,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1549,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1550,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1551,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1552,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1553,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1554,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1555,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1556,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1557,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1558,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1559,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1560,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
1561,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1562,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1563,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
1564,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1565,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1566,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1567,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
1568,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1569,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1570,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
1571,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1572,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1573,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1574,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1575,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
1576,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1577,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1578,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1579,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1580,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Forest
1581,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Grassland
1582,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Forest
1583,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1584,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1585,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
1586,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1587,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1588,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1589,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
1590,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1591,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1592,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1593,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1594,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1595,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
1596,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1597,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1598,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1599,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
1600,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1601,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1602,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1603,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
1604,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Bareland
1605,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
1606,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
1607,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
1608,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
1609,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
1610,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Bareland
1611,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
1612,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
1613,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
1614,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1615,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1616,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1617,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1618,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
1619,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1620,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1621,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1622,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1623,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1624,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1625,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1626,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1627,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1628,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1629,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
1630,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
1631,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
1632,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
1633,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1634,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1635,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
1636,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1637,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1638,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
1639,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1640,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
1641,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1642,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1643,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1644,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
1645,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
1646,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
1647,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
1648,NULL,Built-up,Water,NULL,Water,Grassland,Built-up,Grassland
1649,NULL,Built-up,Water,Water,Water,Bareland,Water,Grassland
1650,NULL,Built-up,Water,Water,Water,Bareland,Water,Water
1651,NULL,Built-up,Water,Water,Water,Built-up,Grassland,Forest
1652,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1653,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1654,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1655,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1656,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1657,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1658,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1659,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1660,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1661,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1662,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
1663,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1664,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1665,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1666,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1667,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
1668,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1669,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1670,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1671,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
1672,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1673,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
1674,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
1675,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
1676,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1677,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1678,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
1679,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
1680,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
1681,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1682,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
1683,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
1684,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1685,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1686,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1687,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1688,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1689,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1690,NULL,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1691,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1692,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1693,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1694,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1695,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1696,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1697,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1698,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1699,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1700,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1701,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1702,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1703,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1704,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1705,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1706,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1707,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
1708,NULL,Water,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
1709,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1710,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
1711,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1712,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
1713,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
1714,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
1715,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1716,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1717,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1718,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
1719,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
1720,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
1721,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
1722,NULL,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1723,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1724,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1725,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1726,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1727,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1728,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1729,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1730,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1731,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1732,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1733,NULL,Water,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1734,NULL,Water,Grassland,NULL,Non_Wetland,Water,Shrubland,Grassland
1735,NULL,Water,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1736,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1737,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1738,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1739,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1740,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
1741,NULL,Water,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1742,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1743,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
1744,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1745,NULL,Water,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1746,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1747,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1748,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1749,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1750,NULL,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1751,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1752,NULL,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
1753,NULL,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
1754,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1755,NULL,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1756,NULL,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
1757,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
1758,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1759,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1760,NULL,Water,Built-up,NULL,Non_Wetland,Water,Shrubland,Bareland
1761,NULL,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
1762,NULL,Water,Water,NULL,Water,Shrubland,Grassland,Grassland
1763,NULL,Water,Water,NULL,Water,Grassland,Grassland,Grassland
1764,NULL,Water,Water,NULL,Water,Grassland,Grassland,Forest
1765,NULL,Water,Water,NULL,Water,Grassland,Wetland,Forest
1766,NULL,Water,Water,NULL,Water,Grassland,Water,Grassland
1767,NULL,Water,Water,NULL,Water,Wetland,Shrubland,Forest
1768,NULL,Water,Water,NULL,Water,Water,Grassland,Grassland
1769,NULL,Water,Water,NULL,Water,Water,Water,Grassland
1770,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1771,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1772,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1773,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1774,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1775,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1776,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1777,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1778,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1779,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1780,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1781,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1782,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1783,NULL,Water,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1784,NULL,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1785,NULL,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1786,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1787,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1788,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1789,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1790,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1791,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1792,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1793,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1794,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1795,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1796,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1797,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1798,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1799,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1800,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1801,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1802,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1803,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1804,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1805,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1806,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1807,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1808,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1809,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1810,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1811,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1812,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1813,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1814,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1815,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1816,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1817,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1818,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1819,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
1820,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1821,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1822,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1823,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1824,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1825,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
