Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LRH_M_R
8118,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
8119,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
8120,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
8121,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8122,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8123,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
8124,Bareland,Cropland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
8125,Bareland,Cropland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
8126,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
8127,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8128,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
8129,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8130,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8131,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8132,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8133,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8134,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8135,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
8136,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
8137,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8138,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
8139,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
8140,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8141,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8142,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8143,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8144,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
8145,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
8146,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8147,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
8148,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8149,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8150,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
8151,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8152,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8153,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
8154,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8155,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
8156,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
8157,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
8158,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8159,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
8160,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
8161,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
8162,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8163,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8164,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
8165,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
8166,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
8167,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
8168,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
8169,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
8170,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
8171,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8172,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
8173,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
8174,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
8175,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8176,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
8177,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
8178,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
8179,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
8180,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
8181,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
8182,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8183,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8184,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
8185,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
8186,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
8187,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8188,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8189,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
8190,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8191,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
8192,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
8193,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8194,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
8195,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
8196,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8197,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
8198,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
8199,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8200,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
8201,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
8202,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
8203,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
8204,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
8205,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
8206,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8207,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8208,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8209,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
8210,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
8211,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
8212,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
8213,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8214,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
8215,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8216,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8217,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8218,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
8219,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
8220,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
8221,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
8222,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Cropland
8223,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
8224,Bareland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
8225,Bareland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
8226,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
8227,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
8228,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
8229,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
8230,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
8231,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
8232,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
8233,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8234,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
8235,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8236,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8237,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
8238,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8239,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
8240,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
8241,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
8242,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8243,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
8244,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
8245,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
8246,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8247,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8248,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
8249,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
8250,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
8251,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8252,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8253,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
8254,Bareland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
8255,Bareland,Cropland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
8256,Bareland,Cropland,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
8257,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8258,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
8259,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
8260,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Forest
8261,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8262,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8263,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8264,Bareland,Cropland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
8265,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
8266,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8267,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8268,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
8269,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8270,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8271,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
8272,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8273,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8274,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8275,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
8276,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
8277,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8278,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
8279,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
8280,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
8281,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8282,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8283,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
8284,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
8285,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8286,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
8287,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8288,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8289,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
8290,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8291,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
8292,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
8293,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8294,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
8295,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
8296,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
8297,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8298,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
8299,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
8300,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
8301,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
8302,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
8303,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
8304,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
8305,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
8306,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
8307,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8308,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
8309,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Wetland
8310,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
8311,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
8312,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
8313,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
8314,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
8315,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8316,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
8317,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8318,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
8319,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
8320,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
8321,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
8322,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8323,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8324,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
8325,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8326,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
8327,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8328,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8329,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
8330,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8331,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
8332,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
8333,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8334,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
8335,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
8336,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8337,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Wetland
8338,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
8339,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8340,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8341,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
8342,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
8343,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
8344,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water,Wetland,Cropland
8345,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
8346,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
8347,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
8348,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
8349,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
8350,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
8351,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8352,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
8353,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8354,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
8355,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Bareland
8356,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
8357,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
8358,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8359,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
8360,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8361,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8362,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8363,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
8364,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
8365,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
8366,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
8367,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Wetland,Cropland
8368,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
8369,Bareland,Cropland,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
8370,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
8371,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
8372,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
8373,Bareland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
8374,Bareland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
8375,Bareland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
8376,Bareland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
8377,Bareland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
8378,Bareland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
8379,Bareland,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
8380,Bareland,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
8381,Bareland,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Forest
8382,Bareland,Cropland,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
8383,Bareland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
8384,Bareland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
8385,Bareland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
8386,Bareland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
8387,Bareland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
8388,Bareland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
8389,Bareland,Cropland,Wetland,NULL,Wetland,Water,NULL,Grassland
8390,Bareland,Cropland,Wetland,NULL,Wetland,Water,Wetland,Grassland
8391,Bareland,Cropland,Wetland,NULL,Wetland,Water,Wetland,Wetland
8392,Bareland,Cropland,Wetland,NULL,Wetland,Water,Water,Water
8393,Bareland,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
8394,Bareland,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
8395,Bareland,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
8396,Bareland,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
8397,Bareland,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
8398,Bareland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
8399,Bareland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
8400,Bareland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
8401,Bareland,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Grassland
8402,Bareland,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
8403,Bareland,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
8404,Bareland,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Water
8405,Bareland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Water
8406,Bareland,Cropland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
8407,Bareland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
8408,Bareland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
8409,Bareland,Cropland,Wetland,Water,Wetland,Bareland,Grassland,Bareland
8410,Bareland,Cropland,Wetland,Water,Wetland,Bareland,Water,Water
8411,Bareland,Cropland,Wetland,Water,Wetland,Water,Wetland,Grassland
8412,Bareland,Cropland,Wetland,Water,Wetland,Water,Wetland,Wetland
8413,Bareland,Cropland,Wetland,Water,Wetland,Water,Wetland,Water
8414,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
8415,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
8416,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
8417,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
8418,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Bareland
8419,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8420,Bareland,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Bareland
8421,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
8422,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
8423,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
8424,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
