Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MLS_M_R
1722,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1723,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1724,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1725,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1726,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1727,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1728,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1729,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1730,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1731,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1732,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1733,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1734,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1735,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1736,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1737,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1738,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1739,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1740,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1741,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1742,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1743,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1744,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1745,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1746,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1747,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1748,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1749,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1750,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1751,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1752,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1753,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
1754,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1755,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1756,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1757,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1758,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1759,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1760,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1761,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1762,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1763,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1764,Grassland,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1765,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1766,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1767,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1768,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1769,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1770,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1771,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1772,Grassland,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1773,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
1774,Grassland,Forest,Wetland,Water,Wetland,Grassland,Grassland,Forest
1775,Grassland,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
1776,Grassland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1777,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1778,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1779,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1780,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
1781,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1782,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1783,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1784,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1785,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1786,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1787,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1788,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1789,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1790,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
1791,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1792,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1793,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1794,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1795,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1796,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1797,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1798,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1799,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1800,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1801,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1802,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1803,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1804,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1805,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1806,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1807,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1808,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1809,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1810,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1811,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1812,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1813,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1814,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Built-up
1815,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1816,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1817,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1818,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1819,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1820,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1821,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1822,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
1823,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1824,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1825,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1826,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1827,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1828,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1829,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
1830,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1831,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1832,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1833,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1834,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1835,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1836,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1837,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1838,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1839,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
1840,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1841,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1842,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1843,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1844,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1845,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1846,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1847,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1848,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1849,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1850,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1851,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1852,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1853,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
1854,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1855,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
1856,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1857,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1858,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
1859,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
1860,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1861,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1862,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1863,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1864,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1865,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1866,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1867,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1868,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1869,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1870,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1871,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1872,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1873,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1874,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1875,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1876,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1877,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1878,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1879,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1880,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1881,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
1882,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1883,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1884,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1885,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
1886,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Built-up
1887,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1888,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1889,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1890,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
1891,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1892,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
1893,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
1894,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1895,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1896,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1897,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
1898,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
1899,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1900,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1901,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1902,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
1903,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1904,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1905,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1906,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1907,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1908,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1909,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1910,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1911,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1912,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1913,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
1914,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1915,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1916,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
1917,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1918,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1919,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
1920,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1921,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1922,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1923,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1924,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
1925,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
1926,Cropland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1927,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1928,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1929,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1930,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1931,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1932,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1933,Cropland,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
1934,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1935,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1936,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1937,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1938,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1939,Cropland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
1940,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1941,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
1942,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
1943,Cropland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
1944,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1945,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1946,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1947,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1948,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1949,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
1950,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1951,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1952,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1953,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1954,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1955,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
1956,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
1957,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1958,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1959,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1960,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1961,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1962,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1963,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1964,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1965,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1966,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
1967,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1968,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1969,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
1970,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1971,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1972,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1973,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1974,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1975,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1976,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1977,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1978,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1979,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1980,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1981,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1982,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1983,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1984,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1985,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1986,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1987,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1988,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1989,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1990,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1991,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1992,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1993,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1994,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1995,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1996,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1997,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1998,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1999,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2000,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2001,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2002,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
2003,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2004,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2005,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2006,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2007,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2008,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2009,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2010,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2011,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2012,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2013,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2014,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2015,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2016,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2017,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2018,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2019,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2020,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2021,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2022,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2023,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2024,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2025,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2026,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2027,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2028,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2029,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2030,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
2031,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2032,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
2033,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2034,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2035,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
2036,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2037,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2038,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2039,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
