Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21PTK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21PTK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21PTK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21PTK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21PTK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21PTK_M_R
456,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest
457,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,Forest
458,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
459,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
460,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
461,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
462,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
463,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
464,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
465,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
466,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
467,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland
468,Forest,NULL,Wetland,NULL,Wetland,Grassland
469,Forest,NULL,Wetland,NULL,Wetland,Wetland
470,Forest,NULL,Wetland,NULL,Wetland,Water
471,Forest,NULL,Wetland,NULL,Wetland,Forest
472,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
473,Forest,NULL,Wetland,Non_Water,Wetland,Forest
474,Forest,NULL,Wetland,Water,Wetland,Water
475,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
476,Forest,NULL,Water,NULL,Water,Wetland
477,Forest,NULL,Water,NULL,Water,Water
478,Forest,NULL,Water,Non_Water,Water,Wetland
479,Forest,NULL,Water,Water,NULL,Water
480,Forest,NULL,Water,Water,Water,Wetland
481,Forest,NULL,Forest,NULL,Non_Wetland,NULL
482,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
483,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
484,Forest,NULL,Forest,NULL,Non_Wetland,Forest
485,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
486,Forest,Wetland,Wetland,NULL,Wetland,Wetland
487,Forest,Wetland,Wetland,NULL,Wetland,Forest
488,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
489,Forest,Wetland,Wetland,Non_Water,Wetland,Water
490,Forest,Wetland,Water,NULL,Water,Water
491,Forest,Wetland,Water,Non_Water,Water,Wetland
492,Forest,Wetland,Water,Water,Water,Water
493,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
494,Forest,Built-up,Wetland,NULL,Wetland,Wetland
495,Forest,Built-up,Wetland,NULL,Wetland,Forest
496,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
497,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
498,Forest,Water,Shrubland,NULL,Non_Wetland,Water
499,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
500,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
501,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland
502,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland
503,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
504,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
505,Forest,Water,Shrubland,Water,Non_Wetland,Wetland
506,Forest,Water,Shrubland,Water,Non_Wetland,Water
507,Forest,Water,Grassland,Water,Non_Wetland,Water
508,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
509,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
510,Forest,Water,Cropland,NULL,Non_Wetland,Water
511,Forest,Water,Cropland,NULL,Non_Wetland,Forest
512,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
513,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland
514,Forest,Water,Cropland,Non_Water,Non_Wetland,Water
515,Forest,Water,Cropland,Water,Non_Wetland,Grassland
516,Forest,Water,Cropland,Water,Non_Wetland,Bareland
517,Forest,Water,Wetland,NULL,Wetland,Grassland
518,Forest,Water,Wetland,NULL,Wetland,Wetland
519,Forest,Water,Wetland,NULL,Wetland,Bareland
520,Forest,Water,Wetland,NULL,Wetland,Water
521,Forest,Water,Wetland,NULL,Wetland,Forest
522,Forest,Water,Wetland,Non_Water,Wetland,Grassland
523,Forest,Water,Wetland,Non_Water,Wetland,Wetland
524,Forest,Water,Wetland,Non_Water,Wetland,Bareland
525,Forest,Water,Wetland,Non_Water,Wetland,Water
526,Forest,Water,Wetland,Non_Water,Wetland,Forest
527,Forest,Water,Wetland,Water,Wetland,Grassland
528,Forest,Water,Wetland,Water,Wetland,Wetland
529,Forest,Water,Wetland,Water,Wetland,Bareland
530,Forest,Water,Wetland,Water,Wetland,Water
531,Forest,Water,Wetland,Water,Wetland,Forest
532,Forest,Water,Water,NULL,Water,Wetland
533,Forest,Water,Water,NULL,Water,Bareland
534,Forest,Water,Water,NULL,Water,Water
535,Forest,Water,Water,NULL,Water,Forest
536,Forest,Water,Water,Non_Water,Water,Wetland
537,Forest,Water,Water,Non_Water,Water,Water
538,Forest,Water,Water,Non_Water,Water,Forest
539,Forest,Water,Water,Water,Water,Grassland
540,Forest,Water,Water,Water,Water,Wetland
541,Forest,Water,Water,Water,Water,Water
542,Forest,Water,Water,Water,Water,Forest
543,Forest,Water,Forest,NULL,Non_Wetland,Grassland
544,Forest,Water,Forest,NULL,Non_Wetland,Wetland
545,Forest,Water,Forest,NULL,Non_Wetland,Bareland
546,Forest,Water,Forest,NULL,Non_Wetland,Water
547,Forest,Water,Forest,NULL,Non_Wetland,Forest
548,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
549,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland
550,Forest,Water,Forest,Non_Water,Non_Wetland,Water
551,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
552,Forest,Water,Forest,Water,Non_Wetland,Grassland
553,Forest,Water,Forest,Water,Non_Wetland,Wetland
554,Forest,Water,Forest,Water,Non_Wetland,Water
555,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
556,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
557,Forest,Forest,NULL,NULL,Non_Wetland,Forest
558,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
559,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
560,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
561,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
562,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
563,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
564,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
565,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
566,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water
567,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
568,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
569,Forest,Forest,Shrubland,Water,Non_Wetland,Water
570,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
571,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
572,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
573,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
574,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
575,Forest,Forest,Cropland,NULL,Non_Wetland,Water
576,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
577,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
578,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland
579,Forest,Forest,Cropland,Water,Non_Wetland,Wetland
580,Forest,Forest,Cropland,Water,Non_Wetland,Water
581,Forest,Forest,Wetland,NULL,Wetland,NULL
582,Forest,Forest,Wetland,NULL,Wetland,Grassland
583,Forest,Forest,Wetland,NULL,Wetland,Wetland
584,Forest,Forest,Wetland,NULL,Wetland,Bareland
585,Forest,Forest,Wetland,NULL,Wetland,Water
586,Forest,Forest,Wetland,NULL,Wetland,Forest
587,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
588,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
589,Forest,Forest,Wetland,Non_Water,Wetland,Bareland
590,Forest,Forest,Wetland,Non_Water,Wetland,Water
591,Forest,Forest,Wetland,Non_Water,Wetland,Forest
592,Forest,Forest,Wetland,Water,Wetland,Wetland
593,Forest,Forest,Wetland,Water,Wetland,Bareland
594,Forest,Forest,Wetland,Water,Wetland,Water
595,Forest,Forest,Wetland,Water,Wetland,Forest
596,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
597,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
598,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
599,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
600,Forest,Forest,Water,NULL,Water,Grassland
601,Forest,Forest,Water,NULL,Water,Wetland
602,Forest,Forest,Water,NULL,Water,Bareland
603,Forest,Forest,Water,NULL,Water,Forest
604,Forest,Forest,Water,Non_Water,Water,Grassland
605,Forest,Forest,Water,Non_Water,Water,Wetland
606,Forest,Forest,Water,Non_Water,Water,Water
607,Forest,Forest,Water,Non_Water,Water,Forest
608,Forest,Forest,Water,Water,NULL,Water
609,Forest,Forest,Water,Water,Water,Wetland
610,Forest,Forest,Water,Water,Water,Water
611,Forest,Forest,Water,Water,Water,Forest
612,Forest,Forest,Forest,NULL,Non_Wetland,NULL
613,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
614,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
615,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
616,Forest,Forest,Forest,NULL,Non_Wetland,Water
617,Forest,Forest,Forest,NULL,Non_Wetland,Forest
618,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
619,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
620,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland
621,Forest,Forest,Forest,Non_Water,Non_Wetland,Water
622,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
623,Forest,Forest,Forest,Water,Non_Wetland,Wetland
624,Forest,Forest,Forest,Water,Non_Wetland,Water
625,Forest,Forest,Forest,Water,Non_Wetland,Forest
