Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NFE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NFE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NFE_M_R
347,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
348,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Wetland
349,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
350,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
351,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
352,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
353,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
354,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
355,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
356,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
357,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
358,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
359,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
360,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
361,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
362,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
363,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
364,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
365,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
366,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
367,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
368,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
369,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
370,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
371,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
372,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
373,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
374,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
375,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
376,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
377,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
378,NULL,Forest,Water,NULL,Water,NULL,NULL,Grassland
379,NULL,Forest,Water,NULL,Water,NULL,NULL,Wetland
380,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
381,NULL,Forest,Water,Water,Water,NULL,NULL,Grassland
382,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
383,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
384,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
385,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
386,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
387,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
388,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
389,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
390,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
391,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
392,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
393,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
394,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
395,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
396,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
397,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
398,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
399,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
400,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
401,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
402,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
403,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
404,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
405,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
406,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
407,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
408,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
409,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
410,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
411,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
412,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
413,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
414,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
415,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
416,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
417,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
418,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
419,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
420,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
421,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
422,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
423,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
424,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
425,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
426,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
427,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
428,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
429,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
430,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
431,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
432,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
433,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
434,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
435,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
436,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
437,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
438,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
439,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
440,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
441,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
442,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
443,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
444,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
445,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
446,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
447,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
448,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
449,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
450,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
451,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
452,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
453,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
454,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
455,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
456,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
457,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
458,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
459,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
460,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
461,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
462,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
463,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
464,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
465,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
466,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
467,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
468,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
469,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
470,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
471,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
472,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
473,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
474,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
475,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
476,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
477,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
478,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
479,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
480,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
481,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
482,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
483,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
484,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
485,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
486,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
487,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
488,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
489,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
490,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
491,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
492,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
493,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
494,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
495,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
496,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
497,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
498,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
499,Grassland,Wetland,Water,Water,Water,NULL,NULL,Grassland
500,Grassland,Wetland,Water,Water,Water,NULL,NULL,Wetland
501,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
502,Grassland,Wetland,Water,Water,Water,NULL,NULL,Forest
503,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
504,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
505,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
506,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
507,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
508,Grassland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
509,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
510,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
511,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
512,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
513,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
514,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
515,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
516,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
517,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
518,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
519,Grassland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
520,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
521,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
522,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
523,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
524,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
525,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
526,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
527,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
528,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
529,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
530,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
531,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
532,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
533,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
534,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
535,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
536,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
537,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
538,Grassland,Water,Water,NULL,Water,NULL,NULL,Water
539,Grassland,Water,Water,NULL,Water,NULL,NULL,Forest
540,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
541,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
542,Grassland,Water,Water,Water,Water,NULL,NULL,Wetland
543,Grassland,Water,Water,Water,Water,NULL,NULL,Water
544,Grassland,Water,Water,Water,Water,NULL,NULL,Forest
545,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
546,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
547,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
548,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
549,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
550,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
551,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
552,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
553,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
554,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
555,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
556,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
557,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
558,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
559,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
560,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
561,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
562,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
563,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
564,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
565,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
566,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
567,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
568,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
569,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
570,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
571,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
572,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
573,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
574,Grassland,Forest,Water,NULL,Water,NULL,NULL,Grassland
575,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
576,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
577,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
578,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
579,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
580,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
581,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
582,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
583,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
584,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
585,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
586,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
587,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
588,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
589,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
590,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
591,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
592,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
593,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
594,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
595,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
596,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
597,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
598,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
599,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
600,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
601,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
602,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
603,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
604,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
605,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
606,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
607,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
608,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
609,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
610,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
611,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
612,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
613,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
614,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
615,Cropland,NULL,Water,Water,Water,NULL,NULL,Bareland
616,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
617,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
618,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
619,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
620,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
621,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
622,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
623,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
624,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
625,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
626,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
627,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
628,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
629,Cropland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
630,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
631,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
632,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
633,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
634,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
635,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
636,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
637,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
638,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
639,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
640,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
641,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
642,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
643,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
644,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
645,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
646,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
647,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
648,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
649,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
650,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
651,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
652,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
653,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
654,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
655,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
656,Cropland,Forest,Water,Water,Water,NULL,NULL,Water
657,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
658,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
659,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
660,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
661,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
662,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
663,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
664,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
665,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
666,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
667,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
668,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
669,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
670,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
671,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
672,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
673,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
674,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
675,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
676,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
677,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
678,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
679,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
680,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
681,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
682,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
683,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
684,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
685,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
686,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
687,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
688,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
689,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
690,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
691,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
692,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
693,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
694,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
