Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KRG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KRG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KRG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KRG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KRG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KRG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KRG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KRG_M_R
2210,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2211,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2212,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2213,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2214,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2215,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2216,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
2217,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Forest
2218,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2219,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2220,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2221,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
2222,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
2223,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
2224,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
2225,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
2226,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
2227,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
2228,Cropland,Cropland,Water,Water,Water,NULL,NULL,Wetland
2229,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2230,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2231,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2232,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2233,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2234,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2235,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2236,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2237,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2238,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2239,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2240,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2241,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
2242,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2243,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2244,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
2245,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2246,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2247,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2248,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
2249,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2250,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2251,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2252,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2253,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2254,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
2255,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
2256,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2257,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
2258,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2259,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2260,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2261,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2262,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2263,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2264,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2265,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2266,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2267,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2268,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2269,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2270,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2271,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2272,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2273,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2274,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2275,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2276,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2277,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2278,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2279,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2280,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2281,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2282,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2283,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2284,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2285,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2286,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2287,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2288,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2289,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2290,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
2291,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2292,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2293,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2294,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2295,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2296,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
2297,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2298,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2299,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2300,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2301,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2302,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2303,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2304,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2305,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2306,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2307,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2308,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2309,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2310,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2311,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2312,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2313,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2314,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2315,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2316,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2317,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2318,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2319,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2320,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2321,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2322,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2323,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2324,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
2325,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2326,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
2327,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2328,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2329,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2330,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2331,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2332,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2333,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Cropland
2334,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
2335,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2336,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2337,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2338,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2339,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2340,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2341,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2342,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2343,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2344,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2345,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2346,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2347,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2348,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2349,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2350,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
2351,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2352,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2353,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2354,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2355,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2356,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2357,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2358,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
2359,Wetland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
2360,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2361,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2362,Wetland,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
2363,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
2364,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
2365,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2366,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2367,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2368,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2369,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2370,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2371,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2372,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2373,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2374,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2375,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2376,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2377,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
2378,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
2379,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
2380,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
2381,Wetland,NULL,Water,NULL,Water,Grassland,Water,Grassland
2382,Wetland,NULL,Water,NULL,Water,Wetland,NULL,Grassland
2383,Wetland,NULL,Water,NULL,Water,Wetland,NULL,Wetland
2384,Wetland,NULL,Water,NULL,Water,Water,Wetland,Wetland
2385,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2386,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
2387,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2388,Wetland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
2389,Wetland,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
2390,Wetland,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
2391,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
2392,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
2393,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2394,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2395,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2396,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2397,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2398,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2399,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2400,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2401,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2402,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2403,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2404,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
2405,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2406,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2407,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2408,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2409,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2410,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2411,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2412,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2413,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Cropland
2414,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2415,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2416,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2417,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2418,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2419,Wetland,Cropland,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
2420,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2421,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2422,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2423,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2424,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2425,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Wetland,Cropland
2426,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2427,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2428,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2429,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2430,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2431,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2432,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2433,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2434,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2435,Wetland,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2436,Wetland,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2437,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
2438,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
2439,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Water
2440,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Forest
2441,Wetland,Cropland,Water,NULL,Water,Water,Wetland,Grassland
2442,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
2443,Wetland,Cropland,Water,Non_Water,Water,Water,Wetland,Grassland
2444,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2445,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2446,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2447,Wetland,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2448,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2449,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2450,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2451,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2452,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2453,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2454,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2455,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2456,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2457,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
2458,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
2459,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2460,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2461,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2462,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2463,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2464,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
2465,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2466,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2467,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2468,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2469,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
2470,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2471,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2472,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2473,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2474,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2475,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2476,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2477,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2478,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2479,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
2480,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
2481,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2482,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
2483,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
2484,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2485,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2486,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2487,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2488,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2489,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2490,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2491,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Cropland
2492,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2493,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
2494,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
2495,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
2496,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2497,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2498,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
2499,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
2500,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
2501,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
2502,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Grassland
2503,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
2504,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
2505,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
2506,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
2507,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
2508,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
2509,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
2510,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
2511,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2512,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2513,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2514,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2515,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2516,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2517,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2518,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2519,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2520,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2521,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Cropland
2522,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
2523,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2524,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
2525,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2526,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2527,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
2528,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2529,Wetland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2530,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2531,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2532,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2533,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2534,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2535,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2536,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2537,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2538,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
