Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MPN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MPN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MPN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MPN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MPN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MPN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MPN_M_R
5418,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5419,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5420,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5421,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5422,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5423,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
5424,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5425,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5426,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5427,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
5428,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5429,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
5430,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
5431,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
5432,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5433,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
5434,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5435,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5436,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5437,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
5438,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5439,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5440,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5441,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5442,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5443,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5444,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5445,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
5446,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5447,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
5448,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5449,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
5450,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
5451,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
5452,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
5453,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5454,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5455,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
5456,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
5457,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
5458,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
5459,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
5460,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Bareland,Cropland
5461,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
5462,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
5463,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
5464,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
5465,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
5466,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5467,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5468,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
5469,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5470,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
5471,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5472,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
5473,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
5474,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5475,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
5476,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
5477,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5478,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
5479,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5480,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
5481,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
5482,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5483,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
5484,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
5485,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
5486,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
5487,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
5488,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
5489,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
5490,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
5491,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
5492,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,NULL
5493,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
5494,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
5495,Grassland,Cropland,Forest,Water,Non_Wetland,Shrubland,Grassland,Cropland
5496,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Cropland
5497,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Water
5498,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
5499,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
5500,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Forest
5501,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
5502,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
5503,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
5504,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
5505,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
5506,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
5507,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
5508,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5509,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
5510,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Cropland
5511,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5512,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5513,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
5514,Grassland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
5515,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5516,Grassland,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Cropland
5517,Grassland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5518,Grassland,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5519,Grassland,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
5520,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5521,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
5522,Grassland,Water,Wetland,NULL,Wetland,NULL,Water,Forest
5523,Grassland,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
5524,Grassland,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
5525,Grassland,Water,Wetland,NULL,Wetland,Water,Shrubland,Grassland
5526,Grassland,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
5527,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
5528,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
5529,Grassland,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
5530,Grassland,Water,Wetland,Non_Water,Wetland,Water,Water,NULL
5531,Grassland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
5532,Grassland,Water,Wetland,Water,Wetland,Water,NULL,Wetland
5533,Grassland,Water,Wetland,Water,Wetland,Water,Shrubland,Grassland
5534,Grassland,Water,Wetland,Water,Wetland,Water,Shrubland,Wetland
5535,Grassland,Water,Wetland,Water,Wetland,Water,Water,Grassland
5536,Grassland,Water,Wetland,Water,Wetland,Water,Water,Wetland
5537,Grassland,Water,Wetland,Water,Wetland,Water,Water,Water
5538,Grassland,Water,Water,Water,Water,Shrubland,Shrubland,Forest
5539,Grassland,Water,Water,Water,Water,Water,Shrubland,Water
5540,Grassland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
5541,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5542,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
5543,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
5544,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5545,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5546,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5547,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
5548,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
5549,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5550,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5551,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
5552,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5553,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5554,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
5555,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5556,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5557,Grassland,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
5558,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5559,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
5560,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5561,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5562,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
5563,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5564,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5565,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5566,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5567,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5568,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5569,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
5570,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5571,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5572,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5573,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5574,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5575,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5576,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
5577,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
5578,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
5579,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5580,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5581,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5582,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5583,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5584,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5585,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5586,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5587,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
5588,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
5589,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
5590,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
5591,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
5592,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
5593,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
5594,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5595,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5596,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5597,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5598,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5599,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5600,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5601,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
5602,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
5603,Grassland,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
5604,Grassland,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
5605,Grassland,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
5606,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
5607,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
5608,Grassland,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
5609,Grassland,Forest,Wetland,Non_Water,Wetland,Forest,Water,Wetland
5610,Grassland,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
5611,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
5612,Grassland,Forest,Wetland,Water,Wetland,Water,Water,Water
5613,Grassland,Forest,Water,Non_Water,Water,Shrubland,Water,Forest
5614,Grassland,Forest,Water,Non_Water,Water,Forest,Water,Forest
5615,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5616,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5617,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
5618,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
5619,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5620,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5621,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5622,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5623,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5624,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5625,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5626,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
5627,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
5628,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5629,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5630,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5631,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5632,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5633,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5634,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5635,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5636,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
5637,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5638,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5639,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
5640,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
5641,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5642,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5643,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
5644,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5645,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
5646,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
5647,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
5648,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
5649,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
5650,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5651,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
5652,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5653,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
5654,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
5655,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
5656,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5657,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
5658,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
5659,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
5660,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
5661,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5662,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5663,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5664,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5665,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5666,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
5667,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5668,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5669,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
5670,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5671,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5672,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
5673,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5674,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Cropland
5675,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
5676,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
5677,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
5678,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Built-up
5679,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
5680,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
5681,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5682,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5683,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5684,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
5685,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5686,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5687,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5688,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
5689,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5690,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5691,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5692,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
5693,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5694,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
5695,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
5696,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
5697,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
5698,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5699,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
5700,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5701,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
5702,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
5703,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
5704,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
5705,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
5706,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5707,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5708,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
5709,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
5710,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
5711,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
5712,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
5713,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
5714,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Cropland
5715,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Bareland
5716,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Forest
5717,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
5718,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
5719,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
5720,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
5721,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5722,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
5723,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
5724,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
5725,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
5726,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5727,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5728,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5729,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5730,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
5731,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
5732,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5733,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
5734,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5735,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5736,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
5737,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
