Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MTS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MTS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MTS_M_R
434,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
435,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up
436,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
437,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland
438,NULL,Forest,Grassland,Non_Water,Non_Wetland,Forest
439,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
440,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
441,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
442,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland
443,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up
444,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
445,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland
446,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland
447,NULL,Forest,Cropland,Non_Water,Non_Wetland,Forest
448,NULL,Forest,Cropland,Water,Non_Wetland,Forest
449,NULL,Forest,Wetland,NULL,Wetland,Forest
450,NULL,Forest,Wetland,Water,Wetland,Forest
451,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
452,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
453,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
454,NULL,Forest,Bareland,NULL,Non_Wetland,Built-up
455,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
456,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland
457,NULL,Forest,Bareland,Non_Water,Non_Wetland,Bareland
458,NULL,Forest,Bareland,Non_Water,Non_Wetland,Forest
459,NULL,Forest,Bareland,Water,Non_Wetland,Grassland
460,NULL,Forest,Bareland,Water,Non_Wetland,Water
461,NULL,Forest,Bareland,Water,Non_Wetland,Forest
462,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up
463,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
464,NULL,Forest,Built-up,Non_Water,Non_Wetland,Grassland
465,NULL,Forest,Built-up,Non_Water,Non_Wetland,Bareland
466,NULL,Forest,Water,NULL,Water,Forest
467,NULL,Forest,Water,Non_Water,Water,Forest
468,NULL,Forest,Water,Water,Water,Water
469,NULL,Forest,Water,Water,Water,Forest
470,NULL,Forest,Forest,NULL,Non_Wetland,NULL
471,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
472,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
473,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
474,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
475,NULL,Forest,Forest,NULL,Non_Wetland,Water
476,NULL,Forest,Forest,NULL,Non_Wetland,Forest
477,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
478,NULL,Forest,Forest,Non_Water,Non_Wetland,Bareland
479,NULL,Forest,Forest,Non_Water,Non_Wetland,Built-up
480,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
481,NULL,Forest,Forest,Water,Non_Wetland,Grassland
482,NULL,Forest,Forest,Water,Non_Wetland,Bareland
483,NULL,Forest,Forest,Water,Non_Wetland,Forest
484,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
485,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
486,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
487,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
488,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
489,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland
490,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland
491,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up
492,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water
493,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
494,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
495,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
496,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland
497,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
498,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
499,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
500,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland
501,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland
502,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up
503,Grassland,NULL,Grassland,NULL,Non_Wetland,Water
504,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
505,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
506,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
507,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
508,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
509,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland
510,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up
511,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
512,Grassland,NULL,Wetland,Non_Water,Wetland,Forest
513,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL
514,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
515,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland
516,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
517,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
518,Grassland,NULL,Bareland,Water,Non_Wetland,NULL
519,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
520,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland
521,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up
522,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest
523,Grassland,NULL,Water,NULL,Water,Grassland
524,Grassland,NULL,Water,Water,Water,Water
525,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
526,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
527,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
528,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
529,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland
530,Grassland,NULL,Forest,NULL,Non_Wetland,Water
531,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
532,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
533,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland
534,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
535,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
536,Grassland,NULL,Forest,Water,Non_Wetland,Forest
537,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
538,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
539,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
540,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
541,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL
542,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
543,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
544,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
545,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
546,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
547,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
548,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
549,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
550,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
551,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
552,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
553,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
554,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL
555,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
556,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
557,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Forest
558,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL
559,Grassland,Bareland,Grassland,NULL,Non_Wetland,Grassland
560,Grassland,Bareland,Grassland,NULL,Non_Wetland,Built-up
561,Grassland,Bareland,Grassland,NULL,Non_Wetland,Forest
562,Grassland,Bareland,Cropland,NULL,Non_Wetland,Grassland
563,Grassland,Bareland,Bareland,NULL,Non_Wetland,Grassland
564,Grassland,Bareland,Forest,NULL,Non_Wetland,Grassland
565,Grassland,Bareland,Forest,NULL,Non_Wetland,Forest
566,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
567,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
568,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
569,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest
570,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
571,Grassland,Built-up,Grassland,NULL,Non_Wetland,Cropland
572,Grassland,Built-up,Grassland,NULL,Non_Wetland,Forest
573,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
574,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
575,Grassland,Built-up,Built-up,NULL,Non_Wetland,Cropland
576,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
577,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
578,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
579,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
580,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland
581,Grassland,Water,Shrubland,NULL,Non_Wetland,Water
582,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
583,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland
584,Grassland,Water,Water,NULL,Water,Forest
585,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
586,Grassland,Water,Forest,NULL,Non_Wetland,Bareland
587,Grassland,Water,Forest,NULL,Non_Wetland,Water
588,Grassland,Water,Forest,NULL,Non_Wetland,Forest
589,Grassland,Water,Forest,Non_Water,Non_Wetland,Forest
590,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
591,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
592,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
593,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
594,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
595,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland
596,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
597,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
598,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
599,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland
600,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland
601,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
602,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
603,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
604,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
605,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
606,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland
607,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
608,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
609,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
610,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland
611,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
612,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
613,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
614,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland
615,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up
616,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
617,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
618,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
619,Grassland,Forest,Forest,Water,Non_Wetland,Forest
620,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
621,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
622,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
623,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
624,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
625,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
626,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
627,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
628,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
629,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
630,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
631,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
632,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
633,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
634,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
635,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
636,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
637,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
638,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
639,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest
640,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
641,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
642,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
643,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
644,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
645,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
646,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
647,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
648,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
649,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
650,Cropland,NULL,Cropland,Water,Non_Wetland,Water
651,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
652,Cropland,NULL,Wetland,Water,Wetland,Forest
653,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
654,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
655,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
656,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
657,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
658,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
659,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
660,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL
661,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
662,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
663,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Water
664,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Forest
665,Cropland,NULL,Bareland,Water,Non_Wetland,NULL
666,Cropland,NULL,Bareland,Water,Non_Wetland,Water
667,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
668,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
669,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
670,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
671,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
672,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
673,Cropland,NULL,Water,NULL,Water,Bareland
674,Cropland,NULL,Water,Non_Water,Water,Grassland
675,Cropland,NULL,Water,Non_Water,Water,Water
676,Cropland,NULL,Water,Non_Water,Water,Forest
677,Cropland,NULL,Water,Water,Water,Forest
678,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
679,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
680,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
681,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
682,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
683,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
684,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
685,Cropland,NULL,Forest,Non_Water,Non_Wetland,Bareland
686,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
687,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
688,Cropland,NULL,Forest,Water,Non_Wetland,Water
689,Cropland,NULL,Forest,Water,Non_Wetland,Forest
690,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
691,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
692,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
693,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
694,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
695,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
696,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
697,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
698,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
699,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
700,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
701,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
702,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
703,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
704,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
705,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
706,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
707,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
708,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
709,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
710,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
711,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
712,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
713,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
714,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
715,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
716,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
717,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
718,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
719,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
720,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
721,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
722,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
723,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
724,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
725,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
726,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
727,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
728,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Forest
729,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
730,Cropland,Bareland,Shrubland,Water,Non_Wetland,Bareland
731,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL
732,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
733,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
734,Cropland,Bareland,Grassland,NULL,Non_Wetland,Built-up
735,Cropland,Bareland,Grassland,NULL,Non_Wetland,Forest
736,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
737,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
738,Cropland,Bareland,Cropland,NULL,Non_Wetland,Built-up
739,Cropland,Bareland,Cropland,NULL,Non_Wetland,Forest
740,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL
741,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
742,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
743,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
744,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
745,Cropland,Bareland,Built-up,NULL,Non_Wetland,Built-up
746,Cropland,Bareland,Built-up,NULL,Non_Wetland,Forest
747,Cropland,Bareland,Water,Water,Water,Water
748,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL
749,Cropland,Bareland,Forest,NULL,Non_Wetland,Grassland
750,Cropland,Bareland,Forest,NULL,Non_Wetland,Cropland
751,Cropland,Bareland,Forest,NULL,Non_Wetland,Forest
752,Cropland,Bareland,Forest,Non_Water,Non_Wetland,Grassland
753,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
754,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
755,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
756,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
757,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
758,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
759,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
760,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
761,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
762,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
763,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
764,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
765,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
766,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
767,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
768,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
769,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
770,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
771,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
772,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Forest
773,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL
774,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
775,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
776,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
777,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
778,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
779,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
780,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
781,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
782,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
783,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Bareland
784,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Forest
785,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
786,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
787,Cropland,Water,Shrubland,NULL,Non_Wetland,Water
788,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
789,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Water
790,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland
791,Cropland,Water,Shrubland,Water,Non_Wetland,Water
792,Cropland,Water,Shrubland,Water,Non_Wetland,Forest
793,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
794,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
795,Cropland,Water,Cropland,Non_Water,Non_Wetland,Bareland
796,Cropland,Water,Wetland,Non_Water,Wetland,Water
797,Cropland,Water,Wetland,Water,Wetland,Water
798,Cropland,Water,Bareland,Non_Water,Non_Wetland,Forest
799,Cropland,Water,Bareland,Water,Non_Wetland,Water
800,Cropland,Water,Water,NULL,Water,Water
801,Cropland,Water,Water,Non_Water,Water,Water
802,Cropland,Water,Water,Water,Water,Water
803,Cropland,Water,Forest,NULL,Non_Wetland,Water
804,Cropland,Water,Forest,NULL,Non_Wetland,Forest
805,Cropland,Water,Forest,Non_Water,Non_Wetland,Bareland
806,Cropland,Water,Forest,Non_Water,Non_Wetland,Water
807,Cropland,Water,Forest,Non_Water,Non_Wetland,Forest
808,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
809,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
810,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
811,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
812,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
813,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
814,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
815,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
816,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
817,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
818,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
819,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
820,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
821,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Bareland
822,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
823,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
824,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
825,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Bareland
826,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
827,Cropland,Forest,Cropland,Water,Non_Wetland,Bareland
828,Cropland,Forest,Cropland,Water,Non_Wetland,Forest
829,Cropland,Forest,Wetland,Non_Water,Wetland,Forest
830,Cropland,Forest,Wetland,Water,Wetland,Water
831,Cropland,Forest,Wetland,Water,Wetland,Forest
832,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
833,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Forest
834,Cropland,Forest,Built-up,Non_Water,Non_Wetland,Bareland
835,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
836,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
837,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
838,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
839,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland
840,Cropland,Forest,Forest,Non_Water,Non_Wetland,Bareland
841,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
842,Cropland,Forest,Forest,Water,Non_Wetland,Forest
843,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
844,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
845,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
846,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
847,Wetland,NULL,Wetland,Non_Water,Wetland,Water
848,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
849,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
850,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
851,Wetland,Water,Grassland,NULL,Non_Wetland,NULL
852,Wetland,Water,Bareland,Water,Non_Wetland,Water
853,Wetland,Water,Forest,NULL,Non_Wetland,Forest
854,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
855,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
856,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
