Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KZT_M_R
7493,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Water
7494,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Water
7495,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7496,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
7497,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
7498,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7499,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
7500,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7501,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
7502,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
7503,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
7504,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
7505,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
7506,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
7507,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
7508,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7509,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
7510,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
7511,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7512,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
7513,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
7514,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7515,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
7516,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7517,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
7518,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
7519,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
7520,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
7521,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
7522,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
7523,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
7524,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
7525,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
7526,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
7527,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
7528,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
7529,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
7530,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
7531,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7532,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
7533,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
7534,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
7535,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
7536,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7537,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
7538,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
7539,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
7540,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Water
7541,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
7542,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
7543,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
7544,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
7545,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
7546,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
7547,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
7548,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
7549,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
7550,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
7551,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
7552,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
7553,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7554,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
7555,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7556,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
7557,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
7558,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7559,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7560,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
7561,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
7562,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
7563,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
7564,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
7565,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
7566,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
7567,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
7568,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
7569,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7570,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Cropland
7571,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
7572,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7573,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
7574,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
7575,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
7576,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
7577,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
7578,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
7579,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
7580,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
7581,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
7582,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
7583,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
7584,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
7585,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
7586,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
7587,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
7588,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
7589,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
7590,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
7591,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
7592,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
7593,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
7594,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
7595,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
7596,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
7597,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
7598,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
7599,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Water
7600,Water,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Water
7601,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
7602,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7603,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
7604,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7605,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7606,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
7607,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7608,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
7609,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
7610,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
7611,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
7612,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
7613,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
7614,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
7615,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
7616,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
7617,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
7618,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7619,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
7620,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
7621,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7622,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
7623,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7624,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
7625,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
7626,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
7627,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
7628,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
7629,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
7630,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
7631,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
7632,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7633,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
7634,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
7635,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
7636,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
7637,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7638,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
7639,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
7640,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,NULL
7641,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
7642,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Water
7643,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Water
7644,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
7645,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7646,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
7647,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
7648,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
7649,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7650,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7651,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
7652,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
7653,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
7654,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
7655,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7656,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7657,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
7658,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
7659,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
7660,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
7661,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
7662,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Water,Grassland
7663,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
7664,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
7665,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
7666,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
7667,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7668,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
7669,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7670,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
7671,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7672,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7673,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
7674,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7675,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Water
7676,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
7677,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
7678,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7679,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Cropland
7680,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Water
7681,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
7682,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7683,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7684,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Water
7685,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7686,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,NULL
7687,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Water
7688,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
7689,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
7690,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7691,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Water
7692,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Water
7693,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7694,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
7695,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
7696,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
7697,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
7698,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
7699,Water,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
7700,Water,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Water
7701,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
7702,Water,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
7703,Water,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Water
7704,Water,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
7705,Water,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
7706,Water,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Water
7707,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
7708,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Water
7709,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
7710,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
7711,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
7712,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
7713,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
7714,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Cropland
7715,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Water
7716,Water,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
7717,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
7718,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
7719,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
7720,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
7721,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
7722,Water,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
7723,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
7724,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
7725,Water,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
7726,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
7727,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Water
7728,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,NULL
7729,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
7730,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
7731,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
7732,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
7733,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
7734,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
7735,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,NULL
7736,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
7737,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
7738,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
7739,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
7740,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
7741,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
7742,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
7743,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Water
7744,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
7745,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
7746,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
7747,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Water
7748,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
7749,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
7750,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
7751,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
7752,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
7753,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
7754,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Water
7755,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7756,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
7757,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
7758,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Water
7759,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
7760,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
7761,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
7762,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Water
7763,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
7764,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
7765,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
7766,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
7767,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
7768,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
7769,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
7770,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
7771,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Water,NULL
7772,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
7773,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
7774,Water,NULL,Water,NULL,Water,NULL,NULL,Water
7775,Water,NULL,Water,NULL,Water,NULL,Grassland,Water
7776,Water,NULL,Water,NULL,Water,Grassland,Wetland,Water
7777,Water,NULL,Water,NULL,Water,Grassland,Water,Wetland
7778,Water,NULL,Water,NULL,Water,Grassland,Water,Water
7779,Water,NULL,Water,NULL,Water,Wetland,NULL,NULL
7780,Water,NULL,Water,NULL,Water,Wetland,NULL,Grassland
7781,Water,NULL,Water,NULL,Water,Wetland,NULL,Water
7782,Water,NULL,Water,NULL,Water,Wetland,Shrubland,Water
7783,Water,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
7784,Water,NULL,Water,NULL,Water,Wetland,Grassland,Water
7785,Water,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
7786,Water,NULL,Water,NULL,Water,Wetland,Wetland,Water
7787,Water,NULL,Water,NULL,Water,Wetland,Water,NULL
7788,Water,NULL,Water,NULL,Water,Wetland,Water,Water
7789,Water,NULL,Water,NULL,Water,Bareland,NULL,Water
7790,Water,NULL,Water,NULL,Water,Bareland,Wetland,Water
7791,Water,NULL,Water,NULL,Water,Bareland,Bareland,NULL
7792,Water,NULL,Water,NULL,Water,Bareland,Water,NULL
7793,Water,NULL,Water,NULL,Water,Bareland,Water,Water
7794,Water,NULL,Water,NULL,Water,Water,NULL,Water
7795,Water,NULL,Water,NULL,Water,Water,Wetland,Water
7796,Water,NULL,Water,NULL,Water,Water,Water,Water
7797,Water,NULL,Water,Non_Water,Water,Grassland,NULL,Grassland
7798,Water,NULL,Water,Non_Water,Water,Grassland,Water,Wetland
7799,Water,NULL,Water,Non_Water,Water,Wetland,NULL,Water
7800,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
7801,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
7802,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
7803,Water,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
7804,Water,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
7805,Water,NULL,Water,Non_Water,Water,Wetland,Water,Water
7806,Water,NULL,Water,Non_Water,Water,Bareland,NULL,Water
7807,Water,NULL,Water,Non_Water,Water,Bareland,Wetland,NULL
7808,Water,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
7809,Water,NULL,Water,Non_Water,Water,Bareland,Water,Water
7810,Water,NULL,Water,Non_Water,Water,Water,Water,Grassland
7811,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
7812,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
7813,Water,NULL,Water,Water,Water,NULL,Water,Grassland
7814,Water,NULL,Water,Water,Water,Grassland,Water,Water
7815,Water,NULL,Water,Water,Water,Wetland,NULL,Water
7816,Water,NULL,Water,Water,Water,Wetland,Grassland,Water
7817,Water,NULL,Water,Water,Water,Wetland,Wetland,Grassland
7818,Water,NULL,Water,Water,Water,Wetland,Wetland,Wetland
7819,Water,NULL,Water,Water,Water,Wetland,Wetland,Water
7820,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
7821,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
7822,Water,NULL,Water,Water,Water,Wetland,Water,Water
7823,Water,NULL,Water,Water,Water,Wetland,Water,Forest
7824,Water,NULL,Water,Water,Water,Bareland,NULL,Water
7825,Water,NULL,Water,Water,Water,Bareland,Grassland,Water
7826,Water,NULL,Water,Water,Water,Bareland,Wetland,Water
7827,Water,NULL,Water,Water,Water,Bareland,Bareland,Bareland
7828,Water,NULL,Water,Water,Water,Bareland,Bareland,Water
7829,Water,NULL,Water,Water,Water,Bareland,Water,Water
7830,Water,NULL,Water,Water,Water,Water,Wetland,Water
7831,Water,NULL,Water,Water,Water,Water,Water,Grassland
7832,Water,NULL,Water,Water,Water,Water,Water,Wetland
7833,Water,NULL,Water,Water,Water,Water,Water,Water
7834,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
7835,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7836,Water,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
7837,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
7838,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
7839,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
7840,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
7841,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
7842,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Water
7843,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
