Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MFV_M_R
6749,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
6750,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Grassland,Wetland
6751,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Grassland,Water
6752,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Grassland,Forest
6753,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
6754,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
6755,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
6756,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
6757,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
6758,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Water
6759,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
6760,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Forest,Grassland
6761,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
6762,Water,Wetland,Bareland,Water,Non_Wetland,Water,Grassland,Forest
6763,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
6764,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Forest
6765,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
6766,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
6767,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
6768,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Forest
6769,Water,Wetland,Bareland,Water,Non_Wetland,Water,Forest,Grassland
6770,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
6771,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
6772,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Water,Forest
6773,Water,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
6774,Water,Wetland,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
6775,Water,Wetland,Built-up,Non_Water,Non_Wetland,Water,Water,Wetland
6776,Water,Wetland,Water,NULL,Water,Grassland,Wetland,Forest
6777,Water,Wetland,Water,NULL,Water,Grassland,Water,Forest
6778,Water,Wetland,Water,NULL,Water,Cropland,Water,Grassland
6779,Water,Wetland,Water,NULL,Water,Wetland,NULL,Grassland
6780,Water,Wetland,Water,NULL,Water,Wetland,Grassland,Grassland
6781,Water,Wetland,Water,NULL,Water,Wetland,Grassland,Forest
6782,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
6783,Water,Wetland,Water,NULL,Water,Wetland,Water,Grassland
6784,Water,Wetland,Water,NULL,Water,Wetland,Water,Water
6785,Water,Wetland,Water,NULL,Water,Wetland,Water,Forest
6786,Water,Wetland,Water,NULL,Water,Wetland,Forest,Forest
6787,Water,Wetland,Water,NULL,Water,Bareland,Grassland,Forest
6788,Water,Wetland,Water,NULL,Water,Water,Grassland,Grassland
6789,Water,Wetland,Water,NULL,Water,Water,Grassland,Water
6790,Water,Wetland,Water,NULL,Water,Water,Grassland,Forest
6791,Water,Wetland,Water,NULL,Water,Water,Wetland,Forest
6792,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
6793,Water,Wetland,Water,NULL,Water,Water,Water,Wetland
6794,Water,Wetland,Water,NULL,Water,Water,Water,Water
6795,Water,Wetland,Water,NULL,Water,Water,Water,Forest
6796,Water,Wetland,Water,NULL,Water,Water,Forest,Grassland
6797,Water,Wetland,Water,NULL,Water,Water,Forest,Water
6798,Water,Wetland,Water,NULL,Water,Water,Forest,Forest
6799,Water,Wetland,Water,NULL,Water,Forest,Wetland,Forest
6800,Water,Wetland,Water,NULL,Water,Forest,Water,Forest
6801,Water,Wetland,Water,NULL,Water,Forest,Forest,Forest
6802,Water,Wetland,Water,Non_Water,Water,NULL,Wetland,Forest
6803,Water,Wetland,Water,Non_Water,Water,NULL,Water,Forest
6804,Water,Wetland,Water,Non_Water,Water,Wetland,Grassland,Forest
6805,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
6806,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
6807,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
6808,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Water
6809,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
6810,Water,Wetland,Water,Non_Water,Water,Bareland,Water,Wetland
6811,Water,Wetland,Water,Non_Water,Water,Water,Grassland,Forest
6812,Water,Wetland,Water,Non_Water,Water,Water,Water,Grassland
6813,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
6814,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
6815,Water,Wetland,Water,Non_Water,Water,Water,Forest,Forest
6816,Water,Wetland,Water,Water,Water,NULL,Water,Grassland
6817,Water,Wetland,Water,Water,Water,NULL,Water,Forest
6818,Water,Wetland,Water,Water,Water,Shrubland,Water,Wetland
6819,Water,Wetland,Water,Water,Water,Grassland,Grassland,Forest
6820,Water,Wetland,Water,Water,Water,Grassland,Water,Grassland
6821,Water,Wetland,Water,Water,Water,Wetland,Grassland,Grassland
6822,Water,Wetland,Water,Water,Water,Wetland,Grassland,Wetland
6823,Water,Wetland,Water,Water,Water,Wetland,Grassland,Water
6824,Water,Wetland,Water,Water,Water,Wetland,Grassland,Forest
6825,Water,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
6826,Water,Wetland,Water,Water,Water,Wetland,Wetland,Forest
6827,Water,Wetland,Water,Water,Water,Wetland,Water,Grassland
6828,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
6829,Water,Wetland,Water,Water,Water,Wetland,Water,Water
6830,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
6831,Water,Wetland,Water,Water,Water,Wetland,Forest,Grassland
6832,Water,Wetland,Water,Water,Water,Wetland,Forest,Forest
6833,Water,Wetland,Water,Water,Water,Bareland,Grassland,Grassland
6834,Water,Wetland,Water,Water,Water,Water,Grassland,Grassland
6835,Water,Wetland,Water,Water,Water,Water,Grassland,Water
6836,Water,Wetland,Water,Water,Water,Water,Grassland,Forest
6837,Water,Wetland,Water,Water,Water,Water,Wetland,Grassland
6838,Water,Wetland,Water,Water,Water,Water,Wetland,Wetland
6839,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
6840,Water,Wetland,Water,Water,Water,Water,Water,Grassland
6841,Water,Wetland,Water,Water,Water,Water,Water,Wetland
6842,Water,Wetland,Water,Water,Water,Water,Water,Bareland
6843,Water,Wetland,Water,Water,Water,Water,Water,Water
6844,Water,Wetland,Water,Water,Water,Water,Water,Forest
6845,Water,Wetland,Water,Water,Water,Water,Forest,Grassland
6846,Water,Wetland,Water,Water,Water,Water,Forest,Water
6847,Water,Wetland,Water,Water,Water,Water,Forest,Forest
6848,Water,Wetland,Water,Water,Water,Forest,Water,Forest
6849,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6850,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6851,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
6852,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
6853,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
6854,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
6855,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6856,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6857,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6858,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
6859,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6860,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
6861,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
6862,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6863,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6864,Water,Wetland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
6865,Water,Wetland,Forest,NULL,Non_Wetland,Cropland,Water,Grassland
6866,Water,Wetland,Forest,NULL,Non_Wetland,Cropland,Water,Forest
6867,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
6868,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
6869,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
6870,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
6871,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
6872,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
6873,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
6874,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6875,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6876,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
6877,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
6878,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6879,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
6880,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
6881,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
6882,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
6883,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
6884,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Water
6885,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6886,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6887,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6888,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
6889,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
6890,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
6891,Water,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Forest
6892,Water,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
6893,Water,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Water
6894,Water,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
6895,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
6896,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
6897,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
6898,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
6899,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
6900,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
6901,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
6902,Water,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Grassland
6903,Water,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Wetland
6904,Water,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Water
6905,Water,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
6906,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
6907,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6908,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
6909,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
6910,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
6911,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6912,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
6913,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
6914,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6915,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6916,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
6917,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
6918,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
6919,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6920,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6921,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6922,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6923,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
6924,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
6925,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
6926,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
6927,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
6928,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
6929,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
6930,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
6931,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
6932,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
6933,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
6934,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
6935,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
6936,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
6937,Water,Wetland,Forest,Water,Non_Wetland,NULL,Water,Forest
6938,Water,Wetland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
6939,Water,Wetland,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
6940,Water,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
6941,Water,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Grassland
6942,Water,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Forest
6943,Water,Wetland,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
6944,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
6945,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
6946,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
6947,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
6948,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
6949,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
6950,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
6951,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
6952,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Forest,Water
6953,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Forest,Forest
6954,Water,Wetland,Forest,Water,Non_Wetland,Water,Grassland,Grassland
6955,Water,Wetland,Forest,Water,Non_Wetland,Water,Grassland,Water
6956,Water,Wetland,Forest,Water,Non_Wetland,Water,Grassland,Forest
6957,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
6958,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
6959,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
6960,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
6961,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
6962,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
6963,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
6964,Water,Wetland,Forest,Water,Non_Wetland,Water,Forest,Grassland
6965,Water,Wetland,Forest,Water,Non_Wetland,Water,Forest,Water
6966,Water,Wetland,Forest,Water,Non_Wetland,Water,Forest,Forest
6967,Water,Wetland,Forest,Water,Non_Wetland,Forest,Water,Forest
6968,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6969,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6970,Water,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
6971,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
6972,Water,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Water
6973,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6974,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
6975,Water,Bareland,Cropland,Water,Non_Wetland,Water,Water,Water
6976,Water,Bareland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6977,Water,Bareland,Wetland,NULL,Wetland,Grassland,Water,Grassland
6978,Water,Bareland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
6979,Water,Bareland,Wetland,NULL,Wetland,Bareland,Water,Grassland
6980,Water,Bareland,Wetland,NULL,Wetland,Bareland,Water,Water
6981,Water,Bareland,Wetland,NULL,Wetland,Water,Grassland,Water
6982,Water,Bareland,Wetland,NULL,Wetland,Water,Wetland,Water
6983,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Grassland
6984,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Bareland
6985,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Water
6986,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Bareland
6987,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
6988,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
6989,Water,Bareland,Wetland,Water,Wetland,Bareland,Grassland,Water
6990,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Grassland
6991,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
6992,Water,Bareland,Wetland,Water,Wetland,Water,NULL,Grassland
6993,Water,Bareland,Wetland,Water,Wetland,Water,Grassland,Water
6994,Water,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
6995,Water,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
6996,Water,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
6997,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
6998,Water,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
6999,Water,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Bareland
7000,Water,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
7001,Water,Bareland,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
7002,Water,Bareland,Built-up,Water,Non_Wetland,Water,Water,Grassland
7003,Water,Bareland,Water,NULL,Water,Bareland,Water,Water
7004,Water,Bareland,Water,NULL,Water,Water,Water,Grassland
7005,Water,Bareland,Water,NULL,Water,Water,Water,Water
7006,Water,Bareland,Water,Non_Water,Water,Water,Water,Grassland
7007,Water,Bareland,Water,Water,Water,Water,Water,Grassland
7008,Water,Bareland,Water,Water,Water,Water,Water,Water
7009,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
7010,Water,Built-up,NULL,NULL,Non_Wetland,Water,Built-up,Grassland
7011,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
7012,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
7013,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
7014,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
7015,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Water
7016,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
7017,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7018,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
7019,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
7020,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Built-up,Grassland
7021,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Built-up,Wetland
7022,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Built-up,Forest
7023,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
7024,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
7025,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
7026,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Grassland
7027,Water,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Water
7028,Water,Built-up,Shrubland,Water,Non_Wetland,Built-up,Water,Grassland
7029,Water,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Grassland
7030,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7031,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
7032,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
7033,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7034,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7035,Water,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
7036,Water,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Forest
7037,Water,Built-up,Wetland,NULL,Wetland,Wetland,Water,Built-up
7038,Water,Built-up,Wetland,NULL,Wetland,Water,Built-up,Forest
7039,Water,Built-up,Wetland,NULL,Wetland,Forest,Water,Forest
7040,Water,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
7041,Water,Built-up,Wetland,Non_Water,Wetland,Wetland,Built-up,Grassland
7042,Water,Built-up,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
7043,Water,Built-up,Wetland,Non_Water,Wetland,Bareland,Built-up,Grassland
7044,Water,Built-up,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
7045,Water,Built-up,Wetland,Non_Water,Wetland,Water,Wetland,Forest
7046,Water,Built-up,Wetland,Non_Water,Wetland,Water,Built-up,Grassland
7047,Water,Built-up,Wetland,Water,Wetland,Wetland,Grassland,Forest
7048,Water,Built-up,Wetland,Water,Wetland,Wetland,Water,Forest
7049,Water,Built-up,Wetland,Water,Wetland,Bareland,Built-up,Grassland
7050,Water,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Water
7051,Water,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Forest
7052,Water,Built-up,Wetland,Water,Wetland,Built-up,Water,Water
7053,Water,Built-up,Wetland,Water,Wetland,Built-up,Water,Forest
7054,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
7055,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
7056,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Water
7057,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
7058,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
7059,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Grassland
7060,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Water
7061,Water,Built-up,Built-up,Non_Water,Non_Wetland,Water,Built-up,Grassland
7062,Water,Built-up,Built-up,Non_Water,Non_Wetland,Water,Built-up,Water
7063,Water,Built-up,Built-up,Water,Non_Wetland,Water,Built-up,Water
7064,Water,Built-up,Water,NULL,Water,Wetland,Bareland,Forest
7065,Water,Built-up,Water,NULL,Water,Wetland,Water,Forest
7066,Water,Built-up,Water,NULL,Water,Water,Built-up,Water
7067,Water,Built-up,Water,Water,Water,Water,Wetland,Grassland
7068,Water,Built-up,Water,Water,Water,Water,Built-up,Grassland
7069,Water,Built-up,Water,Water,Water,Water,Water,Water
7070,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7071,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Forest
7072,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
7073,Water,Built-up,Forest,NULL,Non_Wetland,Water,Built-up,Grassland
7074,Water,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
7075,Water,Built-up,Forest,Non_Water,Non_Wetland,Water,Built-up,Grassland
7076,Water,Built-up,Forest,Non_Water,Non_Wetland,Water,Built-up,Water
7077,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
7078,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
7079,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
7080,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
7081,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7082,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
7083,Water,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
7084,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7085,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
7086,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
7087,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
7088,Water,Water,NULL,NULL,Non_Wetland,Grassland,Built-up,Water
7089,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
7090,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
7091,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
7092,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
7093,Water,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
7094,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
7095,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
7096,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
7097,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
7098,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
7099,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
7100,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
7101,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
7102,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
7103,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
7104,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Bareland
7105,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
7106,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
7107,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
