Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KZU_M_R
7923,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Water
7924,Water,Water,Built-up,NULL,Non_Wetland,Water,Shrubland,NULL
7925,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Water
7926,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
7927,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Bareland
7928,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
7929,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
7930,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Water
7931,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,NULL,Grassland
7932,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7933,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
7934,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Shrubland,Bareland
7935,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
7936,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
7937,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
7938,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
7939,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
7940,Water,Water,Built-up,Water,Non_Wetland,Water,NULL,Water
7941,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Bareland
7942,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
7943,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
7944,Water,Water,Water,NULL,Water,NULL,NULL,Water
7945,Water,Water,Water,NULL,Water,NULL,Shrubland,Water
7946,Water,Water,Water,NULL,Water,NULL,Grassland,Water
7947,Water,Water,Water,NULL,Water,NULL,Wetland,Water
7948,Water,Water,Water,NULL,Water,NULL,Water,Water
7949,Water,Water,Water,NULL,Water,NULL,Water,Forest
7950,Water,Water,Water,NULL,Water,NULL,Forest,Water
7951,Water,Water,Water,NULL,Water,Shrubland,Water,Water
7952,Water,Water,Water,NULL,Water,Grassland,Grassland,NULL
7953,Water,Water,Water,NULL,Water,Grassland,Grassland,Grassland
7954,Water,Water,Water,NULL,Water,Grassland,Wetland,Water
7955,Water,Water,Water,NULL,Water,Grassland,Water,Water
7956,Water,Water,Water,NULL,Water,Wetland,NULL,NULL
7957,Water,Water,Water,NULL,Water,Wetland,NULL,Grassland
7958,Water,Water,Water,NULL,Water,Wetland,NULL,Cropland
7959,Water,Water,Water,NULL,Water,Wetland,NULL,Wetland
7960,Water,Water,Water,NULL,Water,Wetland,NULL,Water
7961,Water,Water,Water,NULL,Water,Wetland,NULL,Forest
7962,Water,Water,Water,NULL,Water,Wetland,Shrubland,Water
7963,Water,Water,Water,NULL,Water,Wetland,Shrubland,Forest
7964,Water,Water,Water,NULL,Water,Wetland,Grassland,Cropland
7965,Water,Water,Water,NULL,Water,Wetland,Grassland,Water
7966,Water,Water,Water,NULL,Water,Wetland,Grassland,Forest
7967,Water,Water,Water,NULL,Water,Wetland,Wetland,NULL
7968,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
7969,Water,Water,Water,NULL,Water,Wetland,Wetland,Wetland
7970,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
7971,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
7972,Water,Water,Water,NULL,Water,Wetland,Bareland,Grassland
7973,Water,Water,Water,NULL,Water,Wetland,Bareland,Water
7974,Water,Water,Water,NULL,Water,Wetland,Water,NULL
7975,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
7976,Water,Water,Water,NULL,Water,Wetland,Water,Cropland
7977,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
7978,Water,Water,Water,NULL,Water,Wetland,Water,Bareland
7979,Water,Water,Water,NULL,Water,Wetland,Water,Built-up
7980,Water,Water,Water,NULL,Water,Wetland,Water,Water
7981,Water,Water,Water,NULL,Water,Wetland,Water,Forest
7982,Water,Water,Water,NULL,Water,Wetland,Forest,NULL
7983,Water,Water,Water,NULL,Water,Wetland,Forest,Grassland
7984,Water,Water,Water,NULL,Water,Wetland,Forest,Water
7985,Water,Water,Water,NULL,Water,Wetland,Forest,Forest
7986,Water,Water,Water,NULL,Water,Bareland,NULL,Water
7987,Water,Water,Water,NULL,Water,Bareland,Shrubland,Water
7988,Water,Water,Water,NULL,Water,Bareland,Bareland,Water
7989,Water,Water,Water,NULL,Water,Bareland,Water,NULL
7990,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
7991,Water,Water,Water,NULL,Water,Bareland,Water,Bareland
7992,Water,Water,Water,NULL,Water,Bareland,Water,Water
7993,Water,Water,Water,NULL,Water,Water,NULL,Grassland
7994,Water,Water,Water,NULL,Water,Water,NULL,Water
7995,Water,Water,Water,NULL,Water,Water,NULL,Forest
7996,Water,Water,Water,NULL,Water,Water,Shrubland,Water
7997,Water,Water,Water,NULL,Water,Water,Shrubland,Forest
7998,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
7999,Water,Water,Water,NULL,Water,Water,Grassland,Bareland
8000,Water,Water,Water,NULL,Water,Water,Grassland,Water
8001,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
8002,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
8003,Water,Water,Water,NULL,Water,Water,Wetland,Water
8004,Water,Water,Water,NULL,Water,Water,Wetland,Forest
8005,Water,Water,Water,NULL,Water,Water,Bareland,Bareland
8006,Water,Water,Water,NULL,Water,Water,Water,NULL
8007,Water,Water,Water,NULL,Water,Water,Water,Grassland
8008,Water,Water,Water,NULL,Water,Water,Water,Wetland
8009,Water,Water,Water,NULL,Water,Water,Water,Bareland
8010,Water,Water,Water,NULL,Water,Water,Water,Water
8011,Water,Water,Water,NULL,Water,Water,Water,Forest
8012,Water,Water,Water,NULL,Water,Water,Forest,Grassland
8013,Water,Water,Water,NULL,Water,Water,Forest,Bareland
8014,Water,Water,Water,NULL,Water,Water,Forest,Water
8015,Water,Water,Water,NULL,Water,Water,Forest,Forest
8016,Water,Water,Water,NULL,Water,Forest,Shrubland,Forest
8017,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
8018,Water,Water,Water,NULL,Water,Forest,Water,Water
8019,Water,Water,Water,NULL,Water,Forest,Water,Forest
8020,Water,Water,Water,NULL,Water,Forest,Forest,Forest
8021,Water,Water,Water,Non_Water,Water,NULL,Bareland,Water
8022,Water,Water,Water,Non_Water,Water,Shrubland,Water,Water
8023,Water,Water,Water,Non_Water,Water,Wetland,NULL,Grassland
8024,Water,Water,Water,Non_Water,Water,Wetland,NULL,Cropland
8025,Water,Water,Water,Non_Water,Water,Wetland,NULL,Water
8026,Water,Water,Water,Non_Water,Water,Wetland,Shrubland,Water
8027,Water,Water,Water,Non_Water,Water,Wetland,Grassland,Grassland
8028,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
8029,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
8030,Water,Water,Water,Non_Water,Water,Wetland,Bareland,Water
8031,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
8032,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
8033,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
8034,Water,Water,Water,Non_Water,Water,Wetland,Forest,Water
8035,Water,Water,Water,Non_Water,Water,Wetland,Forest,Forest
8036,Water,Water,Water,Non_Water,Water,Bareland,Grassland,Grassland
8037,Water,Water,Water,Non_Water,Water,Bareland,Grassland,Water
8038,Water,Water,Water,Non_Water,Water,Bareland,Wetland,Forest
8039,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Water
8040,Water,Water,Water,Non_Water,Water,Bareland,Water,Grassland
8041,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
8042,Water,Water,Water,Non_Water,Water,Water,NULL,Water
8043,Water,Water,Water,Non_Water,Water,Water,Shrubland,Water
8044,Water,Water,Water,Non_Water,Water,Water,Grassland,Grassland
8045,Water,Water,Water,Non_Water,Water,Water,Grassland,Water
8046,Water,Water,Water,Non_Water,Water,Water,Grassland,Forest
8047,Water,Water,Water,Non_Water,Water,Water,Wetland,Wetland
8048,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
8049,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
8050,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
8051,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
8052,Water,Water,Water,Non_Water,Water,Water,Water,Water
8053,Water,Water,Water,Non_Water,Water,Water,Water,Forest
8054,Water,Water,Water,Non_Water,Water,Water,Forest,Water
8055,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
8056,Water,Water,Water,Non_Water,Water,Forest,Forest,Water
8057,Water,Water,Water,Water,Water,NULL,Shrubland,Water
8058,Water,Water,Water,Water,Water,NULL,Grassland,Water
8059,Water,Water,Water,Water,Water,NULL,Bareland,NULL
8060,Water,Water,Water,Water,Water,NULL,Water,Grassland
8061,Water,Water,Water,Water,Water,NULL,Water,Water
8062,Water,Water,Water,Water,Water,NULL,Water,Forest
8063,Water,Water,Water,Water,Water,NULL,Forest,Water
8064,Water,Water,Water,Water,Water,Shrubland,Shrubland,Forest
8065,Water,Water,Water,Water,Water,Shrubland,Water,Grassland
8066,Water,Water,Water,Water,Water,Shrubland,Water,Forest
8067,Water,Water,Water,Water,Water,Grassland,Water,Grassland
8068,Water,Water,Water,Water,Water,Wetland,NULL,Grassland
8069,Water,Water,Water,Water,Water,Wetland,NULL,Water
8070,Water,Water,Water,Water,Water,Wetland,Shrubland,Grassland
8071,Water,Water,Water,Water,Water,Wetland,Shrubland,Water
8072,Water,Water,Water,Water,Water,Wetland,Grassland,Water
8073,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
8074,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
8075,Water,Water,Water,Water,Water,Wetland,Wetland,Bareland
8076,Water,Water,Water,Water,Water,Wetland,Wetland,Water
8077,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
8078,Water,Water,Water,Water,Water,Wetland,Water,Grassland
8079,Water,Water,Water,Water,Water,Wetland,Water,Wetland
8080,Water,Water,Water,Water,Water,Wetland,Water,Water
8081,Water,Water,Water,Water,Water,Wetland,Water,Forest
8082,Water,Water,Water,Water,Water,Wetland,Forest,Water
8083,Water,Water,Water,Water,Water,Wetland,Forest,Forest
8084,Water,Water,Water,Water,Water,Bareland,NULL,Water
8085,Water,Water,Water,Water,Water,Bareland,Grassland,Water
8086,Water,Water,Water,Water,Water,Bareland,Wetland,Water
8087,Water,Water,Water,Water,Water,Bareland,Bareland,Water
8088,Water,Water,Water,Water,Water,Bareland,Water,Water
8089,Water,Water,Water,Water,Water,Bareland,Water,Forest
8090,Water,Water,Water,Water,Water,Water,NULL,Grassland
8091,Water,Water,Water,Water,Water,Water,NULL,Wetland
8092,Water,Water,Water,Water,Water,Water,NULL,Water
8093,Water,Water,Water,Water,Water,Water,Shrubland,Water
8094,Water,Water,Water,Water,Water,Water,Grassland,Water
8095,Water,Water,Water,Water,Water,Water,Wetland,NULL
8096,Water,Water,Water,Water,Water,Water,Wetland,Water
8097,Water,Water,Water,Water,Water,Water,Bareland,Grassland
8098,Water,Water,Water,Water,Water,Water,Bareland,Water
8099,Water,Water,Water,Water,Water,Water,Water,Grassland
8100,Water,Water,Water,Water,Water,Water,Water,Wetland
8101,Water,Water,Water,Water,Water,Water,Water,Bareland
8102,Water,Water,Water,Water,Water,Water,Water,Water
8103,Water,Water,Water,Water,Water,Water,Water,Forest
8104,Water,Water,Water,Water,Water,Water,Forest,Water
8105,Water,Water,Water,Water,Water,Water,Forest,Forest
8106,Water,Water,Water,Water,Water,Forest,Grassland,Grassland
8107,Water,Water,Water,Water,Water,Forest,Water,Water
8108,Water,Water,Water,Water,Water,Forest,Water,Forest
8109,Water,Water,Water,Water,Water,Forest,Forest,Water
8110,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8111,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
8112,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8113,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
8114,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
8115,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
8116,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8117,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
8118,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
8119,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
8120,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
8121,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
8122,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
8123,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
8124,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
8125,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
8126,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
8127,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
8128,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
8129,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8130,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Water
8131,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
8132,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Water
8133,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
8134,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
8135,Water,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8136,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8137,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
8138,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
8139,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
8140,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
8141,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
8142,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
8143,Water,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
8144,Water,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8145,Water,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
8146,Water,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
8147,Water,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
8148,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
8149,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
8150,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
8151,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
8152,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
8153,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
8154,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
8155,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
8156,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
8157,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
8158,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,NULL
8159,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
8160,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
8161,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Built-up
8162,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
8163,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
8164,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
8165,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
8166,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
8167,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Water
8168,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
8169,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
8170,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
8171,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
8172,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
8173,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
8174,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
8175,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
8176,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
8177,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
8178,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
8179,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
8180,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
8181,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,NULL
8182,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
8183,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
8184,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
8185,Water,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
8186,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
8187,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
8188,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
8189,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
8190,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
8191,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,NULL
8192,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
8193,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
8194,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
8195,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
8196,Water,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
8197,Water,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
8198,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8199,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
8200,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
8201,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
8202,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
8203,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
8204,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
8205,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8206,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8207,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
8208,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
8209,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
8210,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8211,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
8212,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
8213,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Water
8214,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
8215,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8216,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
8217,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Water
8218,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8219,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8220,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
8221,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8222,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
8223,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
8224,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
8225,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
8226,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
8227,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
8228,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
8229,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
8230,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
8231,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
8232,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
8233,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
8234,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Water
8235,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
8236,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
8237,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
8238,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
8239,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
8240,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,NULL
8241,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
8242,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
8243,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
8244,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
8245,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
8246,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Wetland
8247,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
8248,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
8249,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
8250,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
8251,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
8252,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
8253,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
8254,Water,Water,Forest,Water,Non_Wetland,NULL,Shrubland,Grassland
8255,Water,Water,Forest,Water,Non_Wetland,NULL,Shrubland,Water
8256,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
8257,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
8258,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
8259,Water,Water,Forest,Water,Non_Wetland,Shrubland,Water,Water
8260,Water,Water,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
8261,Water,Water,Forest,Water,Non_Wetland,Wetland,NULL,Wetland
8262,Water,Water,Forest,Water,Non_Wetland,Wetland,NULL,Water
8263,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Water
8264,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
8265,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
8266,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
8267,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
8268,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
8269,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
8270,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
8271,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
8272,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
8273,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
8274,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
8275,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Grassland
8276,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Water
8277,Water,Water,Forest,Water,Non_Wetland,Water,Shrubland,Water
8278,Water,Water,Forest,Water,Non_Wetland,Water,Shrubland,Forest
8279,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Grassland
8280,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
8281,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
8282,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
8283,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
8284,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
8285,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
8286,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
8287,Water,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
8288,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Grassland
8289,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
8290,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
8291,Water,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
8292,Water,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
8293,Water,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
8294,Water,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Water
8295,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
8296,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
8297,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
8298,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
8299,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
8300,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
8301,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
8302,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
8303,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
8304,Water,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
8305,Water,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
8306,Water,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
8307,Water,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
8308,Water,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8309,Water,Forest,NULL,Water,Non_Wetland,Wetland,NULL,Wetland
8310,Water,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Water
8311,Water,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
