Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LEJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LEJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LEJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LEJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LEJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LEJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LEJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LEJ_M_R
1840,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1841,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1842,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1843,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1844,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1845,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1846,Cropland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1847,Cropland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1848,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
1849,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
1850,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Forest
1851,Cropland,NULL,Grassland,Water,Non_Wetland,Water,Bareland,Grassland
1852,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1853,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1854,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1855,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1856,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1857,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1858,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1859,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1860,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1861,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1862,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1863,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1864,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1865,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1866,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1867,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1868,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1869,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1870,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1871,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1872,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1873,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1874,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1875,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1876,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1877,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1878,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1879,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1880,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
1881,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1882,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1883,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1884,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1885,Cropland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1886,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
1887,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1888,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1889,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
1890,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1891,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
1892,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1893,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1894,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1895,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1896,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1897,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1898,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1899,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1900,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1901,Cropland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1902,Cropland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
1903,Cropland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
1904,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1905,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1906,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1907,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1908,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1909,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1910,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1911,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1912,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1913,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1914,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1915,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1916,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1917,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1918,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1919,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1920,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1921,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
1922,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1923,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1924,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1925,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1926,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
1927,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1928,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1929,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1930,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1931,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1932,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1933,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1934,Cropland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1935,Cropland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1936,Cropland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
1937,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest,Bareland,Forest
1938,Cropland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1939,Cropland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1940,Cropland,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Forest
1941,Cropland,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
1942,Cropland,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
1943,Cropland,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
1944,Cropland,NULL,Forest,Water,Non_Wetland,Bareland,Forest,Forest
1945,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1946,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1947,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1948,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1949,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1950,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1951,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1952,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1953,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
1954,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1955,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1956,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1957,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1958,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
1959,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1960,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1961,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1962,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1963,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1964,Cropland,Cropland,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
1965,Cropland,Cropland,NULL,Water,Non_Wetland,Water,Grassland,Grassland
1966,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1967,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1968,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1969,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1970,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1971,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1972,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
1973,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1974,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1975,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1976,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
1977,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
1978,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water,Grassland,Water
1979,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1980,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
1981,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1982,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1983,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1984,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1985,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1986,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1987,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1988,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
1989,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1990,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1991,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1992,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1993,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1994,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1995,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1996,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1997,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1998,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1999,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2000,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
2001,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Water
2002,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2003,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2004,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2005,Cropland,Cropland,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
2006,Cropland,Cropland,Grassland,Water,Non_Wetland,Bareland,Grassland,Water
2007,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2008,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2009,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2010,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2011,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2012,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2013,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2014,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2015,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2016,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2017,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2018,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2019,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2020,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
2021,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2022,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2023,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2024,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2025,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2026,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2027,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2028,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2029,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
2030,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
2031,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2032,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2033,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2034,Cropland,Cropland,Wetland,NULL,Wetland,Water,Forest,Forest
2035,Cropland,Cropland,Wetland,Water,Wetland,Water,Grassland,Bareland
2036,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
2037,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
2038,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2039,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2040,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2041,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
2042,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2043,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2044,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2045,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2046,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2047,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2048,Cropland,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
2049,Cropland,Cropland,Water,Non_Water,Water,Grassland,Grassland,Grassland
2050,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2051,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2052,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2053,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2054,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2055,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2056,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2057,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2058,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2059,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2060,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
2061,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2062,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2063,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2064,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2065,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
2066,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2067,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2068,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2069,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2070,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2071,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2072,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2073,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
2074,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
2075,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2076,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2077,Cropland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2078,Cropland,Wetland,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
2079,Cropland,Wetland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2080,Cropland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2081,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2082,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2083,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
2084,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2085,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2086,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2087,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2088,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2089,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2090,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2091,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2092,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2093,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2094,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2095,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2096,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2097,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2098,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2099,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2100,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2101,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2102,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2103,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2104,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2105,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2106,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2107,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2108,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2109,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
2110,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
2111,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2112,Cropland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2113,Cropland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2114,Cropland,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
2115,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2116,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2117,Cropland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
2118,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2119,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
2120,Cropland,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2121,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2122,Cropland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
2123,Cropland,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
2124,Cropland,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
2125,Cropland,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
2126,Cropland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
2127,Cropland,Water,Water,NULL,Water,Bareland,Grassland,Grassland
2128,Cropland,Water,Water,NULL,Water,Bareland,Wetland,Forest
2129,Cropland,Water,Water,Non_Water,Water,Bareland,Water,Water
2130,Cropland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2131,Cropland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2132,Cropland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2133,Cropland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2134,Cropland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
2135,Cropland,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2136,Cropland,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
2137,Cropland,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
2138,Cropland,Water,Forest,Water,Non_Wetland,Bareland,Forest,Forest
2139,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2140,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
2141,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2142,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2143,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2144,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2145,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2146,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2147,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2148,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2149,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2150,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2151,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2152,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2153,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2154,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2155,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2156,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2157,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
