Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NMM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NMM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NMM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NMM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NMM_M_R
696,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
697,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
698,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
699,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
700,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
701,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
702,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
703,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
704,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
705,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
706,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
707,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
708,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
709,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
710,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
711,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
712,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
713,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
714,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
715,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
716,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
717,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
718,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
719,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
720,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
721,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
722,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
723,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
724,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
725,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
726,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
727,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
728,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
729,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
730,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
731,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
732,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
733,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
734,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
735,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
736,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
737,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
738,Water,Water,Water,NULL,Water,NULL,NULL,Water
739,Water,Water,Water,NULL,Water,NULL,NULL,Forest
740,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
741,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
742,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
743,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
744,Water,Water,Water,Water,Water,NULL,NULL,Grassland
745,Water,Water,Water,Water,Water,NULL,NULL,Wetland
746,Water,Water,Water,Water,Water,NULL,NULL,Bareland
747,Water,Water,Water,Water,Water,NULL,NULL,Water
748,Water,Water,Water,Water,Water,NULL,NULL,Forest
749,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
750,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
751,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
752,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
753,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
754,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
755,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
756,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
757,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
758,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
759,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
760,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
761,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
762,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
763,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
764,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
765,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
766,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
767,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
768,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
769,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
770,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
771,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
772,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
773,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
774,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
775,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
776,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
777,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
778,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
779,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
780,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
781,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
782,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
783,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
784,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
785,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
786,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
787,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
788,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
789,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
790,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
791,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
792,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
793,Water,Forest,Water,NULL,Water,NULL,NULL,Water
794,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
795,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
796,Water,Forest,Water,Water,Water,NULL,NULL,Wetland
797,Water,Forest,Water,Water,Water,NULL,NULL,Water
798,Water,Forest,Water,Water,Water,NULL,NULL,Forest
799,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
800,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
801,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
802,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
803,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
804,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
805,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
806,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
807,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
808,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
809,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
810,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
811,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
812,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
813,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
814,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
815,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
816,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
817,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
818,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
819,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
820,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
821,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
822,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
823,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
824,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
825,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
826,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
827,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
828,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Grassland
829,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Water
830,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Wetland
831,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Bareland
832,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
833,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
834,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
835,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
836,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
837,Permanent_ice_and_snow,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
838,Permanent_ice_and_snow,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
839,Permanent_ice_and_snow,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
840,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
841,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
842,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
843,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
844,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
845,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
846,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
847,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
848,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
849,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
850,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
851,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
852,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
853,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Water
854,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Wetland
855,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Bareland
856,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
857,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
858,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
859,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
860,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
861,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
862,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
863,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
864,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
865,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
866,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
867,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
868,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
869,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
870,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
871,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
872,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
873,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
874,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
875,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
876,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
877,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
878,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
879,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
880,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
881,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
882,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
883,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
884,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
885,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
886,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
887,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
888,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
889,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
890,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
891,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
892,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
893,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
894,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
895,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
896,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
897,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
898,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
899,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
900,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
901,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
902,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
903,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
904,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
905,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
906,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
907,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
908,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
909,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
910,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
911,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
912,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
913,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
914,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
915,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
916,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
917,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
918,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
919,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
920,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
921,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
922,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
923,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
924,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
925,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
926,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
927,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
928,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
929,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
930,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
931,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
932,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
933,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
934,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
935,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
936,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
937,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
938,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
939,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
940,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
941,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
942,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
943,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
944,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
945,Forest,NULL,Water,Water,Water,NULL,NULL,Water
946,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
947,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
948,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
949,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
950,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
951,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
952,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
953,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
954,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
955,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
956,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
957,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
958,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
959,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
960,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
961,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
962,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
963,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
964,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
965,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
966,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
967,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
968,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
969,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
970,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
971,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
972,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
973,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
974,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
975,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
976,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
977,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
978,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
979,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
980,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
981,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
982,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
983,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
984,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
985,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
986,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
987,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
988,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
989,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
990,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
991,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
992,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
993,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
994,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
995,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
996,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
997,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
998,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
999,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
1000,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1001,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1002,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1003,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1004,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1005,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1006,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1007,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1008,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1009,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1010,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1011,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
1012,Forest,Bareland,Water,Water,Water,NULL,NULL,Forest
1013,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1014,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1015,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1016,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1017,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1018,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1019,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1020,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1021,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1022,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1023,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1024,Forest,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1025,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1026,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1027,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1028,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1029,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1030,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1031,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1032,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1033,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1034,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1035,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1036,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1037,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1038,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1039,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1040,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
