Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KQE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KQE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KQE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KQE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KQE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KQE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KQE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KQE_M_R
678,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
679,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
680,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
681,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
682,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
683,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
684,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
685,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
686,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
687,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
688,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
689,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
690,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
691,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
692,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
693,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
694,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
695,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
696,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
697,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
698,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
699,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
700,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
701,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
702,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
703,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
704,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
705,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
706,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
707,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
708,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
709,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
710,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
711,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
712,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
713,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
714,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
715,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
716,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
717,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
718,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
719,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
720,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
721,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
722,Forest,Forest,Water,NULL,Water,NULL,NULL,NULL
723,Forest,Forest,Water,NULL,Water,NULL,NULL,Wetland
724,Forest,Forest,Water,NULL,Water,NULL,NULL,Built-up
725,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
726,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
727,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
728,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
729,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
730,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
731,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
732,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
733,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
734,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
735,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
736,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
737,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
738,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
739,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
740,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
