Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NCD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NCD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NCD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NCD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NCD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NCD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NCD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NCD_M_R
351,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
352,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
353,Water,NULL,Water,Water,Water,NULL,NULL,Water
354,Water,NULL,Water,Water,Water,NULL,NULL,Forest
355,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
356,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
357,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
358,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
359,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
360,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
361,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
362,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
363,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
364,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
365,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
366,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
367,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
368,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
369,Water,Wetland,Water,Water,Water,NULL,NULL,Water
370,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
371,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
372,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
373,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
374,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
375,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
376,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
377,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
378,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
379,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
380,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
381,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
382,Water,Bareland,Water,Water,Water,NULL,NULL,Water
383,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
384,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
385,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
386,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
387,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
388,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
389,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
390,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
391,Water,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
392,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
393,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
394,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
395,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
396,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
397,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
398,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
399,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
400,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
401,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
402,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
403,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
404,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
405,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
406,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
407,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
408,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
409,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
410,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
411,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
412,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
413,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
414,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
415,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
416,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
417,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
418,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
419,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
420,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
421,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
422,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
423,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
424,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
425,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
426,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
427,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
428,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
429,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
430,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
431,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
432,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
433,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
434,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
435,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
436,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
437,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
438,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
439,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
440,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
441,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
442,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
443,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
444,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
445,Water,Water,Water,NULL,Water,NULL,NULL,Water
446,Water,Water,Water,NULL,Water,NULL,NULL,Forest
447,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
448,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
449,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
450,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
451,Water,Water,Water,Water,Water,NULL,NULL,Grassland
452,Water,Water,Water,Water,Water,NULL,NULL,Wetland
453,Water,Water,Water,Water,Water,NULL,NULL,Bareland
454,Water,Water,Water,Water,Water,NULL,NULL,Water
455,Water,Water,Water,Water,Water,NULL,NULL,Forest
456,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
457,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
458,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
459,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
460,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
461,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
462,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
463,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
464,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
465,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
466,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
467,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
468,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
469,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
470,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
471,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
472,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
473,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
474,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
475,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
476,Water,Forest,Water,NULL,Water,NULL,NULL,Water
477,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
478,Water,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
479,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
480,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
481,Water,Forest,Water,Water,Water,NULL,NULL,Water
482,Water,Forest,Water,Water,Water,NULL,NULL,Forest
483,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
484,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
485,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
486,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
487,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
488,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
489,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
490,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
491,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
492,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
493,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
494,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
495,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
496,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
497,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
498,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
499,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
500,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
501,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
502,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
503,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
504,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
505,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
506,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
507,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
508,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
509,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
510,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
511,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
512,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
513,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
514,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
515,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
516,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
517,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
518,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
519,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
520,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
521,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
522,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
523,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
524,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
525,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
526,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
527,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
528,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
529,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
530,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
531,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
532,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
533,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
534,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
535,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
536,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
537,Forest,NULL,Water,Water,Water,NULL,NULL,Water
538,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
539,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
540,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
541,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
542,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
543,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
544,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
545,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
546,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
547,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
548,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
549,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
550,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
551,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
552,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
553,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
554,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
555,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
556,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
557,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
558,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
559,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
560,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
561,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
562,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
563,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
564,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
565,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
566,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
567,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
568,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
569,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
570,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
571,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
572,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
573,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
574,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
575,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
576,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
577,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
578,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
579,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
580,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
581,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
582,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
583,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
584,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
585,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
586,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
587,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
588,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
589,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
590,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
591,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
592,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
593,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
594,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
595,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
596,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
597,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
598,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
599,Forest,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
600,Forest,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
601,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
602,Forest,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Forest
603,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
604,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
605,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
606,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
607,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
608,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
609,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
610,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
611,Forest,Built-up,Water,Water,Water,NULL,NULL,Forest
612,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
613,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
614,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
615,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
616,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
617,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
618,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
619,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
620,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
621,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
622,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
623,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
624,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
625,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
626,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
627,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
628,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
629,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
630,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
631,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
632,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
633,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
634,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
635,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
636,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
637,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
638,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
639,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
640,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
641,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
642,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
643,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
644,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
645,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
646,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
647,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
648,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
649,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
650,Forest,Water,Water,NULL,Water,NULL,NULL,Water
651,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
652,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
653,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
654,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
655,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
656,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
657,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
658,Forest,Water,Water,Water,Water,NULL,NULL,Water
659,Forest,Water,Water,Water,Water,NULL,NULL,Forest
660,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
661,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
662,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
663,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
664,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
665,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
666,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
667,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
668,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
669,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
670,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
671,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
672,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
673,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
674,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
675,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
676,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
677,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
678,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
679,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
680,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
681,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
682,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
683,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
684,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
685,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
686,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
687,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
688,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
689,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
690,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
691,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
692,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
693,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
694,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
695,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
696,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
697,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
698,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
699,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
700,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
701,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
702,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
703,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
704,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
705,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
706,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
707,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
708,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
709,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
710,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
711,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
712,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
713,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
714,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
715,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
716,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
717,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
718,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
719,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
720,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
721,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
