Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NFC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NFC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NFC_M_R
341,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
342,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
343,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
344,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
345,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
346,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
347,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
348,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
349,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
350,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
351,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
352,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
353,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
354,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
355,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
356,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
357,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
358,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
359,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
360,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
361,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
362,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
363,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
364,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
365,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
366,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
367,Cropland,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
368,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
369,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
370,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
371,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
372,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
373,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
374,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
375,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
376,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
377,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
378,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
379,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
380,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
381,Wetland,Water,Water,Water,Water,NULL,NULL,Water
382,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
383,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
384,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
385,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
386,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
387,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
388,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
389,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
390,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
391,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
392,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
393,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
394,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
395,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
396,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
397,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
398,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
399,Bareland,Built-up,Water,Water,Water,NULL,NULL,Grassland
400,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
401,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
402,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
403,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
404,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
405,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
406,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
407,Bareland,Water,Water,Water,Water,NULL,NULL,Water
408,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
409,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
410,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
411,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
412,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
413,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
414,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
415,Water,NULL,Water,Water,Water,NULL,NULL,Water
416,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
417,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
418,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
419,Water,Bareland,Water,Water,Water,NULL,NULL,Water
420,Water,Built-up,Shrubland,Water,Non_Wetland,Wetland,Water,Water
421,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
422,Water,Built-up,Wetland,Water,Wetland,Wetland,Water,Forest
423,Water,Built-up,Water,NULL,Water,NULL,NULL,Forest
424,Water,Built-up,Water,Water,Water,NULL,NULL,Water
425,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
426,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
427,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
428,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
429,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
430,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
431,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
432,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
433,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
434,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
435,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
436,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
437,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
438,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
439,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
440,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
441,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
442,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
443,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
444,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
445,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Water
446,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
447,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
448,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
449,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
450,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
451,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
452,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
453,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
454,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
455,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
456,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
457,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
458,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
459,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
460,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
461,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
462,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
463,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
464,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
465,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
466,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
467,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
468,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
469,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
470,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
471,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
472,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
473,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
474,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
475,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
476,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
477,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
478,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
479,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
480,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
481,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
482,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
483,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
484,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
485,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
486,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
487,Water,Water,Wetland,Water,Wetland,Water,Water,Water
488,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
489,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
490,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
491,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
492,Water,Water,Water,NULL,Water,NULL,NULL,Water
493,Water,Water,Water,NULL,Water,NULL,NULL,Forest
494,Water,Water,Water,NULL,Water,Grassland,Water,Water
495,Water,Water,Water,NULL,Water,Wetland,NULL,Grassland
496,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
497,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
498,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
499,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
500,Water,Water,Water,NULL,Water,Wetland,Water,Water
501,Water,Water,Water,NULL,Water,Wetland,Water,Forest
502,Water,Water,Water,NULL,Water,Water,Wetland,Water
503,Water,Water,Water,NULL,Water,Water,Wetland,Forest
504,Water,Water,Water,NULL,Water,Water,Water,Grassland
505,Water,Water,Water,NULL,Water,Water,Water,Water
506,Water,Water,Water,NULL,Water,Water,Water,Forest
507,Water,Water,Water,NULL,Water,Water,Forest,Water
508,Water,Water,Water,NULL,Water,Water,Forest,Forest
509,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
510,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
511,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
512,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
513,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
514,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
515,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
516,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
517,Water,Water,Water,Non_Water,Water,Water,Water,Water
518,Water,Water,Water,Non_Water,Water,Water,Water,Forest
519,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
520,Water,Water,Water,Water,Water,NULL,NULL,Grassland
521,Water,Water,Water,Water,Water,NULL,NULL,Wetland
522,Water,Water,Water,Water,Water,NULL,NULL,Water
523,Water,Water,Water,Water,Water,NULL,NULL,Forest
524,Water,Water,Water,Water,Water,Grassland,Water,Water
525,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
526,Water,Water,Water,Water,Water,Wetland,Wetland,Water
527,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
528,Water,Water,Water,Water,Water,Wetland,Water,Water
529,Water,Water,Water,Water,Water,Wetland,Water,Forest
530,Water,Water,Water,Water,Water,Water,Wetland,Water
531,Water,Water,Water,Water,Water,Water,Wetland,Forest
532,Water,Water,Water,Water,Water,Water,Water,Grassland
533,Water,Water,Water,Water,Water,Water,Water,Wetland
534,Water,Water,Water,Water,Water,Water,Water,Water
535,Water,Water,Water,Water,Water,Water,Water,Forest
536,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
537,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
538,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
539,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
540,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
541,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
542,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
543,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
544,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
545,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
546,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
547,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
548,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
549,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
550,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
551,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
552,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
553,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
554,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
555,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
556,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
557,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
558,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
559,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
560,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Water
561,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Wetland
562,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
563,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
564,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
565,Permanent_ice_and_snow,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
566,Permanent_ice_and_snow,Built-up,Water,Non_Water,Water,NULL,NULL,Water
567,Permanent_ice_and_snow,Built-up,Water,Water,Water,NULL,NULL,Water
568,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
569,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
570,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
571,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
572,Permanent_ice_and_snow,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
573,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
574,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Water
575,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
576,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
577,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
578,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Water
579,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Water
580,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
581,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
582,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
583,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
584,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
585,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
586,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
587,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
588,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
589,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
590,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
591,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
592,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
593,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
594,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
595,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
596,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
597,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
598,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
599,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
600,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
601,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
602,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
603,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
604,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
605,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
606,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
607,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
608,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
609,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
610,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
611,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
612,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
613,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
614,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
615,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
616,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
617,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
618,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
619,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
620,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
621,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
622,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
623,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
624,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
625,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
626,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
627,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
628,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
629,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
630,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
631,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
632,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
633,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
634,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
635,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
636,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
637,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
638,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
639,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
640,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
641,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
642,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
643,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
644,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
645,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
646,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
647,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
648,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
649,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
650,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
651,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
652,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
653,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
654,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
655,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
656,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
657,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
658,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
659,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
660,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
661,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
662,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
663,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,NULL
664,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
665,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
666,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
667,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
668,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
669,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
670,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
671,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
672,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
673,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
674,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
675,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
676,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
677,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
678,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
679,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
680,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
681,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
682,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
683,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
684,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
685,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
686,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
687,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
688,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
689,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
690,Forest,NULL,Water,Water,Water,NULL,NULL,Water
691,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
692,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
693,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
694,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
695,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
696,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
697,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
698,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
699,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
700,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
701,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
702,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
703,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
704,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
705,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
706,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
707,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
708,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
