Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KRV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KRV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KRV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KRV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KRV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KRV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KRV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KRV_M_R
1668,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1669,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1670,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1671,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1672,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1673,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1674,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1675,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1676,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1677,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1678,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1679,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1680,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1681,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1682,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1683,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1684,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1685,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1686,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1687,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1688,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1689,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1690,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1691,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1692,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1693,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1694,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1695,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1696,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1697,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1698,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1699,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1700,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1701,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1702,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1703,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1704,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1705,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1706,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1707,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1708,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1709,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1710,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1711,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1712,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1713,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1714,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1715,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1716,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1717,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,NULL
1718,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1719,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
1720,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1721,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1722,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1723,Bareland,NULL,Water,NULL,Water,NULL,NULL,NULL
1724,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1725,Bareland,NULL,Water,NULL,Water,NULL,NULL,Cropland
1726,Bareland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1727,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1728,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
1729,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
1730,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
1731,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1732,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1733,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1734,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1735,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1736,Bareland,NULL,Water,Water,Water,NULL,NULL,NULL
1737,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
1738,Bareland,NULL,Water,Water,Water,NULL,NULL,Cropland
1739,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
1740,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
1741,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1742,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
1743,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1744,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1745,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1746,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1747,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1748,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1749,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1750,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1751,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1752,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1753,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1754,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1755,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1756,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1757,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1758,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1759,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1760,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1761,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1762,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1763,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1764,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1765,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1766,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1767,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1768,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1769,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1770,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1771,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1772,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1773,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1774,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1775,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1776,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1777,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1778,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1779,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1780,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
1781,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1782,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1783,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1784,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1785,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1786,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1787,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1788,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1789,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1790,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1791,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1792,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1793,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1794,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1795,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1796,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1797,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1798,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1799,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1800,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1801,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1802,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1803,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1804,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1805,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1806,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1807,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1808,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1809,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1810,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1811,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1812,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1813,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1814,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1815,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1816,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1817,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1818,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1819,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1820,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1821,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1822,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1823,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Built-up
1824,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1825,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1826,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
1827,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1828,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1829,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1830,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1831,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1832,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1833,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1834,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1835,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1836,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1837,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1838,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1839,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1840,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1841,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1842,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1843,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1844,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1845,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1846,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1847,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1848,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1849,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1850,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1851,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1852,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1853,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1854,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1855,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1856,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1857,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1858,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1859,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1860,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1861,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1862,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1863,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1864,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1865,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1866,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1867,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,NULL
1868,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1869,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1870,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1871,Bareland,Cropland,Water,NULL,Water,NULL,NULL,NULL
1872,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1873,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1874,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
1875,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Water
1876,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Forest
1877,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1878,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
1879,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
1880,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
1881,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
1882,Bareland,Cropland,Water,Water,Water,NULL,NULL,Grassland
1883,Bareland,Cropland,Water,Water,Water,NULL,NULL,Cropland
1884,Bareland,Cropland,Water,Water,Water,NULL,NULL,Wetland
1885,Bareland,Cropland,Water,Water,Water,NULL,NULL,Bareland
1886,Bareland,Cropland,Water,Water,Water,NULL,NULL,Water
1887,Bareland,Cropland,Water,Water,Water,NULL,NULL,Forest
1888,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1889,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1890,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1891,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1892,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1893,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1894,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1895,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1896,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1897,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1898,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1899,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1900,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1901,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1902,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1903,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,NULL
1904,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1905,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1906,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1907,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1908,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1909,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1910,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1911,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1912,Bareland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1913,Bareland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1914,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1915,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1916,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1917,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1918,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1919,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1920,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1921,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1922,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1923,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1924,Bareland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1925,Bareland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1926,Bareland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1927,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1928,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1929,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1930,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1931,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1932,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1933,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1934,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1935,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1936,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1937,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1938,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1939,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1940,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1941,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Bareland
1942,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Water
1943,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1944,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
1945,Bareland,Wetland,Water,Water,Water,NULL,NULL,Grassland
1946,Bareland,Wetland,Water,Water,Water,NULL,NULL,Bareland
1947,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
1948,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1949,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1950,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1951,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1952,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1953,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1954,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1955,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1956,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1957,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1958,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1959,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1960,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1961,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1962,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1963,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1964,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1965,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1966,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1967,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1968,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1969,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1970,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1971,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1972,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1973,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1974,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1975,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1976,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1977,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1978,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1979,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1980,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1981,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1982,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1983,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1984,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1985,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1986,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1987,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1988,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1989,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1990,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1991,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1992,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1993,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1994,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1995,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1996,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1997,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1998,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1999,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,NULL
2000,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2001,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Cropland
2002,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Wetland
