Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KYV_M_R
6744,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
6745,Bareland,Water,Wetland,Water,Wetland,Water,Water,Wetland
6746,Bareland,Water,Wetland,Water,Wetland,Water,Water,Bareland
6747,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
6748,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
6749,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
6750,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
6751,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
6752,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
6753,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
6754,Bareland,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
6755,Bareland,Water,Water,Non_Water,Water,Grassland,Water,Built-up
6756,Bareland,Water,Water,Non_Water,Water,Bareland,Water,Water
6757,Bareland,Water,Water,Non_Water,Water,Water,Water,Wetland
6758,Bareland,Water,Water,Non_Water,Water,Water,Water,Water
6759,Bareland,Water,Water,Water,Water,Bareland,Water,Bareland
6760,Bareland,Water,Water,Water,Water,Water,Grassland,Water
6761,Bareland,Water,Water,Water,Water,Water,Water,Wetland
6762,Bareland,Water,Water,Water,Water,Water,Water,Water
6763,Bareland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
6764,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6765,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6766,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
6767,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6768,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
6769,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6770,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6771,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
6772,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6773,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6774,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6775,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6776,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6777,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
6778,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6779,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6780,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6781,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6782,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6783,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6784,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6785,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
6786,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6787,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6788,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
6789,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6790,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
6791,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6792,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
6793,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6794,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6795,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6796,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
6797,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
6798,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6799,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
6800,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6801,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6802,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6803,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
6804,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6805,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
6806,Water,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Water
6807,Water,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
6808,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6809,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
6810,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
6811,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6812,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
6813,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
6814,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
6815,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
6816,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
6817,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
6818,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
6819,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
6820,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
6821,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
6822,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Water
6823,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
6824,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
6825,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
6826,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Wetland
6827,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
6828,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
6829,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,NULL
6830,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
6831,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
6832,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
6833,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
6834,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
6835,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
6836,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
6837,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
6838,Water,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
6839,Water,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6840,Water,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
6841,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6842,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
6843,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
6844,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
6845,Water,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
6846,Water,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Water
6847,Water,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Forest
6848,Water,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
6849,Water,NULL,NULL,Water,Non_Wetland,Water,Wetland,Water
6850,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6851,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
6852,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
6853,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6854,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6855,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6856,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
6857,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
6858,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
6859,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6860,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
6861,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
6862,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6863,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6864,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6865,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
6866,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
6867,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6868,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6869,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
6870,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
6871,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6872,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
6873,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
6874,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
6875,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
6876,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6877,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6878,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
6879,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
6880,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6881,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
6882,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
6883,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
6884,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
6885,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
6886,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
6887,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
6888,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
6889,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
6890,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
6891,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
6892,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
6893,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
6894,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
6895,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
6896,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
6897,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
6898,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
6899,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
6900,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
6901,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
6902,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Water
6903,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
6904,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
6905,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
6906,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
6907,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
6908,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Forest
6909,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
6910,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6911,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
6912,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
6913,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6914,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
6915,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6916,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6917,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
6918,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
6919,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6920,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
6921,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
6922,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
6923,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
6924,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
6925,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6926,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
6927,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6928,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
6929,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6930,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6931,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6932,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6933,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6934,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6935,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
6936,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6937,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
6938,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
6939,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
6940,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
6941,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
6942,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6943,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6944,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
6945,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
6946,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
6947,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Water
6948,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6949,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
6950,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
6951,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
6952,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6953,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6954,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
6955,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6956,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
6957,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
6958,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
6959,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
6960,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,NULL
6961,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
6962,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
6963,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
6964,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
6965,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
6966,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
6967,Water,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
6968,Water,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
6969,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,NULL
6970,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
6971,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
6972,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
6973,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
6974,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
6975,Water,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Wetland
6976,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,NULL
6977,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
6978,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
6979,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
6980,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
6981,Water,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
6982,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Water
6983,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6984,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
6985,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
6986,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
6987,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
6988,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
6989,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
6990,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
6991,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
6992,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
6993,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
6994,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
6995,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Bareland
6996,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
6997,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
6998,Water,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Wetland
6999,Water,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Water
7000,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
7001,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
7002,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
7003,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
7004,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
7005,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
7006,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
7007,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Forest
7008,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
7009,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Bareland
7010,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
7011,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
7012,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
7013,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
7014,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
7015,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
7016,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
7017,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
7018,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
7019,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
7020,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
7021,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
7022,Water,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
7023,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
7024,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
7025,Water,NULL,Wetland,NULL,Wetland,Forest,Water,Wetland
7026,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
7027,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
7028,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
7029,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
7030,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
7031,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
7032,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
7033,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
7034,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,NULL
7035,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
7036,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
7037,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
7038,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
7039,Water,NULL,Wetland,Water,Wetland,NULL,Water,Water
7040,Water,NULL,Wetland,Water,Wetland,NULL,Water,Forest
7041,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
7042,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
7043,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
7044,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Water
7045,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
7046,Water,NULL,Wetland,Water,Wetland,Wetland,NULL,Forest
7047,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
7048,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
7049,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
7050,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Water
7051,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
7052,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
7053,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Water
7054,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
7055,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
7056,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
7057,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
7058,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
7059,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
7060,Water,NULL,Wetland,Water,Wetland,Forest,Water,Water
7061,Water,NULL,Wetland,Water,Wetland,Forest,Water,Forest
7062,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
7063,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
7064,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
7065,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Water
7066,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
7067,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
7068,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
7069,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
7070,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
7071,Water,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Water
7072,Water,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Water
7073,Water,NULL,Built-up,Water,Non_Wetland,Water,Water,Bareland
7074,Water,NULL,Water,NULL,Water,NULL,Grassland,Grassland
7075,Water,NULL,Water,NULL,Water,NULL,Water,Grassland
7076,Water,NULL,Water,NULL,Water,NULL,Water,Forest
7077,Water,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
7078,Water,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
7079,Water,NULL,Water,NULL,Water,Grassland,Water,Grassland
7080,Water,NULL,Water,NULL,Water,Wetland,NULL,Grassland
7081,Water,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
7082,Water,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
7083,Water,NULL,Water,NULL,Water,Wetland,Grassland,Water
7084,Water,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
7085,Water,NULL,Water,NULL,Water,Wetland,Water,Wetland
7086,Water,NULL,Water,NULL,Water,Wetland,Water,Water
7087,Water,NULL,Water,NULL,Water,Bareland,Grassland,Water
7088,Water,NULL,Water,NULL,Water,Water,NULL,Grassland
7089,Water,NULL,Water,NULL,Water,Water,NULL,Wetland
7090,Water,NULL,Water,NULL,Water,Water,NULL,Water
7091,Water,NULL,Water,NULL,Water,Water,NULL,Forest
7092,Water,NULL,Water,NULL,Water,Water,Grassland,Wetland
7093,Water,NULL,Water,NULL,Water,Water,Grassland,Water
7094,Water,NULL,Water,NULL,Water,Water,Water,Grassland
