Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LHF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LHF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LHF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LHF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LHF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LHF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LHF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LHF_M_R
694,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
695,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
696,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
697,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
698,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
699,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
700,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
701,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
702,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
703,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
704,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
705,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
706,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
707,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
708,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
709,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
710,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
711,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
712,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
713,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
714,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
715,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
716,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
717,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
718,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
719,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
720,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
721,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
722,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
723,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
724,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
725,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
726,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
727,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
728,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
729,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
730,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
731,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
732,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
733,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
734,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
735,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
736,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
737,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
738,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
739,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
740,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
741,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
742,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
743,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
744,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
745,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
746,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
747,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
748,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
749,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
750,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
751,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
752,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
753,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
754,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
755,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
756,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
757,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
758,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
759,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
760,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
761,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
762,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
763,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
764,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
765,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
766,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
767,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
768,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
769,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
770,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
771,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
772,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
773,Cropland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
774,Cropland,Wetland,Water,Water,Water,NULL,NULL,Wetland
775,Cropland,Wetland,Water,Water,Water,NULL,NULL,Water
776,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
777,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
778,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
779,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
780,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
781,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
782,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
783,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
784,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
785,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
786,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
787,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
788,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
789,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
790,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
791,Cropland,Water,Water,Water,Water,NULL,NULL,Water
792,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
793,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
794,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
795,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
796,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
797,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
798,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
799,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
800,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
801,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
802,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
803,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
804,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
805,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
806,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
807,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
808,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
809,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
810,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
811,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
812,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
813,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Water
814,Cropland,Forest,Water,Water,Water,NULL,NULL,Water
815,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
816,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
817,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
818,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
819,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
820,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
821,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
822,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
823,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
824,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
825,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
826,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
827,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
828,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
829,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
830,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
831,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
832,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
833,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
834,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
835,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
836,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
837,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
838,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
839,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
840,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
841,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
842,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
843,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
844,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
845,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
846,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
847,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
848,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
849,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
850,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
851,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
852,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
853,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
854,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
855,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
856,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
857,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
858,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
859,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
860,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
861,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
862,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
863,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
864,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
865,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
866,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
867,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
868,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
869,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
870,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
871,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
872,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
873,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
874,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
875,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
876,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
877,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
878,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
879,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
880,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
881,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
882,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
883,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
884,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
885,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
886,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
887,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
888,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
889,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
890,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
891,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
892,Wetland,NULL,Water,Water,Water,NULL,NULL,Bareland
893,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
894,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
895,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
896,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
897,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
898,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
899,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
900,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
901,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
902,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
903,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
904,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
905,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
906,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
907,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
908,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
909,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
910,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
911,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
912,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
913,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
914,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
915,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
916,Wetland,Cropland,Water,Water,Water,NULL,NULL,Grassland
917,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
918,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
919,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
920,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
921,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
922,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
923,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
924,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
925,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
926,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
927,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
928,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
929,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
930,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
931,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
932,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
933,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
934,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
935,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
936,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
937,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
938,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
939,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
940,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
941,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
942,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
943,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
944,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,NULL
945,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
946,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
947,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
948,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
949,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
950,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
951,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
952,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
953,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
954,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
955,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
956,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
957,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
958,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
959,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
960,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
961,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
962,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
963,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
964,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
965,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
966,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
967,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
968,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
969,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
970,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
971,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
972,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
973,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
974,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
975,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,NULL
976,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
977,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
978,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
979,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
980,Wetland,Wetland,Water,Water,Water,NULL,NULL,NULL
981,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
982,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
983,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
984,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
985,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
986,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
987,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
988,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
989,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
990,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
991,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
992,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
993,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
994,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
995,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
996,Wetland,Bareland,Water,Water,Water,NULL,NULL,Water
997,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
998,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
999,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1000,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1001,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1002,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1003,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1004,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1005,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1006,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1007,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1008,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1009,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1010,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1011,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1012,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1013,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1014,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1015,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1016,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1017,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1018,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1019,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1020,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1021,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1022,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1023,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1024,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1025,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1026,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1027,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1028,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
1029,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1030,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1031,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Water
1032,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1033,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
1034,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
1035,Wetland,Water,Water,Water,Water,NULL,NULL,Water
1036,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
1037,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1038,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1039,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1040,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1041,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1042,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1043,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
