Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LLP_M_R
2595,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2596,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
2597,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2598,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2599,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2600,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2601,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2602,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2603,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2604,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
2605,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2606,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2607,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2608,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
2609,Bareland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2610,Bareland,Cropland,Wetland,NULL,Wetland,Water,Water,Grassland
2611,Bareland,Cropland,Wetland,Non_Water,Wetland,Bareland,Grassland,Wetland
2612,Bareland,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Water
2613,Bareland,Cropland,Wetland,Water,Wetland,Bareland,Grassland,Forest
2614,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
2615,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2616,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2617,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
2618,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2619,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
2620,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2621,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2622,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2623,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2624,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2625,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2626,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2627,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2628,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2629,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2630,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2631,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
2632,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
2633,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
2634,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2635,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2636,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
2637,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
2638,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
2639,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2640,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2641,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2642,Bareland,Cropland,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
2643,Bareland,Cropland,Water,NULL,Water,Water,Grassland,Grassland
2644,Bareland,Cropland,Water,NULL,Water,Water,Grassland,Water
2645,Bareland,Cropland,Water,Water,Water,Water,Grassland,Water
2646,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2647,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2648,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
2649,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2650,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2651,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2652,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2653,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2654,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2655,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
2656,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
2657,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2658,Bareland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Water
2659,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2660,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2661,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Forest,Water
2662,Bareland,Bareland,NULL,Water,Non_Wetland,Cropland,Water,Water
2663,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Water,Water
2664,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2665,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
2666,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Wetland,Water
2667,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Water,Water
2668,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Forest,Water
2669,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Forest,Water
2670,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Water,Water
2671,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Forest,Water
2672,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Grassland,Forest
2673,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
2674,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Water
2675,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2676,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
2677,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Wetland,Water
2678,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Water
2679,Bareland,Bareland,Water,NULL,Water,Bareland,Water,Water
2680,Bareland,Bareland,Water,Water,Water,Bareland,Wetland,Water
2681,Bareland,Bareland,Water,Water,Water,Bareland,Water,Water
2682,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2683,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2684,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2685,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
2686,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2687,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2688,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2689,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2690,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2691,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2692,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Bareland
2693,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2694,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2695,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2696,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2697,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2698,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2699,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2700,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2701,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2702,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2703,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
2704,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2705,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2706,Bareland,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Forest
2707,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2708,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2709,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2710,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
2711,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
2712,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2713,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
2714,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2715,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
2716,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2717,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
2718,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2719,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2720,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
2721,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
2722,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Water
2723,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Water
2724,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
2725,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Forest,Water
2726,Bareland,Water,NULL,Water,Non_Wetland,Water,Water,Water
2727,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
2728,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
2729,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
2730,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
2731,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
2732,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
2733,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Water
2734,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
2735,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Water
2736,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
2737,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2738,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2739,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2740,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Water
2741,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2742,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Water
2743,Bareland,Water,Grassland,Water,Non_Wetland,Bareland,Water,Water
2744,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2745,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2746,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2747,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2748,Bareland,Water,Cropland,Non_Water,Non_Wetland,Cropland,Forest,Water
2749,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Water
2750,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Water
2751,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Wetland,Water
2752,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
2753,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
2754,Bareland,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2755,Bareland,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2756,Bareland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
2757,Bareland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
2758,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Water
2759,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
2760,Bareland,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
2761,Bareland,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
2762,Bareland,Water,Wetland,NULL,Wetland,Water,Forest,Forest
2763,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
2764,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
2765,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Water
2766,Bareland,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
2767,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
2768,Bareland,Water,Wetland,Water,Wetland,Bareland,Forest,Water
2769,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2770,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
2771,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
2772,Bareland,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
2773,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2774,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
2775,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Forest
2776,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Forest,Grassland
2777,Bareland,Water,Built-up,Water,Non_Wetland,Cropland,Water,Water
2778,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
2779,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Forest,Water
2780,Bareland,Water,Water,NULL,Water,Grassland,Water,Grassland
2781,Bareland,Water,Water,NULL,Water,Cropland,Water,Water
2782,Bareland,Water,Water,NULL,Water,Bareland,Grassland,Forest
2783,Bareland,Water,Water,NULL,Water,Bareland,Wetland,Water
2784,Bareland,Water,Water,NULL,Water,Bareland,Water,Bareland
2785,Bareland,Water,Water,NULL,Water,Bareland,Water,Water
2786,Bareland,Water,Water,NULL,Water,Bareland,Water,Forest
2787,Bareland,Water,Water,NULL,Water,Water,Water,Water
2788,Bareland,Water,Water,Non_Water,Water,Bareland,Water,Water
2789,Bareland,Water,Water,Non_Water,Water,Water,Water,Water
2790,Bareland,Water,Water,Water,Water,Bareland,Grassland,Water
2791,Bareland,Water,Water,Water,Water,Bareland,Wetland,Water
2792,Bareland,Water,Water,Water,Water,Bareland,Water,Bareland
2793,Bareland,Water,Water,Water,Water,Bareland,Water,Water
2794,Bareland,Water,Water,Water,Water,Bareland,Forest,Water
2795,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2796,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2797,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2798,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
2799,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
2800,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2801,Bareland,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2802,Bareland,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2803,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
2804,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
2805,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
2806,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Forest,Water
2807,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2808,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2809,Bareland,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2810,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2811,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2812,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2813,Bareland,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
2814,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2815,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2816,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2817,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2818,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
2819,Bareland,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
2820,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2821,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2822,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2823,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2824,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2825,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Water
2826,Bareland,Forest,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
2827,Bareland,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Water
2828,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2829,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2830,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2831,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2832,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
2833,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
2834,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2835,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Water
2836,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
2837,Bareland,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
2838,Bareland,Forest,Wetland,Water,Wetland,Bareland,Water,Water
2839,Bareland,Forest,Wetland,Water,Wetland,Bareland,Forest,Water
2840,Bareland,Forest,Bareland,Water,Non_Wetland,Bareland,Forest,Grassland
2841,Bareland,Forest,Bareland,Water,Non_Wetland,Bareland,Forest,Water
2842,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2843,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Water
2844,Bareland,Forest,Water,NULL,Water,Bareland,Forest,Water
2845,Bareland,Forest,Water,Non_Water,Water,Bareland,Water,Water
2846,Bareland,Forest,Water,Water,Water,Bareland,Wetland,Water
2847,Bareland,Forest,Water,Water,Water,Bareland,Water,Forest
2848,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2849,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2850,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2851,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Water
2852,Bareland,Forest,Forest,Water,Non_Wetland,Bareland,Forest,Forest
2853,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2854,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2855,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2856,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2857,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2858,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2859,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
2860,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2861,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2862,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2863,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2864,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
2865,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2866,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2867,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
2868,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
2869,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
2870,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2871,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
2872,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2873,Water,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
2874,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
2875,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
2876,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
2877,Water,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2878,Water,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2879,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
2880,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2881,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2882,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2883,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
2884,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
2885,Water,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
2886,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
2887,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Forest
2888,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
2889,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Forest
2890,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2891,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2892,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2893,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2894,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2895,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2896,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2897,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2898,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2899,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2900,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2901,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2902,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2903,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2904,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
2905,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
2906,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
2907,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2908,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
2909,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
2910,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2911,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2912,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
2913,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
2914,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
2915,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2916,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2917,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2918,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
2919,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2920,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2921,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
2922,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
2923,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
2924,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
2925,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
2926,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
