Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NQN_M_R
779,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Grassland
780,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Bareland
781,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Water
782,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,Bareland
783,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
784,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
785,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland
786,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water
787,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
788,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
789,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
790,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water
791,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
792,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
793,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Water
794,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
795,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
796,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Water
797,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
798,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
799,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
800,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
801,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest
802,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,Grassland
803,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,Water
804,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Grassland
805,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland
806,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Bareland
807,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Water
808,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Forest
809,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
810,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
811,Wetland,Wetland,Wetland,Water,Wetland,NULL,Grassland
812,Wetland,Wetland,Wetland,Water,Wetland,NULL,Water
813,Wetland,Wetland,Wetland,Water,Wetland,NULL,Forest
814,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland
815,Wetland,Wetland,Water,NULL,Water,NULL,Grassland
816,Wetland,Wetland,Water,NULL,Water,NULL,Water
817,Wetland,Wetland,Water,NULL,Water,NULL,Forest
818,Wetland,Wetland,Water,Non_Water,Water,NULL,Grassland
819,Wetland,Wetland,Water,Water,Water,NULL,Grassland
820,Wetland,Wetland,Water,Water,Water,NULL,Bareland
821,Wetland,Wetland,Water,Water,Water,NULL,Water
822,Wetland,Wetland,Water,Water,Water,NULL,Forest
823,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
824,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
825,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland
826,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Water
827,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
828,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
829,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
830,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Bareland
831,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Water
832,Wetland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Wetland
833,Wetland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland
834,Wetland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Water
835,Wetland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
836,Wetland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
837,Wetland,Bareland,Shrubland,Water,Non_Wetland,NULL,Grassland
838,Wetland,Bareland,Shrubland,Water,Non_Wetland,NULL,Bareland
839,Wetland,Bareland,Shrubland,Water,Non_Wetland,NULL,Water
840,Wetland,Bareland,Grassland,Water,Non_Wetland,NULL,Bareland
841,Wetland,Bareland,Wetland,NULL,Wetland,NULL,Wetland
842,Wetland,Bareland,Wetland,Water,Wetland,NULL,Grassland
843,Wetland,Bareland,Wetland,Water,Wetland,NULL,Water
844,Wetland,Bareland,Water,Water,Water,NULL,Water
845,Wetland,Bareland,Forest,NULL,Non_Wetland,NULL,Grassland
846,Wetland,Bareland,Forest,Water,Non_Wetland,NULL,Bareland
847,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
848,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland
849,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
850,Wetland,Built-up,Shrubland,Water,Non_Wetland,NULL,Water
851,Wetland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
852,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
853,Wetland,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland
854,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
855,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
856,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
857,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
858,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Water
859,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
860,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
861,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
862,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
863,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
864,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
865,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
866,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Wetland
867,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Bareland
868,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Water
869,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Forest
870,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
871,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,Water
872,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland
873,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,Bareland
874,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,Water
875,Wetland,Water,Grassland,Water,Non_Wetland,NULL,Grassland
876,Wetland,Water,Grassland,Water,Non_Wetland,NULL,Bareland
877,Wetland,Water,Grassland,Water,Non_Wetland,NULL,Water
878,Wetland,Water,Grassland,Water,Non_Wetland,NULL,Forest
879,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland
880,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Forest
881,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland
882,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest
883,Wetland,Water,Cropland,Water,Non_Wetland,NULL,Grassland
884,Wetland,Water,Cropland,Water,Non_Wetland,NULL,Bareland
885,Wetland,Water,Cropland,Water,Non_Wetland,NULL,Water
886,Wetland,Water,Wetland,NULL,Wetland,NULL,Grassland
887,Wetland,Water,Wetland,NULL,Wetland,NULL,Wetland
888,Wetland,Water,Wetland,NULL,Wetland,NULL,Bareland
889,Wetland,Water,Wetland,NULL,Wetland,NULL,Water
890,Wetland,Water,Wetland,NULL,Wetland,NULL,Forest
891,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Grassland
892,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Wetland
893,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water
894,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Forest
895,Wetland,Water,Wetland,Water,Wetland,NULL,Grassland
896,Wetland,Water,Wetland,Water,Wetland,NULL,Bareland
897,Wetland,Water,Wetland,Water,Wetland,NULL,Water
898,Wetland,Water,Wetland,Water,Wetland,NULL,Forest
899,Wetland,Water,Water,NULL,Water,NULL,Grassland
900,Wetland,Water,Water,NULL,Water,NULL,Wetland
901,Wetland,Water,Water,NULL,Water,NULL,Bareland
902,Wetland,Water,Water,NULL,Water,NULL,Water
903,Wetland,Water,Water,NULL,Water,NULL,Forest
904,Wetland,Water,Water,Non_Water,Water,NULL,Grassland
905,Wetland,Water,Water,Non_Water,Water,NULL,Wetland
906,Wetland,Water,Water,Non_Water,Water,NULL,Water
907,Wetland,Water,Water,Non_Water,Water,NULL,Forest
908,Wetland,Water,Water,Water,Water,NULL,Grassland
909,Wetland,Water,Water,Water,Water,NULL,Wetland
910,Wetland,Water,Water,Water,Water,NULL,Bareland
911,Wetland,Water,Water,Water,Water,NULL,Water
912,Wetland,Water,Water,Water,Water,NULL,Forest
913,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Grassland
914,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Wetland
915,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Bareland
916,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Water
917,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Forest
918,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
919,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland
920,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Water
921,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
922,Wetland,Water,Forest,Water,Non_Wetland,NULL,Grassland
923,Wetland,Water,Forest,Water,Non_Wetland,NULL,Bareland
924,Wetland,Water,Forest,Water,Non_Wetland,NULL,Water
925,Wetland,Water,Forest,Water,Non_Wetland,NULL,Forest
926,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
927,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Water
928,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
929,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
930,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland
931,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,Bareland
932,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
933,Wetland,Forest,Grassland,Water,Non_Wetland,NULL,Grassland
934,Wetland,Forest,Grassland,Water,Non_Wetland,NULL,Water
935,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,Water
936,Wetland,Forest,Wetland,NULL,Wetland,NULL,Grassland
937,Wetland,Forest,Wetland,NULL,Wetland,NULL,Wetland
938,Wetland,Forest,Wetland,NULL,Wetland,NULL,Bareland
939,Wetland,Forest,Wetland,NULL,Wetland,NULL,Forest
940,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Water
941,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Forest
942,Wetland,Forest,Wetland,Water,Wetland,NULL,Grassland
943,Wetland,Forest,Wetland,Water,Wetland,NULL,Water
944,Wetland,Forest,Wetland,Water,Wetland,NULL,Forest
945,Wetland,Forest,Water,NULL,Water,NULL,Bareland
946,Wetland,Forest,Water,NULL,Water,NULL,Forest
947,Wetland,Forest,Water,Non_Water,Water,NULL,Forest
948,Wetland,Forest,Water,Water,Water,NULL,Grassland
949,Wetland,Forest,Water,Water,Water,NULL,Wetland
950,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
951,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
952,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland
953,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Water
954,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
955,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
956,Wetland,Forest,Forest,Water,Non_Wetland,NULL,Grassland
957,Wetland,Forest,Forest,Water,Non_Wetland,NULL,Bareland
958,Wetland,Forest,Forest,Water,Non_Wetland,NULL,Water
959,Wetland,Forest,Forest,Water,Non_Wetland,NULL,Forest
960,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
961,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland
962,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Water
963,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Forest
964,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland
965,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Grassland
966,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Bareland
967,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Water
968,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
969,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
970,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
971,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
972,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
973,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
974,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
975,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
976,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
977,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
978,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Water
979,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
980,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
981,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Cropland
982,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
983,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Water
984,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
985,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
986,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Bareland
987,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water
988,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
989,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Bareland
990,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Water
991,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Forest
992,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
993,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
994,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
995,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
996,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland
997,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water
998,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
999,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Bareland
1000,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water
1001,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Forest
1002,Bareland,NULL,Wetland,NULL,Wetland,NULL,Grassland
1003,Bareland,NULL,Wetland,NULL,Wetland,NULL,Bareland
1004,Bareland,NULL,Wetland,NULL,Wetland,NULL,Water
1005,Bareland,NULL,Wetland,NULL,Wetland,NULL,Forest
1006,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
1007,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Bareland
1008,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Water
1009,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Forest
1010,Bareland,NULL,Wetland,Water,Wetland,NULL,Grassland
1011,Bareland,NULL,Wetland,Water,Wetland,NULL,Bareland
1012,Bareland,NULL,Wetland,Water,Wetland,NULL,Water
1013,Bareland,NULL,Wetland,Water,Wetland,NULL,Forest
1014,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
1015,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland
1016,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Water
1017,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Bareland
1018,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Grassland
1019,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Bareland
1020,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Water
1021,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
1022,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland
1023,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Water
1024,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
1025,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1026,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland
1027,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Bareland
1028,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Water
1029,Bareland,NULL,Water,NULL,Water,NULL,Bareland
1030,Bareland,NULL,Water,NULL,Water,NULL,Water
1031,Bareland,NULL,Water,Non_Water,Water,NULL,Grassland
1032,Bareland,NULL,Water,Water,Water,NULL,Grassland
1033,Bareland,NULL,Water,Water,Water,NULL,Bareland
1034,Bareland,NULL,Water,Water,Water,NULL,Water
1035,Bareland,NULL,Water,Water,Water,NULL,Forest
1036,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
1037,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
1038,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
1039,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Water
1040,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
1041,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
1042,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Bareland
1043,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water
1044,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
1045,Bareland,NULL,Forest,Water,Non_Wetland,NULL,Grassland
1046,Bareland,NULL,Forest,Water,Non_Wetland,NULL,Bareland
1047,Bareland,NULL,Forest,Water,Non_Wetland,NULL,Water
1048,Bareland,NULL,Forest,Water,Non_Wetland,NULL,Forest
1049,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1050,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland
1051,Bareland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Grassland
1052,Bareland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Bareland
1053,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1054,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland
1055,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water
1056,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
1057,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1058,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1059,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
1060,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,Bareland
1061,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,Water
1062,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
1063,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
1064,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,Bareland
1065,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,Water
1066,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
1067,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1068,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,Water
1069,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
1070,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,Bareland
1071,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,Water
1072,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
1073,Bareland,Wetland,Cropland,Water,Non_Wetland,NULL,Bareland
1074,Bareland,Wetland,Cropland,Water,Non_Wetland,NULL,Water
1075,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Grassland
1076,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Bareland
1077,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Water
1078,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Forest
1079,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
1080,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Water
1081,Bareland,Wetland,Wetland,Water,Wetland,NULL,Bareland
1082,Bareland,Wetland,Wetland,Water,Wetland,NULL,Water
1083,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland
1084,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,Bareland
1085,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,Water
1086,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Bareland
1087,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,Bareland
1088,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,Grassland
1089,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Bareland
1090,Bareland,Wetland,Water,NULL,Water,NULL,Grassland
1091,Bareland,Wetland,Water,NULL,Water,NULL,Water
1092,Bareland,Wetland,Water,Non_Water,Water,NULL,Grassland
1093,Bareland,Wetland,Water,Water,Water,NULL,Grassland
1094,Bareland,Wetland,Water,Water,Water,NULL,Bareland
1095,Bareland,Wetland,Water,Water,Water,NULL,Water
1096,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
1097,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland
1098,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,Water
1099,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
1100,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
1101,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
1102,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,Bareland
1103,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,Water
1104,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,Forest
1105,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Grassland
1106,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Bareland
1107,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Water
1108,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Forest
1109,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,Bareland
1110,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,Grassland
1111,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,Bareland
1112,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,Water
1113,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1114,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland
1115,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Water
1116,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Forest
1117,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1118,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1119,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Water
1120,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1121,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Grassland
1122,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Bareland
1123,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Water
1124,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Grassland
1125,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Bareland
1126,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Built-up
1127,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Water
1128,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Forest
1129,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1130,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Water
1131,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,Grassland
1132,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,Bareland
1133,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,Water
1134,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,Forest
1135,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland
1136,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland
1137,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Water
1138,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Forest
1139,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Bareland
1140,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Grassland
1141,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Bareland
1142,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Water
1143,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Forest
1144,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Grassland
1145,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Bareland
1146,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Water
1147,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Forest
1148,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Grassland
1149,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Bareland
1150,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Forest
1151,Bareland,Bareland,Wetland,Water,Wetland,NULL,Grassland
1152,Bareland,Bareland,Wetland,Water,Wetland,NULL,Bareland
1153,Bareland,Bareland,Wetland,Water,Wetland,NULL,Water
1154,Bareland,Bareland,Wetland,Water,Wetland,NULL,Forest
1155,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Grassland
1156,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Bareland
1157,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Water
1158,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,Bareland
1159,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,Grassland
1160,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,Bareland
