Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KFE_M_R
12954,Water,Cropland,NULL,Water,Non_Wetland,Wetland,Water,Cropland
12955,Water,Cropland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
12956,Water,Cropland,NULL,Water,Non_Wetland,Wetland,Water,Water
12957,Water,Cropland,NULL,Water,Non_Wetland,Wetland,Water,Forest
12958,Water,Cropland,NULL,Water,Non_Wetland,Wetland,Forest,Water
12959,Water,Cropland,NULL,Water,Non_Wetland,Bareland,NULL,Water
12960,Water,Cropland,NULL,Water,Non_Wetland,Bareland,Water,Water
12961,Water,Cropland,NULL,Water,Non_Wetland,Water,Water,Wetland
12962,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
12963,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
12964,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
12965,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
12966,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
12967,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
12968,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
12969,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
12970,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
12971,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
12972,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
12973,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
12974,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
12975,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
12976,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
12977,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
12978,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
12979,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
12980,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
12981,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
12982,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
12983,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
12984,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
12985,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Water
12986,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
12987,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
12988,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
12989,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
12990,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
12991,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12992,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
12993,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
12994,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12995,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
12996,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
12997,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
12998,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
12999,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Cropland
13000,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
13001,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
13002,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
13003,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
13004,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
13005,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13006,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
13007,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
13008,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
13009,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
13010,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
13011,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
13012,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
13013,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
13014,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
13015,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
13016,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
13017,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
13018,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
13019,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
13020,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
13021,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
13022,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
13023,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
13024,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
13025,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
13026,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
13027,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
13028,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
13029,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
13030,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
13031,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
13032,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
13033,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
13034,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
13035,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
13036,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
13037,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
13038,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
13039,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
13040,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
13041,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
13042,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
13043,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13044,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
13045,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
13046,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
13047,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
13048,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
13049,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
13050,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
13051,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13052,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
13053,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
13054,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
13055,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
13056,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
13057,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Water
13058,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
13059,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
13060,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
13061,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Water
13062,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
13063,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
13064,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
13065,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
13066,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
13067,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Water
13068,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
13069,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
13070,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
13071,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,Water,Wetland
13072,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
13073,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
13074,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
13075,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
13076,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
13077,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
13078,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
13079,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
13080,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
13081,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
13082,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
13083,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
13084,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
13085,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
13086,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
13087,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
13088,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
13089,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
13090,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
13091,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
13092,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
13093,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
13094,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13095,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
13096,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Cropland
13097,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
13098,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
13099,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
13100,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
13101,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
13102,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
13103,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
13104,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
13105,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
13106,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
13107,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
13108,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
13109,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
13110,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
13111,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
13112,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
13113,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Cropland
13114,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
13115,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
13116,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
13117,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
13118,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
13119,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
13120,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
13121,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
13122,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
13123,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
13124,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
13125,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
13126,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
13127,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
13128,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Cropland
13129,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
13130,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
13131,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
13132,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
13133,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
13134,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
13135,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
13136,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
13137,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
13138,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
13139,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
13140,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland,Cropland
13141,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
13142,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
13143,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
13144,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Cropland
13145,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Water
13146,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
13147,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
13148,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
13149,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
13150,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Water
13151,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
13152,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland,NULL,Grassland
13153,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
13154,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
13155,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
13156,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
13157,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
13158,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
13159,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
13160,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
13161,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
13162,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Water
13163,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
13164,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
13165,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
13166,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
13167,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Water
13168,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
13169,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
13170,Water,Cropland,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
13171,Water,Cropland,Shrubland,Water,Non_Wetland,Water,NULL,Water
13172,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Wetland,Water
13173,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
13174,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Water
13175,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Forest
13176,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
13177,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
13178,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
13179,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
13180,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
13181,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
13182,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
13183,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
13184,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
13185,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
13186,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
13187,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
13188,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
13189,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
13190,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Water
13191,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
13192,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
13193,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
13194,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
13195,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
13196,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
13197,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
13198,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Water
13199,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
13200,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
13201,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Water
13202,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
13203,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
13204,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
13205,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
13206,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
13207,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
13208,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
13209,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
13210,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
13211,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13212,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
13213,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
13214,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
13215,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Water
13216,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
13217,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
13218,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Water
13219,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
13220,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
13221,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
13222,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
13223,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
13224,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
13225,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
13226,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
13227,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
13228,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
13229,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
13230,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
13231,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
13232,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
13233,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
13234,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
13235,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
13236,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
13237,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
13238,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
13239,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
13240,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Cropland
13241,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
13242,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Water
13243,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
13244,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
13245,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
13246,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
13247,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
13248,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
13249,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
13250,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
13251,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
13252,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
13253,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13254,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
13255,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
13256,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
13257,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
13258,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Water
13259,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
13260,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
13261,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
13262,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
13263,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
13264,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
13265,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Water
13266,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
13267,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
13268,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Wetland,Wetland
13269,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Wetland,Water
13270,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
13271,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Water
13272,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Forest
13273,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
13274,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
13275,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
13276,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
13277,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
13278,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
13279,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
13280,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
