Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KEV_M_R
4592,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4593,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
4594,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
4595,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
4596,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
4597,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
4598,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
4599,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4600,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4601,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
4602,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4603,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
4604,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
4605,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
4606,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4607,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4608,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
4609,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
4610,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
4611,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
4612,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4613,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
4614,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4615,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
4616,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4617,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Cropland
4618,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4619,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
4620,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4621,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4622,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4623,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4624,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
4625,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
4626,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
4627,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4628,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
4629,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Water
4630,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4631,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4632,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4633,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
4634,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4635,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4636,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4637,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4638,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4639,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
4640,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
4641,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4642,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4643,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4644,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
4645,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4646,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
4647,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
4648,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
4649,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
4650,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
4651,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
4652,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
4653,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
4654,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
4655,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
4656,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
4657,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
4658,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4659,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4660,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
4661,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4662,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4663,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4664,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4665,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4666,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4667,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4668,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
4669,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4670,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4671,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4672,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4673,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
4674,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4675,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4676,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
4677,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
4678,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
4679,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
4680,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
4681,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
4682,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
4683,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
4684,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
4685,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
4686,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4687,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4688,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
4689,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
4690,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4691,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4692,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4693,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
4694,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
4695,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
4696,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4697,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
4698,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4699,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
4700,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4701,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4702,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
4703,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
4704,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
4705,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
4706,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
4707,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
4708,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
4709,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
4710,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4711,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4712,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
4713,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
4714,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
4715,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4716,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
4717,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4718,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4719,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4720,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
4721,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
4722,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4723,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4724,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
4725,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
4726,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
4727,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
4728,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
4729,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4730,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4731,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
4732,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
4733,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Forest
4734,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4735,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
4736,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
4737,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
4738,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
4739,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
4740,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
4741,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
4742,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
4743,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
4744,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
4745,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
4746,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
4747,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
4748,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
4749,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
4750,Cropland,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
4751,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
4752,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4753,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
4754,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
4755,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
4756,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
4757,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Water,NULL
4758,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
4759,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
4760,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Bareland
4761,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
4762,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
4763,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Forest
4764,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
4765,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
4766,Cropland,NULL,Wetland,Non_Water,Wetland,Water,NULL,NULL
4767,Cropland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
4768,Cropland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
4769,Cropland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
4770,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,NULL
4771,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
4772,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Cropland
4773,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
4774,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
4775,Cropland,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
4776,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
4777,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
4778,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4779,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4780,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Bareland
4781,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4782,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4783,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
4784,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
4785,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
4786,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
4787,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
4788,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Cropland
4789,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
4790,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
4791,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
4792,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
4793,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
4794,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
4795,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
4796,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
4797,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4798,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
4799,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
4800,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4801,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
4802,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4803,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
4804,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
4805,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
4806,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
4807,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4808,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
4809,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
4810,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4811,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
4812,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
4813,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
4814,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4815,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
4816,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
4817,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
4818,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
4819,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Water,NULL,Grassland
4820,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
4821,Cropland,NULL,Water,NULL,Water,NULL,Water,Grassland
4822,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
4823,Cropland,NULL,Water,Non_Water,Water,NULL,Wetland,Forest
4824,Cropland,NULL,Water,Non_Water,Water,NULL,Water,Grassland
4825,Cropland,NULL,Water,Non_Water,Water,Water,NULL,Grassland
4826,Cropland,NULL,Water,Non_Water,Water,Water,NULL,Forest
4827,Cropland,NULL,Water,Non_Water,Water,Water,Water,NULL
4828,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
4829,Cropland,NULL,Water,Water,Water,Water,Water,Bareland
4830,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4831,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
4832,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
4833,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4834,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4835,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
4836,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4837,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
4838,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
4839,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
4840,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
4841,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
4842,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
4843,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
4844,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4845,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4846,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
4847,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4848,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4849,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4850,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4851,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
4852,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4853,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
4854,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
4855,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
4856,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
4857,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
4858,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
4859,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
4860,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Built-up
4861,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
4862,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4863,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4864,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
4865,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
4866,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
4867,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
4868,Cropland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
4869,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
4870,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
4871,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4872,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4873,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4874,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
4875,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4876,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
4877,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
4878,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
4879,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4880,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Cropland
4881,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Bareland,Grassland
4882,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
4883,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
4884,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4885,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,Forest
4886,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4887,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
4888,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
4889,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
4890,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4891,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4892,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4893,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
4894,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
4895,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
4896,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4897,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4898,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
4899,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4900,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
4901,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
4902,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4903,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
4904,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
4905,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
4906,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
4907,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
4908,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Bareland
4909,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
4910,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
4911,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
4912,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Cropland
4913,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Bareland
4914,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Water
4915,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Forest
