Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LPH_M_R
680,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
681,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
682,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
683,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
684,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
685,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
686,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
687,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
688,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
689,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
690,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
691,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
692,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
693,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
694,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
695,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
696,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
697,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
698,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
699,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
700,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
701,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
702,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
703,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
704,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
705,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
706,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
707,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
708,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
709,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
710,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
711,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
712,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
713,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
714,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
715,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
716,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
717,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
718,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
719,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
720,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
721,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
722,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
723,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
724,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
725,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
726,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
727,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
728,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
729,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
730,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
731,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
732,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
733,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
734,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
735,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
736,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
737,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
738,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
739,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
740,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
741,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
742,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
743,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
744,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
745,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
746,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
747,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
748,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
749,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
750,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
751,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
752,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
753,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
754,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
755,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
756,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
757,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
758,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
759,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
760,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
761,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
762,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
763,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
764,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
765,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
766,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
767,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
768,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
769,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
770,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
771,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
772,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
773,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
774,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
775,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
776,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
777,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
778,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
779,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
780,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
781,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
782,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
783,Wetland,NULL,Water,NULL,Water,NULL,NULL,NULL
784,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
785,Wetland,NULL,Water,NULL,Water,NULL,NULL,Cropland
786,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
787,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
788,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
789,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
790,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
791,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
792,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
793,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
794,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
795,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
796,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
797,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
798,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
799,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
800,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
801,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
802,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
803,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
804,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
805,Wetland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
806,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
807,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
808,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
809,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
810,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
811,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
812,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
813,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
814,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
815,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
816,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
817,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
818,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
819,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
820,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
821,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
822,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
823,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
824,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
825,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
826,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
827,Wetland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
828,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
829,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
830,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
831,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Water
832,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Forest
833,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
834,Wetland,Cropland,Water,Water,Water,NULL,NULL,Wetland
835,Wetland,Cropland,Water,Water,Water,NULL,NULL,Water
836,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
837,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
838,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
839,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
840,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
841,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
842,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
843,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
844,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
845,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
846,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
847,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
848,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
849,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
850,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
851,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
852,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
853,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
854,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
855,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
856,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
857,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
858,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
859,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
860,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
861,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
862,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
863,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
864,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
865,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
866,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
867,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
868,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
869,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
870,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
871,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
872,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
873,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
874,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
875,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
876,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
877,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
878,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
879,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
880,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
881,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
882,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
883,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
884,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
885,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
886,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
887,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
888,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
889,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
890,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
891,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
892,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
893,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
894,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
895,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
896,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
897,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
898,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
899,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
900,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
901,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
902,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
903,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
904,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
905,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
906,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
907,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
908,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
909,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
910,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
911,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
912,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
913,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
914,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
915,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
916,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
917,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
918,Wetland,Water,Water,NULL,Water,NULL,NULL,Grassland
919,Wetland,Water,Water,NULL,Water,NULL,NULL,Cropland
920,Wetland,Water,Water,NULL,Water,NULL,NULL,Wetland
921,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
922,Wetland,Water,Water,NULL,Water,NULL,NULL,Forest
923,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
924,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
925,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Water
926,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Forest
927,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
928,Wetland,Water,Water,Water,Water,NULL,NULL,Water
929,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
930,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
931,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
932,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
933,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
934,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
935,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
936,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
937,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
938,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
939,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
940,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
941,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
942,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
943,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
944,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
945,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
946,Wetland,Forest,Water,NULL,Water,NULL,NULL,Grassland
947,Wetland,Forest,Water,NULL,Water,NULL,NULL,Wetland
948,Wetland,Forest,Water,NULL,Water,NULL,NULL,Water
949,Wetland,Forest,Water,NULL,Water,NULL,NULL,Forest
950,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
951,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
952,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
953,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
954,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
955,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
956,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
957,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
958,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
959,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
960,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
961,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
962,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
963,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
964,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
965,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
966,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
967,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
968,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
969,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
970,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
971,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
972,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
973,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
974,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
975,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
976,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
977,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
978,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
979,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
980,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
981,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
982,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
983,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
984,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
985,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
986,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
987,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
988,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
989,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
990,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
991,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
992,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
993,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
994,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
995,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
996,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
997,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
998,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
999,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1000,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1001,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1002,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1003,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1004,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1005,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1006,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1007,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1008,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1009,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1010,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1011,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1012,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1013,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1014,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1015,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1016,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1017,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1018,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1019,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1020,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1021,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1022,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1023,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1024,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
