Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MZU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MZU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MZU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MZU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MZU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MZU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MZU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MZU_M_R
1018,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
1019,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
1020,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Built-up
1021,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
1022,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1023,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1024,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1025,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1026,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1027,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
1028,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1029,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1030,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1031,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
1032,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
1033,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1034,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1035,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Built-up
1036,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Grassland
1037,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Grassland
1038,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Forest
1039,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Grassland
1040,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Built-up
1041,NULL,Built-up,Wetland,Water,Wetland,Grassland,Bareland,Grassland
1042,NULL,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1043,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Wetland
1044,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Water
1045,NULL,Built-up,Wetland,Water,Wetland,Built-up,Water,Grassland
1046,NULL,Built-up,Wetland,Water,Wetland,Water,Built-up,Water
1047,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1048,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1049,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1050,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Built-up,Forest
1051,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1052,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
1053,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1054,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Wetland,Forest
1055,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Forest
1056,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1057,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1058,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1059,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1060,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1061,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1062,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1063,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1064,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1065,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1066,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
1067,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
1068,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1069,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
1070,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
1071,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1072,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1073,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1074,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1075,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1076,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
1077,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1078,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1079,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1080,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1081,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1082,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1083,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
1084,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1085,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
1086,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
1087,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
1088,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1089,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
1090,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
1091,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1092,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1093,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
1094,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
1095,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
1096,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
1097,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1098,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1099,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
1100,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1101,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1102,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1103,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1104,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
1105,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Built-up
1106,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
1107,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
1108,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
1109,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
1110,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Bareland,Built-up
1111,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
1112,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1113,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
1114,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
1115,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
1116,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
1117,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
1118,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Forest
1119,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Grassland
1120,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Bareland
1121,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Water,Grassland
1122,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Water,Bareland
1123,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Water,Built-up
1124,NULL,Built-up,Water,Water,Water,Wetland,Bareland,Grassland
1125,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1126,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1127,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1128,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1129,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
1130,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1131,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1132,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1133,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1134,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1135,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1136,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1137,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1138,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1139,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1140,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
1141,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
1142,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1143,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1144,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1145,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
1146,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1147,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
1148,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
1149,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1150,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
1151,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
1152,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
1153,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
1154,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
1155,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1156,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1157,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1158,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1159,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1160,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1161,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1162,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1163,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1164,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1165,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1166,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1167,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1168,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1169,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1170,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1171,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
1172,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1173,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1174,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1175,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
1176,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1177,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1178,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1179,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1180,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1181,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1182,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1183,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1184,NULL,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1185,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1186,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1187,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1188,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
1189,NULL,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1190,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1191,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1192,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1193,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1194,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1195,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1196,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1197,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
1198,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
1199,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1200,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1201,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1202,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1203,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1204,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1205,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1206,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1207,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
1208,NULL,Water,Wetland,Water,Wetland,Built-up,Built-up,Grassland
1209,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1210,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
1211,NULL,Water,Wetland,Water,Wetland,Water,Built-up,Bareland
1212,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
1213,NULL,Water,Wetland,Water,Wetland,Water,Water,Wetland
1214,NULL,Water,Wetland,Water,Wetland,Water,Water,Bareland
1215,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
1216,NULL,Water,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
1217,NULL,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
1218,NULL,Water,Water,NULL,Water,Grassland,Wetland,Wetland
1219,NULL,Water,Water,Water,Water,Grassland,Wetland,Wetland
1220,NULL,Water,Water,Water,Water,Wetland,Wetland,Wetland
1221,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1222,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1223,NULL,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1224,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1225,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1226,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1227,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1228,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1229,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1230,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1231,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1232,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1233,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1234,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1235,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1236,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1237,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1238,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1239,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1240,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1241,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1242,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1243,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1244,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1245,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1246,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1247,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1248,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1249,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1250,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1251,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1252,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1253,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1254,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1255,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1256,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1257,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1258,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1259,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1260,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1261,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1262,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1263,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1264,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1265,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1266,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1267,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1268,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1269,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1270,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1271,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
1272,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1273,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1274,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1275,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1276,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1277,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1278,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1279,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1280,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1281,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1282,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1283,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1284,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1285,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1286,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1287,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1288,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1289,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1290,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1291,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1292,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1293,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1294,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1295,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1296,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1297,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1298,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1299,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1300,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1301,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1302,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1303,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1304,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1305,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
1306,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1307,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
1308,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1309,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1310,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1311,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1312,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1313,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1314,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1315,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1316,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1317,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1318,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1319,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1320,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1321,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1322,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1323,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1324,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1325,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1326,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1327,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1328,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1329,NULL,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1330,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1331,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1332,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1333,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1334,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1335,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1336,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1337,NULL,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1338,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1339,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1340,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1341,NULL,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
1342,NULL,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1343,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1344,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1345,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1346,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1347,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1348,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
