Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NGA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NGA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NGA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NGA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NGA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NGA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NGA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NGA_M_R
341,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
342,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
343,NULL,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
344,NULL,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
345,NULL,Water,Forest,Water,Non_Wetland,Water,Water,Water
346,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
347,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
348,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
349,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
350,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
351,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
352,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
353,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
354,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
355,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
356,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
357,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
358,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
359,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
360,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
361,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
362,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
363,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
364,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
365,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
366,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
367,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
368,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
369,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
370,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
371,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
372,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
373,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
374,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
375,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
376,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
377,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
378,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
379,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
380,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
381,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
382,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
383,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
384,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
385,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
386,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
387,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
388,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
389,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
390,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
391,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
392,NULL,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
393,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
394,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
395,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
396,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
397,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
398,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
399,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
400,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
401,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
402,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
403,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
404,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
405,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
406,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
407,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
408,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
409,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
410,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
411,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
412,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
413,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
414,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
415,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
416,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
417,Grassland,NULL,Water,NULL,Water,Wetland,Water,Forest
418,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
419,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
420,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
421,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
422,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
423,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
424,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
425,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
426,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
427,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
428,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
429,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
430,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
431,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
432,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
433,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
434,Grassland,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
435,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
436,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
437,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
438,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
439,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
440,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
441,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
442,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
443,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
444,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
445,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
446,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
447,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
448,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
449,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
450,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
451,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
452,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
453,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
454,Cropland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
455,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
456,Cropland,Built-up,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
457,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
458,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
459,Cropland,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
460,Cropland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
461,Cropland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
462,Cropland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
463,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
464,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
465,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
466,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
467,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
468,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
469,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
470,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
471,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
472,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
473,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
474,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
475,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
476,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
477,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
478,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
479,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
480,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,NULL
481,Wetland,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
482,Wetland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
483,Wetland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
484,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
485,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
486,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
487,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
488,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
489,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
490,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
491,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
492,Wetland,NULL,Wetland,NULL,Wetland,Water,NULL,NULL
493,Wetland,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
494,Wetland,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
495,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
496,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
497,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
498,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
499,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,NULL
500,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
501,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Forest
502,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
503,Wetland,NULL,Water,NULL,Water,NULL,NULL,NULL
504,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
505,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
506,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
507,Wetland,NULL,Water,NULL,Water,Wetland,NULL,NULL
508,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Forest
509,Wetland,NULL,Water,NULL,Water,Wetland,Water,Grassland
510,Wetland,NULL,Water,NULL,Water,Water,Water,Wetland
511,Wetland,NULL,Water,NULL,Water,Water,Water,Forest
512,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
513,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Water
514,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
515,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
516,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Water
517,Wetland,Wetland,Built-up,Water,Non_Wetland,Water,Water,Water
518,Wetland,Wetland,Water,Water,Water,Water,Water,Water
519,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
520,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
521,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
522,Wetland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
523,Wetland,Water,Water,Water,Water,NULL,NULL,Bareland
524,Wetland,Water,Water,Water,Water,Water,Water,Water
525,Wetland,Water,Forest,Water,Non_Wetland,Water,Water,Water
526,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
527,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
528,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
529,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
530,Wetland,Forest,Wetland,NULL,Wetland,Grassland,NULL,NULL
531,Wetland,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
532,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
533,Wetland,Forest,Wetland,NULL,Wetland,Wetland,NULL,NULL
534,Wetland,Forest,Wetland,NULL,Wetland,Wetland,NULL,Wetland
535,Wetland,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
536,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
537,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
538,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
539,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
540,Wetland,Forest,Wetland,NULL,Wetland,Water,NULL,NULL
541,Wetland,Forest,Wetland,NULL,Wetland,Water,NULL,Wetland
542,Wetland,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
543,Wetland,Forest,Wetland,NULL,Wetland,Forest,NULL,NULL
544,Wetland,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
545,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
546,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
547,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
548,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
549,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
550,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
551,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
552,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
553,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Bareland
554,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
555,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
556,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Water
557,Bareland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
558,Bareland,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
559,Bareland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
560,Bareland,NULL,Water,NULL,Water,Grassland,Water,Grassland
561,Bareland,NULL,Water,NULL,Water,Grassland,Water,Bareland
562,Bareland,NULL,Water,NULL,Water,Grassland,Water,Forest
563,Bareland,NULL,Water,NULL,Water,Grassland,Forest,Forest
564,Bareland,NULL,Water,NULL,Water,Wetland,Grassland,Forest
565,Bareland,NULL,Water,NULL,Water,Wetland,Water,Bareland
566,Bareland,NULL,Water,NULL,Water,Forest,Grassland,Grassland
567,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
568,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
569,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
570,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
571,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Bareland
572,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
573,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
574,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
575,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
576,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Bareland
577,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
578,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
579,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
580,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
581,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
582,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
583,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Water,Grassland
584,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
585,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
586,Bareland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Water
587,Bareland,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Water
588,Bareland,Wetland,Wetland,Water,Wetland,Water,Water,Water
589,Bareland,Wetland,Water,Water,Water,Water,Water,Water
590,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Water,Water
591,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Water,Water
592,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Water
593,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
594,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
595,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Water,Water
596,Bareland,Bareland,Water,NULL,Water,Water,Water,Water
597,Bareland,Bareland,Water,NULL,Water,Water,Water,Forest
598,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Water
599,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Forest
600,Bareland,Bareland,Water,Water,Water,Wetland,Water,Forest
601,Bareland,Bareland,Water,Water,Water,Water,Water,Water
602,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
603,Bareland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
604,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
605,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
606,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
607,Bareland,Water,Grassland,Water,Non_Wetland,Bareland,Water,Water
608,Bareland,Water,Grassland,Water,Non_Wetland,Water,Water,Water
609,Bareland,Water,Wetland,NULL,Wetland,Wetland,Water,Water
610,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Water
611,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
612,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
613,Bareland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
614,Bareland,Water,Water,Water,Water,NULL,Water,Forest
615,Bareland,Water,Water,Water,Water,Water,Water,Water
616,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
617,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
618,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
619,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
620,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
621,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
622,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
623,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
624,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
625,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
626,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
627,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
628,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
629,Water,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
630,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
631,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
632,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
633,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
634,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
635,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
636,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
637,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
638,Water,NULL,Water,Non_Water,Water,Wetland,Water,Forest
639,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
640,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
641,Water,NULL,Water,Water,Water,NULL,NULL,Water
642,Water,NULL,Water,Water,Water,NULL,NULL,Forest
643,Water,NULL,Water,Water,Water,Wetland,NULL,Forest
644,Water,NULL,Water,Water,Water,Wetland,Water,Forest
645,Water,NULL,Water,Water,Water,Water,Water,Water
646,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
647,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
648,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
649,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
650,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Water
651,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Water
652,Water,Wetland,Grassland,Water,Non_Wetland,Water,Water,Water
653,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
654,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Water
655,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
656,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Water
657,Water,Wetland,Water,Water,Water,Water,Water,Water
658,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
659,Water,Bareland,Water,Water,Water,Water,Water,Water
660,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
661,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
662,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
663,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Bareland
664,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
665,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
666,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
667,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
668,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
669,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
670,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
671,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
672,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
673,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
674,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
675,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
676,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
677,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
678,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
679,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
680,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
681,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
682,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
683,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
684,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
685,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
686,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
687,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
688,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
689,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
690,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
691,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
692,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
693,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
694,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
695,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
696,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
697,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
698,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
699,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
700,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
