Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MMU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MMU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MMU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MMU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MMU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MMU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MMU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MMU_M_R
2111,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2112,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2113,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2114,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
2115,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2116,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2117,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2118,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2119,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2120,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2121,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2122,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2123,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2124,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
2125,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
2126,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Water,Forest
2127,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2128,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
2129,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2130,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2131,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2132,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
2133,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2134,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2135,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2136,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2137,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2138,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2139,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2140,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2141,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2142,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2143,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
2144,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Water
2145,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2146,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2147,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2148,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2149,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2150,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
2151,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Water
2152,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2153,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
2154,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2155,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
2156,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2157,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2158,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
2159,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2160,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
2161,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2162,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
2163,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
2164,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Forest
2165,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
2166,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Grassland
2167,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Water
2168,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Forest
2169,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2170,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2171,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2172,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2173,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2174,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2175,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2176,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
2177,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2178,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2179,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2180,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2181,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2182,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
2183,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2184,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
2185,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
2186,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2187,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
2188,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Water
2189,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2190,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
2191,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Water
2192,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Forest
2193,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2194,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2195,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2196,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
2197,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
2198,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2199,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
2200,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
2201,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
2202,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2203,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2204,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
2205,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
2206,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
2207,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Water
2208,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Forest
2209,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
2210,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Forest
2211,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Grassland
2212,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Wetland
2213,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Water
2214,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Forest
2215,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2216,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2217,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2218,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2219,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2220,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Forest
2221,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Water
2222,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
2223,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Wetland
2224,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
2225,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2226,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2227,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2228,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2229,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
2230,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
2231,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2232,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2233,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2234,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2235,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
2236,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2237,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
2238,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Forest
2239,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
2240,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
2241,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
2242,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
2243,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2244,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
2245,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
2246,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
2247,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
2248,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
2249,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
2250,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
2251,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
2252,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
2253,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
2254,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
2255,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
2256,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2257,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2258,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
2259,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2260,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2261,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
2262,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2263,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2264,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2265,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2266,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2267,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2268,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2269,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2270,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
2271,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2272,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
2273,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
2274,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2275,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2276,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
2277,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2278,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
2279,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
2280,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
2281,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
2282,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2283,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
2284,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
2285,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
2286,Forest,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2287,Forest,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
2288,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2289,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
2290,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
2291,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
2292,Forest,Wetland,Wetland,Water,Wetland,Wetland,NULL,Grassland
2293,Forest,Wetland,Wetland,Water,Wetland,Wetland,NULL,Wetland
2294,Forest,Wetland,Wetland,Water,Wetland,Wetland,NULL,Forest
2295,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
2296,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
2297,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Forest
2298,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2299,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2300,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
2301,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
2302,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
2303,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
2304,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
2305,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
2306,Forest,Wetland,Wetland,Water,Wetland,Water,NULL,Wetland
2307,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Grassland
2308,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
2309,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
2310,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
2311,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
2312,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
2313,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
2314,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
2315,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
2316,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
2317,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
2318,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2319,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Water,Forest
2320,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2321,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2322,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
2323,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2324,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2325,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2326,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2327,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
2328,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
2329,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
2330,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2331,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2332,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2333,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2334,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2335,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2336,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2337,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2338,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
2339,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
2340,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
2341,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
2342,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
2343,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2344,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
2345,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
2346,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
2347,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
2348,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
2349,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
2350,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2351,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
2352,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
2353,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
2354,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
2355,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2356,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
2357,Forest,Wetland,Built-up,Water,Non_Wetland,Water,Wetland,Wetland
2358,Forest,Wetland,Built-up,Water,Non_Wetland,Water,Wetland,Forest
2359,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
2360,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
2361,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
2362,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Water
2363,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
2364,Forest,Wetland,Water,NULL,Water,Wetland,Water,Grassland
2365,Forest,Wetland,Water,NULL,Water,Wetland,Water,Wetland
2366,Forest,Wetland,Water,NULL,Water,Wetland,Water,Water
2367,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
2368,Forest,Wetland,Water,NULL,Water,Water,Wetland,Grassland
2369,Forest,Wetland,Water,NULL,Water,Water,Wetland,Wetland
2370,Forest,Wetland,Water,NULL,Water,Water,Wetland,Water
2371,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
2372,Forest,Wetland,Water,NULL,Water,Water,Water,Grassland
2373,Forest,Wetland,Water,NULL,Water,Water,Water,Water
2374,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
2375,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Forest
2376,Forest,Wetland,Water,Non_Water,Water,Wetland,NULL,Grassland
2377,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
2378,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
2379,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
2380,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
2381,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
2382,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
2383,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Water
2384,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
2385,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
2386,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
2387,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Water
2388,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
2389,Forest,Wetland,Water,Non_Water,Water,Water,Water,Grassland
2390,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
2391,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
2392,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
2393,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
2394,Forest,Wetland,Water,Water,Water,NULL,Water,Water
2395,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
2396,Forest,Wetland,Water,Water,Water,Grassland,Grassland,Wetland
2397,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Grassland
2398,Forest,Wetland,Water,Water,Water,Grassland,Water,Wetland
2399,Forest,Wetland,Water,Water,Water,Wetland,NULL,Grassland
2400,Forest,Wetland,Water,Water,Water,Wetland,NULL,Wetland
2401,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Grassland
2402,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Wetland
2403,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
2404,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
2405,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Water
2406,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
2407,Forest,Wetland,Water,Water,Water,Wetland,Water,Grassland
2408,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
2409,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
2410,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
2411,Forest,Wetland,Water,Water,Water,Water,NULL,Wetland
2412,Forest,Wetland,Water,Water,Water,Water,NULL,Forest
2413,Forest,Wetland,Water,Water,Water,Water,Grassland,Grassland
2414,Forest,Wetland,Water,Water,Water,Water,Grassland,Wetland
2415,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
2416,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
2417,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
2418,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
2419,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
2420,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
2421,Forest,Wetland,Water,Water,Water,Water,Water,Water
2422,Forest,Wetland,Water,Water,Water,Water,Water,Forest
2423,Forest,Wetland,Water,Water,Water,Forest,Wetland,Forest
2424,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
2425,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2426,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
2427,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2428,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2429,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2430,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2431,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2432,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2433,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2434,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2435,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2436,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2437,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2438,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
2439,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
2440,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2441,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2442,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2443,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2444,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
2445,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
2446,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2447,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
2448,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
2449,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2450,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
2451,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2452,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2453,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2454,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2455,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2456,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
