Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20PPS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20PPS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PPS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PPS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PPS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20PPS_M_R
869,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
870,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
871,Grassland,Built-up,Cropland,NULL,Non_Wetland,Wetland
872,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland
873,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up
874,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
875,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
876,Grassland,Built-up,Wetland,NULL,NULL,Grassland
877,Grassland,Built-up,Wetland,NULL,NULL,Built-up
878,Grassland,Built-up,Wetland,NULL,Wetland,Grassland
879,Grassland,Built-up,Wetland,NULL,Wetland,Wetland
880,Grassland,Built-up,Wetland,NULL,Wetland,Built-up
881,Grassland,Built-up,Wetland,NULL,Wetland,Forest
882,Grassland,Built-up,Wetland,Non_Water,Wetland,Grassland
883,Grassland,Built-up,Wetland,Non_Water,Wetland,Built-up
884,Grassland,Built-up,Wetland,Water,Wetland,Water
885,Grassland,Built-up,Bareland,NULL,Non_Wetland,Grassland
886,Grassland,Built-up,Bareland,NULL,Non_Wetland,Bareland
887,Grassland,Built-up,Bareland,NULL,Non_Wetland,Built-up
888,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL
889,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland
890,Grassland,Built-up,Built-up,NULL,Non_Wetland,Cropland
891,Grassland,Built-up,Built-up,NULL,Non_Wetland,Wetland
892,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland
893,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up
894,Grassland,Built-up,Built-up,NULL,Non_Wetland,Forest
895,Grassland,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
896,Grassland,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
897,Grassland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
898,Grassland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
899,Grassland,Built-up,Built-up,Non_Water,Non_Wetland,Water
900,Grassland,Built-up,Built-up,Water,Non_Wetland,Grassland
901,Grassland,Built-up,Built-up,Water,Non_Wetland,Built-up
902,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
903,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
904,Grassland,Built-up,Forest,NULL,Non_Wetland,Wetland
905,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland
906,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up
907,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
908,Grassland,Built-up,Forest,Non_Water,Non_Wetland,Grassland
909,Grassland,Built-up,Forest,Non_Water,Non_Wetland,Cropland
910,Grassland,Built-up,Forest,Non_Water,Non_Wetland,Forest
911,Grassland,Built-up,Forest,Water,Non_Wetland,Bareland
912,Grassland,Water,NULL,NULL,Non_Wetland,Bareland
913,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
914,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland
915,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Water
916,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland
917,Grassland,Water,Grassland,Non_Water,Non_Wetland,Grassland
918,Grassland,Water,Grassland,Water,Non_Wetland,Grassland
919,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
920,Grassland,Water,Cropland,NULL,Non_Wetland,Built-up
921,Grassland,Water,Cropland,NULL,Non_Wetland,Forest
922,Grassland,Water,Cropland,Water,Non_Wetland,Grassland
923,Grassland,Water,Wetland,NULL,NULL,Grassland
924,Grassland,Water,Wetland,NULL,Wetland,Grassland
925,Grassland,Water,Wetland,NULL,Wetland,Wetland
926,Grassland,Water,Wetland,NULL,Wetland,Water
927,Grassland,Water,Wetland,NULL,Wetland,Forest
928,Grassland,Water,Wetland,Non_Water,Wetland,Wetland
929,Grassland,Water,Wetland,Non_Water,Wetland,Water
930,Grassland,Water,Wetland,Non_Water,Wetland,Forest
931,Grassland,Water,Wetland,Water,Wetland,Wetland
932,Grassland,Water,Wetland,Water,Wetland,Water
933,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland
934,Grassland,Water,Bareland,NULL,Non_Wetland,Forest
935,Grassland,Water,Built-up,NULL,Non_Wetland,Built-up
936,Grassland,Water,Water,NULL,Water,Wetland
937,Grassland,Water,Water,NULL,Water,Water
938,Grassland,Water,Water,NULL,Water,Forest
939,Grassland,Water,Water,Non_Water,Water,Water
940,Grassland,Water,Water,Water,Water,Grassland
941,Grassland,Water,Water,Water,Water,Wetland
942,Grassland,Water,Water,Water,Water,Water
943,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
944,Grassland,Water,Forest,NULL,Non_Wetland,Wetland
945,Grassland,Water,Forest,NULL,Non_Wetland,Water
946,Grassland,Water,Forest,NULL,Non_Wetland,Forest
947,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland
948,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland
949,Grassland,Water,Forest,Non_Water,Non_Wetland,Forest
950,Grassland,Water,Forest,Water,Non_Wetland,Grassland
951,Grassland,Water,Forest,Water,Non_Wetland,Wetland
952,Grassland,Water,Forest,Water,Non_Wetland,Forest
953,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
954,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
955,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
956,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland
957,Grassland,Forest,Shrubland,NULL,Non_Wetland,Built-up
958,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
959,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
960,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
961,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
962,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland
963,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland
964,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland
965,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
966,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
967,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
968,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
969,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
970,Grassland,Forest,Cropland,NULL,Non_Wetland,Built-up
971,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
972,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
973,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Forest
974,Grassland,Forest,Wetland,NULL,Wetland,NULL
975,Grassland,Forest,Wetland,NULL,Wetland,Grassland
976,Grassland,Forest,Wetland,NULL,Wetland,Wetland
977,Grassland,Forest,Wetland,NULL,Wetland,Forest
978,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland
979,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland
980,Grassland,Forest,Wetland,Non_Water,Wetland,Forest
981,Grassland,Forest,Wetland,Water,Wetland,Grassland
982,Grassland,Forest,Wetland,Water,Wetland,Wetland
983,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
984,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
985,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL
986,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland
987,Grassland,Forest,Built-up,NULL,Non_Wetland,Cropland
988,Grassland,Forest,Built-up,NULL,Non_Wetland,Bareland
989,Grassland,Forest,Built-up,NULL,Non_Wetland,Built-up
990,Grassland,Forest,Built-up,NULL,Non_Wetland,Forest
991,Grassland,Forest,Built-up,Non_Water,Non_Wetland,Grassland
992,Grassland,Forest,Built-up,Non_Water,Non_Wetland,Wetland
993,Grassland,Forest,Built-up,Non_Water,Non_Wetland,Forest
994,Grassland,Forest,Water,NULL,Water,Grassland
995,Grassland,Forest,Water,Water,Water,Wetland
996,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
997,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
998,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
999,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up
1000,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
1001,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL
1002,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1003,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland
1004,Grassland,Forest,Forest,Non_Water,Non_Wetland,Water
1005,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
1006,Grassland,Forest,Forest,Water,Non_Wetland,Grassland
1007,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
1008,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
1009,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
1010,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland
1011,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland
1012,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1013,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1014,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1015,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1016,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1017,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
1018,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1019,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1020,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1021,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
1022,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
1023,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
1024,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
1025,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
1026,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
1027,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
1028,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1029,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1030,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1031,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest
1032,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
1033,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
1034,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
1035,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
1036,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
1037,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
1038,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
1039,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
1040,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1041,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water
1042,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
1043,Cropland,NULL,Cropland,Water,Non_Wetland,Wetland
1044,Cropland,NULL,Cropland,Water,Non_Wetland,Water
1045,Cropland,NULL,Wetland,NULL,Wetland,Grassland
1046,Cropland,NULL,Wetland,NULL,Wetland,Wetland
1047,Cropland,NULL,Wetland,NULL,Wetland,Built-up
1048,Cropland,NULL,Wetland,NULL,Wetland,Water
1049,Cropland,NULL,Wetland,NULL,Wetland,Forest
1050,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
1051,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
1052,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
1053,Cropland,NULL,Wetland,Water,Wetland,Water
1054,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
1055,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
1056,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
1057,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1058,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1059,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
1060,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
1061,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland
1062,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
1063,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
1064,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
1065,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1066,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Built-up
1067,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Forest
1068,Cropland,NULL,Water,Water,Water,Water
1069,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
1070,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
1071,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
1072,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
1073,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
1074,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
1075,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1076,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1077,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
1078,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
1079,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
1080,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
1081,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
1082,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1083,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1084,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1085,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1086,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1087,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1088,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1089,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1090,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1091,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1092,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
1093,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1094,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1095,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
1096,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1097,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1098,Cropland,Cropland,Grassland,Water,Non_Wetland,Wetland
1099,Cropland,Cropland,Grassland,Water,Non_Wetland,Water
1100,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1101,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1102,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1103,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1104,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
1105,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
1106,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1107,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1108,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1109,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
1110,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
1111,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
1112,Cropland,Cropland,Wetland,NULL,Wetland,Water
1113,Cropland,Cropland,Wetland,NULL,Wetland,Forest
1114,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
1115,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland
1116,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
1117,Cropland,Cropland,Wetland,Water,Wetland,Grassland
1118,Cropland,Cropland,Wetland,Water,Wetland,Wetland
1119,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1120,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1121,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1122,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1123,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1124,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland
1125,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1126,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1127,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
1128,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
1129,Cropland,Cropland,Water,NULL,Water,Wetland
1130,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
1131,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
1132,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
1133,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
1134,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
1135,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
1136,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1137,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1138,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
1139,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Bareland
1140,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1141,Cropland,Wetland,Grassland,NULL,Non_Wetland,Forest
1142,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1143,Cropland,Wetland,Cropland,NULL,Non_Wetland,Bareland
1144,Cropland,Wetland,Cropland,NULL,Non_Wetland,Water
1145,Cropland,Wetland,Cropland,NULL,Non_Wetland,Forest
1146,Cropland,Wetland,Cropland,Water,Non_Wetland,Water
1147,Cropland,Wetland,Wetland,NULL,Wetland,Grassland
1148,Cropland,Wetland,Wetland,NULL,Wetland,Bareland
1149,Cropland,Wetland,Wetland,NULL,Wetland,Forest
1150,Cropland,Wetland,Wetland,Non_Water,Wetland,Water
1151,Cropland,Wetland,Wetland,Non_Water,Wetland,Forest
1152,Cropland,Wetland,Wetland,Water,Wetland,Water
1153,Cropland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1154,Cropland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1155,Cropland,Wetland,Water,Non_Water,Water,Forest
1156,Cropland,Wetland,Water,Water,Water,Water
1157,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
1158,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
1159,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Water
1160,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1161,Cropland,Bareland,Cropland,Water,Non_Wetland,Water
1162,Cropland,Bareland,Wetland,Water,Wetland,Water
1163,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1164,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1165,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
1166,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
1167,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
1168,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland
1169,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
1170,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1171,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1172,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1173,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1174,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1175,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1176,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1177,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1178,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up
1179,Cropland,Built-up,Shrubland,Water,Non_Wetland,Grassland
1180,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
1181,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1182,Cropland,Built-up,Grassland,NULL,Non_Wetland,Wetland
1183,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1184,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1185,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
1186,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
1187,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Built-up
1188,Cropland,Built-up,Grassland,Water,Non_Wetland,Grassland
1189,Cropland,Built-up,Grassland,Water,Non_Wetland,Built-up
1190,Cropland,Built-up,Grassland,Water,Non_Wetland,Water
1191,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1192,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1193,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland
1194,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1195,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1196,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
1197,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
1198,Cropland,Built-up,Wetland,NULL,Wetland,Grassland
1199,Cropland,Built-up,Wetland,NULL,Wetland,Wetland
1200,Cropland,Built-up,Wetland,NULL,Wetland,Built-up
1201,Cropland,Built-up,Wetland,NULL,Wetland,Forest
1202,Cropland,Built-up,Wetland,Non_Water,Wetland,Grassland
1203,Cropland,Built-up,Wetland,Non_Water,Wetland,Wetland
1204,Cropland,Built-up,Wetland,Non_Water,Wetland,Forest
1205,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1206,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1207,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1208,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1209,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1210,Cropland,Built-up,Built-up,NULL,Non_Wetland,Wetland
1211,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1212,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1213,Cropland,Built-up,Built-up,NULL,Non_Wetland,Water
1214,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
1215,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
1216,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
1217,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
1218,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
1219,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Forest
1220,Cropland,Built-up,Built-up,Water,Non_Wetland,Grassland
1221,Cropland,Built-up,Built-up,Water,Non_Wetland,Built-up
1222,Cropland,Built-up,Water,Water,Water,Built-up
1223,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
1224,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
1225,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland
1226,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
1227,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
1228,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
1229,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Grassland
1230,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Built-up
1231,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Water
1232,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Forest
1233,Cropland,Built-up,Forest,Water,Non_Wetland,Grassland
1234,Cropland,Built-up,Forest,Water,Non_Wetland,Built-up
1235,Cropland,Water,NULL,NULL,Non_Wetland,Bareland
1236,Cropland,Water,NULL,Water,Non_Wetland,Bareland
1237,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
1238,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
1239,Cropland,Water,Cropland,NULL,Non_Wetland,Wetland
1240,Cropland,Water,Wetland,NULL,Wetland,Wetland
1241,Cropland,Water,Wetland,NULL,Wetland,Water
1242,Cropland,Water,Wetland,Water,Wetland,Grassland
1243,Cropland,Water,Water,Water,Water,Wetland
1244,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
1245,Cropland,Water,Forest,NULL,Non_Wetland,Forest
1246,Cropland,Water,Forest,Non_Water,Non_Wetland,Forest
1247,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1248,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1249,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1250,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
1251,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
1252,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
1253,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland
1254,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
1255,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
1256,Cropland,Forest,Grassland,Water,Non_Wetland,Forest
1257,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
1258,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
1259,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
1260,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
1261,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
1262,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
1263,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1264,Cropland,Forest,Wetland,NULL,Wetland,Grassland
1265,Cropland,Forest,Wetland,NULL,Wetland,Wetland
1266,Cropland,Forest,Wetland,NULL,Wetland,Forest
1267,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland
1268,Cropland,Forest,Wetland,Non_Water,Wetland,Forest
1269,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
1270,Cropland,Forest,Built-up,NULL,Non_Wetland,Built-up
1271,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
1272,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
1273,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
1274,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
1275,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
1276,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1277,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
1278,Cropland,Forest,Forest,Water,Non_Wetland,Forest
1279,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
1280,Wetland,NULL,NULL,NULL,Non_Wetland,Built-up
1281,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1282,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
