Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LPQ_M_R
2447,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2448,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2449,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2450,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2451,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2452,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2453,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2454,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2455,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2456,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2457,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2458,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2459,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2460,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2461,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2462,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2463,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2464,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2465,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
2466,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2467,Grassland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
2468,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2469,Grassland,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
2470,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2471,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2472,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2473,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2474,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2475,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2476,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2477,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2478,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2479,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2480,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2481,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2482,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2483,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2484,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2485,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2486,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2487,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2488,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
2489,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2490,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2491,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2492,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2493,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2494,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
2495,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2496,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
2497,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2498,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
2499,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
2500,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
2501,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
2502,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
2503,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
2504,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
2505,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2506,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2507,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2508,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2509,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2510,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2511,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
2512,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
2513,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
2514,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2515,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2516,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2517,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
2518,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2519,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2520,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2521,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2522,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2523,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2524,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2525,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2526,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2527,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
2528,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2529,Cropland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
2530,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2531,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2532,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2533,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2534,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2535,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2536,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2537,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2538,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2539,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2540,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
2541,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2542,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2543,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2544,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2545,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2546,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2547,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2548,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2549,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2550,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2551,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2552,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2553,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2554,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2555,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2556,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2557,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
2558,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2559,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2560,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2561,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2562,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2563,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2564,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2565,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2566,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2567,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2568,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
2569,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
2570,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
2571,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2572,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
2573,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
2574,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2575,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2576,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2577,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2578,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2579,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2580,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2581,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2582,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2583,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2584,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2585,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2586,Cropland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2587,Cropland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2588,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2589,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2590,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2591,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2592,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2593,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2594,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2595,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2596,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2597,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2598,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2599,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
2600,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2601,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2602,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2603,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2604,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
2605,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2606,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2607,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
2608,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
2609,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2610,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
2611,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
2612,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2613,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2614,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
2615,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
2616,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2617,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2618,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2619,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2620,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2621,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2622,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2623,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2624,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
2625,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2626,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2627,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2628,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
2629,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2630,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2631,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2632,Cropland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
2633,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
2634,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
2635,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
2636,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
2637,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Forest
2638,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
2639,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2640,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2641,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2642,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2643,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2644,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2645,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2646,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2647,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2648,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
2649,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
2650,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
2651,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
2652,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
2653,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
2654,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
2655,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Forest
2656,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,Forest,Forest
2657,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2658,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
2659,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2660,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2661,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2662,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2663,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2664,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2665,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
2666,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2667,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
2668,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2669,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
2670,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2671,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2672,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2673,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2674,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2675,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2676,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2677,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2678,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2679,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2680,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
2681,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
2682,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2683,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2684,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
2685,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2686,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2687,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
2688,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
2689,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2690,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2691,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2692,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2693,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2694,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2695,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2696,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2697,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2698,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2699,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
2700,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2701,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2702,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2703,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2704,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2705,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2706,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2707,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2708,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2709,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2710,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2711,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
2712,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2713,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2714,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2715,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2716,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2717,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2718,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
2719,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
2720,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
2721,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
2722,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
2723,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Built-up
2724,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
2725,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
2726,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
2727,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
2728,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
2729,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2730,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2731,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2732,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
2733,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2734,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2735,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
2736,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
2737,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2738,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2739,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2740,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2741,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
2742,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2743,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2744,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2745,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
2746,Cropland,Cropland,NULL,NULL,Non_Wetland,Water,Water,Grassland
2747,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2748,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2749,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2750,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2751,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Forest,Water
2752,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2753,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
2754,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2755,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2756,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2757,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2758,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2759,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2760,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2761,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
2762,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
