Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MNN_M_R
7997,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
7998,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
7999,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
8000,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
8001,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
8002,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
8003,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8004,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
8005,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
8006,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,NULL
8007,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
8008,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Cropland
8009,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
8010,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
8011,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
8012,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
8013,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
8014,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8015,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
8016,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8017,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
8018,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8019,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
8020,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
8021,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
8022,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
8023,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
8024,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
8025,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Bareland
8026,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
8027,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
8028,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
8029,Bareland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Bareland
8030,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
8031,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
8032,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8033,Bareland,NULL,NULL,Non_Water,Non_Wetland,Cropland,Shrubland,Grassland
8034,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
8035,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
8036,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
8037,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
8038,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8039,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
8040,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
8041,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8042,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
8043,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8044,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
8045,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
8046,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
8047,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
8048,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8049,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
8050,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
8051,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
8052,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
8053,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
8054,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
8055,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
8056,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8057,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
8058,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
8059,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
8060,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8061,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8062,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8063,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
8064,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
8065,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8066,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8067,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8068,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8069,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8070,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
8071,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
8072,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
8073,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
8074,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
8075,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
8076,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
8077,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
8078,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
8079,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8080,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
8081,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8082,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8083,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8084,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
8085,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8086,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8087,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
8088,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8089,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8090,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
8091,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
8092,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
8093,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
8094,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
8095,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
8096,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8097,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
8098,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8099,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
8100,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,NULL
8101,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
8102,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
8103,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
8104,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
8105,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
8106,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
8107,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8108,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
8109,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
8110,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
8111,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
8112,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8113,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
8114,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8115,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
8116,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8117,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
8118,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8119,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8120,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
8121,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8122,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8123,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
8124,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
8125,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
8126,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
8127,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
8128,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
8129,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
8130,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
8131,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
8132,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
8133,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
8134,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
8135,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
8136,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
8137,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
8138,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
8139,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
8140,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
8141,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8142,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
8143,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
8144,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
8145,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
8146,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
8147,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
8148,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
8149,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
8150,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
8151,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
8152,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8153,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
8154,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
8155,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8156,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8157,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
8158,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,NULL
8159,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Forest
8160,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Water,Grassland
8161,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,NULL
8162,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
8163,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
8164,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
8165,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8166,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8167,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
8168,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8169,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8170,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
8171,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
8172,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8173,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
8174,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
8175,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
8176,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
8177,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
8178,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Water
8179,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
8180,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
8181,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
8182,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8183,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8184,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8185,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
8186,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8187,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8188,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8189,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
8190,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
8191,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
8192,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
8193,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8194,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
8195,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8196,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8197,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
8198,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8199,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8200,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
8201,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
8202,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8203,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
8204,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
8205,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
8206,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
8207,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8208,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
8209,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
8210,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8211,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
8212,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,NULL
8213,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
8214,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
8215,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
8216,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
8217,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8218,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
8219,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
8220,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
8221,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
8222,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
8223,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8224,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
8225,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8226,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8227,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
8228,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8229,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8230,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
8231,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8232,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8233,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
8234,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
8235,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
8236,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
8237,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
8238,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
8239,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
8240,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
8241,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
8242,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
8243,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
8244,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
8245,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8246,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
8247,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,Grassland
8248,Bareland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
8249,Bareland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
8250,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Water
8251,Bareland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
8252,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
8253,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
8254,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
8255,Bareland,NULL,Wetland,Water,Wetland,Water,Shrubland,Water
8256,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Bareland
8257,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
8258,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8259,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,Bareland,Bareland
8260,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
8261,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
8262,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Built-up
8263,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8264,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8265,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8266,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8267,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Built-up
8268,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
8269,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
8270,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Water
8271,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up,Bareland,Bareland
8272,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Bareland
8273,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
8274,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8275,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8276,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8277,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
8278,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
8279,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
8280,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
8281,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8282,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
8283,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8284,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
8285,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
8286,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
8287,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
8288,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
8289,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8290,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8291,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
8292,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
8293,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
8294,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
8295,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
8296,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
8297,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
8298,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
8299,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
8300,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
8301,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
8302,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
8303,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
8304,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
8305,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
8306,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
8307,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
8308,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
8309,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
8310,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
