Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LFH_M_R
1108,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1109,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
1110,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1111,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
1112,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1113,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1114,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
1115,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1116,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
1117,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
1118,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
1119,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1120,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
1121,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1122,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Wetland
1123,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Water
1124,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1125,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
1126,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
1127,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
1128,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1129,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
1130,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1131,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
1132,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1133,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
1134,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1135,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
1136,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1137,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
1138,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1139,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
1140,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
1141,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1142,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1143,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1144,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
1145,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1146,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
1147,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1148,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1149,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
1150,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1151,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
1152,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1153,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1154,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
1155,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
1156,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1157,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
1158,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
1159,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
1160,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
1161,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
1162,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
1163,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1164,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Cropland
1165,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1166,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1167,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1168,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1169,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1170,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
1171,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
1172,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
1173,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
1174,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
1175,NULL,NULL,Forest,Water,Non_Wetland,NULL,Water,Grassland
1176,NULL,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
1177,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1178,NULL,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Grassland
1179,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1180,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1181,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1182,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1183,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1184,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1185,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
1186,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
1187,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
1188,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
1189,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
1190,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1191,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
1192,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
1193,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
1194,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Water
1195,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1196,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1197,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
1198,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
1199,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
1200,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
1201,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
1202,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
1203,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
1204,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
1205,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Built-up
1206,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1207,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
1208,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
1209,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
1210,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
1211,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1212,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1213,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1214,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1215,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1216,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
1217,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1218,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1219,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1220,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
1221,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
1222,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
1223,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
1224,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
1225,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
1226,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
1227,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
1228,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Water
1229,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1230,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
1231,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1232,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1233,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
1234,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
1235,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1236,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
1237,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1238,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1239,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1240,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1241,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1242,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1243,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1244,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1245,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
1246,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1247,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1248,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
1249,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1250,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1251,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
1252,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1253,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1254,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1255,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1256,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
1257,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Water
1258,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1259,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
1260,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1261,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1262,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
1263,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1264,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
1265,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1266,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
1267,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1268,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
1269,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
1270,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
1271,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
1272,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1273,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1274,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1275,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1276,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1277,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1278,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1279,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
1280,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
1281,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
1282,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1283,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1284,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
1285,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1286,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1287,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
1288,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
1289,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
1290,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1291,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1292,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1293,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1294,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
1295,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
1296,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1297,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1298,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
1299,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1300,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
1301,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1302,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
1303,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1304,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
1305,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1306,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
1307,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Wetland
1308,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1309,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
1310,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
1311,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
1312,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
1313,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1314,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
1315,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
1316,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
1317,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
1318,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
1319,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
1320,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1321,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
1322,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
1323,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1324,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
1325,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1326,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
1327,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1328,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Built-up,Cropland
1329,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
1330,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1331,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
1332,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1333,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1334,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
1335,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
1336,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
1337,NULL,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
1338,NULL,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
1339,NULL,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
1340,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1341,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1342,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1343,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1344,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
1345,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1346,NULL,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
1347,NULL,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
1348,NULL,Cropland,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
1349,NULL,Cropland,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
1350,NULL,Cropland,NULL,Water,Non_Wetland,NULL,Grassland,Forest
1351,NULL,Cropland,NULL,Water,Non_Wetland,NULL,Water,Forest
1352,NULL,Cropland,NULL,Water,Non_Wetland,Grassland,Water,Cropland
1353,NULL,Cropland,NULL,Water,Non_Wetland,Bareland,Shrubland,Wetland
1354,NULL,Cropland,NULL,Water,Non_Wetland,Water,Water,Forest
1355,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1356,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1357,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1358,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1359,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1360,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1361,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1362,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
1363,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1364,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1365,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
1366,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
1367,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
1368,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
1369,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
1370,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1371,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
1372,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
1373,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
1374,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
1375,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1376,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
1377,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
1378,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
1379,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
1380,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
1381,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
1382,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
1383,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
1384,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
1385,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
1386,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
1387,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
1388,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
1389,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
1390,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
1391,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1392,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
1393,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1394,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1395,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
1396,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
1397,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
1398,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1399,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1400,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1401,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1402,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
1403,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1404,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1405,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1406,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1407,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1408,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
1409,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1410,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
1411,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1412,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
1413,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1414,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1415,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
1416,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
1417,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
1418,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1419,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
1420,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1421,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1422,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1423,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1424,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
1425,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
1426,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
1427,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
1428,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1429,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
