Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NTG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NTG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NTG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NTG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NTG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NTG_M_R
437,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
438,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
439,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water
440,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
441,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
442,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
443,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland
444,Grassland,Cropland,Shrubland,Water,Non_Wetland,Forest
445,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL
446,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
447,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
448,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland
449,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up
450,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
451,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
452,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
453,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland
454,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
455,Grassland,Cropland,Wetland,NULL,Wetland,Forest
456,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
457,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
458,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland
459,Grassland,Cropland,Bareland,NULL,Non_Wetland,Built-up
460,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest
461,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
462,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland
463,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland
464,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up
465,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest
466,Grassland,Cropland,Water,NULL,Water,Grassland
467,Grassland,Cropland,Water,NULL,Water,Forest
468,Grassland,Cropland,Water,Non_Water,Water,Forest
469,Grassland,Cropland,Water,Water,Water,Grassland
470,Grassland,Cropland,Water,Water,Water,Forest
471,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
472,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
473,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
474,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland
475,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up
476,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
477,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
478,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest
479,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland
480,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
481,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
482,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
483,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland
484,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
485,Grassland,Wetland,Forest,NULL,Non_Wetland,Bareland
486,Grassland,Bareland,NULL,NULL,Non_Wetland,Forest
487,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
488,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
489,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Forest
490,Grassland,Bareland,Grassland,NULL,Non_Wetland,Grassland
491,Grassland,Bareland,Grassland,NULL,Non_Wetland,Forest
492,Grassland,Bareland,Bareland,NULL,Non_Wetland,Cropland
493,Grassland,Bareland,Bareland,NULL,Non_Wetland,Forest
494,Grassland,Bareland,Built-up,NULL,Non_Wetland,Grassland
495,Grassland,Bareland,Built-up,NULL,Non_Wetland,Cropland
496,Grassland,Bareland,Built-up,NULL,Non_Wetland,Forest
497,Grassland,Bareland,Forest,NULL,Non_Wetland,Grassland
498,Grassland,Bareland,Forest,NULL,Non_Wetland,Cropland
499,Grassland,Bareland,Forest,NULL,Non_Wetland,Forest
500,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland
501,Grassland,Built-up,NULL,NULL,Non_Wetland,Bareland
502,Grassland,Built-up,NULL,NULL,Non_Wetland,Forest
503,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL
504,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
505,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
506,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
507,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
508,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest
509,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL
510,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
511,Grassland,Built-up,Grassland,NULL,Non_Wetland,Cropland
512,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland
513,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up
514,Grassland,Built-up,Grassland,NULL,Non_Wetland,Forest
515,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
516,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
517,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland
518,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up
519,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
520,Grassland,Built-up,Bareland,NULL,Non_Wetland,Grassland
521,Grassland,Built-up,Bareland,NULL,Non_Wetland,Cropland
522,Grassland,Built-up,Bareland,NULL,Non_Wetland,Bareland
523,Grassland,Built-up,Bareland,NULL,Non_Wetland,Built-up
524,Grassland,Built-up,Bareland,NULL,Non_Wetland,Forest
525,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland
526,Grassland,Built-up,Built-up,NULL,Non_Wetland,Cropland
527,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland
528,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up
529,Grassland,Built-up,Built-up,NULL,Non_Wetland,Forest
530,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL
531,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
532,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
533,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland
534,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up
535,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
536,Grassland,Water,NULL,NULL,Non_Wetland,Grassland
537,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
538,Grassland,Water,Shrubland,NULL,Non_Wetland,Cropland
539,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland
540,Grassland,Water,Shrubland,NULL,Non_Wetland,Built-up
541,Grassland,Water,Shrubland,NULL,Non_Wetland,Water
542,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
543,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
544,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Forest
545,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland
546,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland
547,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland
548,Grassland,Water,Grassland,NULL,Non_Wetland,Built-up
549,Grassland,Water,Grassland,NULL,Non_Wetland,Forest
550,Grassland,Water,Grassland,Water,Non_Wetland,Forest
551,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland
552,Grassland,Water,Wetland,NULL,Wetland,Forest
553,Grassland,Water,Wetland,Non_Water,Wetland,Forest
554,Grassland,Water,Wetland,Water,Wetland,Grassland
555,Grassland,Water,Wetland,Water,Wetland,Forest
556,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland
557,Grassland,Water,Bareland,NULL,Non_Wetland,Bareland
558,Grassland,Water,Built-up,NULL,Non_Wetland,Built-up
559,Grassland,Water,Water,NULL,Water,Grassland
560,Grassland,Water,Water,NULL,Water,Forest
561,Grassland,Water,Water,Non_Water,Water,Grassland
562,Grassland,Water,Water,Water,Water,Grassland
563,Grassland,Water,Water,Water,Water,Bareland
564,Grassland,Water,Water,Water,Water,Forest
565,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
566,Grassland,Water,Forest,NULL,Non_Wetland,Bareland
567,Grassland,Water,Forest,NULL,Non_Wetland,Water
568,Grassland,Water,Forest,NULL,Non_Wetland,Forest
569,Grassland,Water,Forest,Non_Water,Non_Wetland,Forest
570,Grassland,Water,Forest,Water,Non_Wetland,Grassland
571,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
572,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
573,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland
574,Grassland,Forest,NULL,Non_Water,Non_Wetland,Forest
575,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
576,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
577,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
578,Grassland,Forest,Shrubland,NULL,Non_Wetland,Built-up
579,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
580,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
581,Grassland,Forest,Shrubland,Water,Non_Wetland,Forest
582,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
583,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
584,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland
585,Grassland,Forest,Grassland,NULL,Non_Wetland,Built-up
586,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
587,Grassland,Forest,Grassland,Water,Non_Wetland,Grassland
588,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
589,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
590,Grassland,Forest,Cropland,Water,Non_Wetland,Grassland
591,Grassland,Forest,Wetland,NULL,Wetland,Grassland
592,Grassland,Forest,Wetland,NULL,Wetland,Forest
593,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
594,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
595,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland
596,Grassland,Forest,Built-up,NULL,Non_Wetland,Built-up
597,Grassland,Forest,Built-up,NULL,Non_Wetland,Forest
598,Grassland,Forest,Water,NULL,Water,Grassland
599,Grassland,Forest,Water,NULL,Water,Bareland
600,Grassland,Forest,Water,NULL,Water,Forest
601,Grassland,Forest,Water,Non_Water,Water,Grassland
602,Grassland,Forest,Water,Water,Water,Grassland
603,Grassland,Forest,Water,Water,Water,Forest
604,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
605,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
606,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
607,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland
608,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up
609,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
610,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
611,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
612,Grassland,Forest,Forest,Water,Non_Wetland,Grassland
613,Grassland,Forest,Forest,Water,Non_Wetland,Forest
614,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
615,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
616,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
617,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest
618,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
619,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
620,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
621,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
622,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
623,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
624,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
625,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
626,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
627,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
628,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
629,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
630,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
631,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
632,Cropland,NULL,Grassland,Water,Non_Wetland,Forest
633,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
634,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
635,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
636,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
637,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
638,Cropland,NULL,Wetland,NULL,Wetland,Forest
639,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
640,Cropland,NULL,Wetland,Water,Wetland,Forest
641,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
642,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
643,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
644,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
645,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
646,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
647,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
648,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
649,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
650,Cropland,NULL,Water,NULL,Water,Bareland
651,Cropland,NULL,Water,NULL,Water,Forest
652,Cropland,NULL,Water,Water,Water,Grassland
653,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
654,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
655,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
656,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
657,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
658,Cropland,NULL,Forest,NULL,Non_Wetland,Water
659,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
660,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
661,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
662,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
663,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
664,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
665,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
666,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
667,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
668,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
669,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
670,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
671,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
672,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
673,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
674,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
675,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
676,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
677,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
678,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
679,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
680,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
681,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
682,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
683,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
684,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
685,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
686,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
687,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
688,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
689,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
690,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
691,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
692,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
693,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
694,Cropland,Cropland,Water,NULL,Water,Grassland
695,Cropland,Cropland,Water,NULL,Water,Forest
696,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
697,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
698,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
699,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
700,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
701,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
702,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
703,Cropland,Bareland,NULL,NULL,Non_Wetland,Grassland
704,Cropland,Bareland,NULL,Non_Water,Non_Wetland,Forest
705,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
706,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
707,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
708,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
709,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Forest
710,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
711,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
712,Cropland,Bareland,Grassland,NULL,Non_Wetland,Built-up
713,Cropland,Bareland,Grassland,NULL,Non_Wetland,Forest
714,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
715,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
716,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
717,Cropland,Bareland,Water,Non_Water,Water,Grassland
718,Cropland,Bareland,Forest,NULL,Non_Wetland,Grassland
719,Cropland,Bareland,Forest,NULL,Non_Wetland,Cropland
720,Cropland,Bareland,Forest,NULL,Non_Wetland,Bareland
721,Cropland,Bareland,Forest,NULL,Non_Wetland,Built-up
722,Cropland,Bareland,Forest,NULL,Non_Wetland,Forest
723,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
724,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
725,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
726,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
727,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
728,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
729,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
730,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
731,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
732,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
733,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
734,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
735,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
736,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
737,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
738,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
739,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
740,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
741,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
742,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
743,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
744,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
745,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
746,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
747,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
748,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
749,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
750,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
751,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
752,Cropland,Built-up,Water,NULL,Water,Grassland
753,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
754,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
755,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
756,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
757,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
758,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
759,Cropland,Water,NULL,NULL,Non_Wetland,Bareland
760,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
761,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
762,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland
763,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
764,Cropland,Water,Grassland,Non_Water,Non_Wetland,Forest
765,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
766,Cropland,Water,Forest,NULL,Non_Wetland,Forest
767,Cropland,Water,Forest,Non_Water,Non_Wetland,Forest
768,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
769,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
770,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
771,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
772,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
773,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
774,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
775,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
776,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
777,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
778,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
779,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
780,Cropland,Forest,Built-up,NULL,Non_Wetland,Built-up
781,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
782,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
783,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
784,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
785,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
786,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
787,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
788,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
789,Cropland,Forest,Forest,Water,Non_Wetland,Forest
790,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
791,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland
792,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland
793,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland
794,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
795,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
796,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
797,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
798,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL
799,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
800,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Forest
801,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
802,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
803,Wetland,NULL,Water,NULL,Water,Grassland
804,Wetland,NULL,Water,NULL,Water,Bareland
805,Wetland,NULL,Water,Non_Water,Water,Grassland
806,Wetland,NULL,Water,Non_Water,Water,Bareland
807,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
808,Wetland,Water,Water,NULL,Water,Bareland
809,Wetland,Water,Water,Non_Water,Water,Grassland
810,Wetland,Water,Water,Non_Water,Water,Bareland
811,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
812,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
813,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
814,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
815,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
816,Bareland,NULL,NULL,NULL,Non_Wetland,Water
817,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
818,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland
819,Bareland,NULL,NULL,Non_Water,Non_Wetland,Water
820,Bareland,NULL,NULL,Water,Non_Wetland,Grassland
821,Bareland,NULL,NULL,Water,Non_Wetland,Water
822,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
823,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
824,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
825,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
826,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
827,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
828,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
829,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
830,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
831,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
832,Bareland,NULL,Shrubland,Water,Non_Wetland,Forest
833,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
834,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
835,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
836,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
837,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
838,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
839,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
840,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
841,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
842,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water
843,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Forest
844,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
845,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
846,Bareland,NULL,Grassland,Water,Non_Wetland,Water
847,Bareland,NULL,Grassland,Water,Non_Wetland,Forest
848,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
849,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
850,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
851,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
852,Bareland,NULL,Wetland,NULL,Wetland,Grassland
853,Bareland,NULL,Wetland,NULL,Wetland,Water
854,Bareland,NULL,Wetland,NULL,Wetland,Forest
855,Bareland,NULL,Wetland,Water,Wetland,Water
856,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
857,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
858,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
859,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
860,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
