Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MVQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MVQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MVQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MVQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MVQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MVQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MVQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MVQ_M_R
967,Wetland,Water,Water,Non_Water,Water,Water,Water,Forest
968,Wetland,Water,Water,Water,Water,Wetland,Water,Wetland
969,Wetland,Water,Water,Water,Water,Wetland,Water,Forest
970,Wetland,Water,Water,Water,Water,Bareland,Bareland,Wetland
971,Wetland,Water,Water,Water,Water,Bareland,Bareland,Bareland
972,Wetland,Water,Water,Water,Water,Bareland,Water,Water
973,Wetland,Water,Water,Water,Water,Water,Wetland,Wetland
974,Wetland,Water,Water,Water,Water,Water,Wetland,Water
975,Wetland,Water,Water,Water,Water,Water,Water,Grassland
976,Wetland,Water,Water,Water,Water,Water,Water,Wetland
977,Wetland,Water,Water,Water,Water,Water,Water,Water
978,Wetland,Water,Water,Water,Water,Water,Water,Forest
979,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
980,Wetland,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
981,Wetland,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
982,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
983,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
984,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
985,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
986,Wetland,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
987,Wetland,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
988,Wetland,Forest,Wetland,NULL,Wetland,Water,Water,Forest
989,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
990,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
991,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
992,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
993,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
994,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
995,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
996,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
997,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
998,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
999,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1000,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1001,Wetland,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
1002,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1003,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Wetland
1004,Wetland,Forest,Water,Water,Water,Wetland,Wetland,Grassland
1005,Wetland,Forest,Water,Water,Water,Wetland,Wetland,Wetland
1006,Wetland,Forest,Water,Water,Water,Wetland,Water,Grassland
1007,Wetland,Forest,Water,Water,Water,Wetland,Water,Forest
1008,Wetland,Forest,Water,Water,Water,Bareland,Water,Water
1009,Wetland,Forest,Water,Water,Water,Water,Wetland,Grassland
1010,Wetland,Forest,Water,Water,Water,Water,Wetland,Wetland
1011,Wetland,Forest,Water,Water,Water,Water,Water,Grassland
1012,Wetland,Forest,Water,Water,Water,Water,Water,Wetland
1013,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
1014,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1015,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1016,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1017,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1018,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1019,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1020,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1021,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1022,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1023,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1024,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
1025,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1026,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1027,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1028,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1029,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1030,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1031,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1032,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1033,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1034,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1035,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
1036,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1037,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1038,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1039,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1040,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1041,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
1042,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1043,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
1044,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1045,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1046,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Water
1047,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1048,Bareland,NULL,Wetland,NULL,Wetland,Forest,Bareland,Forest
1049,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1050,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1051,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1052,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
1053,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Forest
1054,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
1055,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
1056,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Bareland,Bareland
1057,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1058,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1059,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1060,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
1061,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
1062,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1063,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1064,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1065,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1066,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1067,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1068,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1069,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
1070,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
1071,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Grassland
1072,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Water
1073,Bareland,NULL,Water,Water,Water,Water,Water,Water
1074,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1075,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1076,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1077,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1078,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1079,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1080,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1081,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1082,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1083,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1084,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1085,Bareland,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
1086,Bareland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1087,Bareland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1088,Bareland,Wetland,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1089,Bareland,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1090,Bareland,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1091,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1092,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1093,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1094,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
1095,Bareland,Wetland,Shrubland,Water,Non_Wetland,Bareland,Water,Water
1096,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1097,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1098,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1099,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1100,Bareland,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
1101,Bareland,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
1102,Bareland,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Forest
1103,Bareland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1104,Bareland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1105,Bareland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Water
1106,Bareland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1107,Bareland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Grassland
1108,Bareland,Wetland,Wetland,NULL,Wetland,Water,Bareland,Forest
1109,Bareland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1110,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
1111,Bareland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
1112,Bareland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1113,Bareland,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1114,Bareland,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Water
1115,Bareland,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Forest
1116,Bareland,Wetland,Wetland,Water,Wetland,Bareland,Water,Bareland
1117,Bareland,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
1118,Bareland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1119,Bareland,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
1120,Bareland,Wetland,Wetland,Water,Wetland,Water,Water,Water
1121,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1122,Bareland,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
1123,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1124,Bareland,Wetland,Water,Water,Water,Bareland,Bareland,Water
1125,Bareland,Wetland,Water,Water,Water,Bareland,Bareland,Forest
1126,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1127,Bareland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1128,Bareland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1129,Bareland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1130,Bareland,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
1131,Bareland,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
1132,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1133,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1134,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
1135,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1136,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Bareland,Water
1137,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1138,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1139,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1140,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1141,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
1142,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
1143,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1144,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1145,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
1146,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1147,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1148,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
1149,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1150,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1151,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1152,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1153,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1154,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
1155,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1156,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Wetland,Water
1157,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1158,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1159,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
1160,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
1161,Bareland,Bareland,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1162,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1163,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1164,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Water
1165,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1166,Bareland,Bareland,Wetland,NULL,Wetland,Water,Wetland,Forest
1167,Bareland,Bareland,Wetland,NULL,Wetland,Water,Bareland,Grassland
1168,Bareland,Bareland,Wetland,NULL,Wetland,Water,Bareland,Water
1169,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
1170,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Water
1171,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
1172,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Bareland
1173,Bareland,Bareland,Wetland,Water,Wetland,NULL,Bareland,Forest
1174,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1175,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Water
1176,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1177,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1178,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
1179,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Forest
1180,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Bareland
1181,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
1182,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Forest
1183,Bareland,Bareland,Wetland,Water,Wetland,Water,Bareland,Bareland
1184,Bareland,Bareland,Wetland,Water,Wetland,Water,Bareland,Water
1185,Bareland,Bareland,Wetland,Water,Wetland,Water,Bareland,Forest
1186,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
1187,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
1188,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Forest
1189,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1190,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1191,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
1192,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1193,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Bareland,Water
1194,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1195,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
1196,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
1197,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
1198,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
1199,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Bareland,Water
1200,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1201,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1202,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1203,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1204,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1205,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
1206,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
1207,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
1208,Bareland,Bareland,Water,NULL,Water,Wetland,Bareland,Forest
1209,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Bareland
1210,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Water
1211,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Forest
1212,Bareland,Bareland,Water,NULL,Water,Water,Bareland,Forest
1213,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Grassland
1214,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Bareland
1215,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Water
1216,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Forest
1217,Bareland,Bareland,Water,Water,Water,Bareland,Water,Water
1218,Bareland,Bareland,Water,Water,Water,Water,Bareland,Water
1219,Bareland,Bareland,Water,Water,Water,Water,Water,Bareland
1220,Bareland,Bareland,Water,Water,Water,Water,Water,Water
1221,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1222,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1223,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1224,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1225,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
1226,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
1227,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
1228,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1229,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1230,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1231,Bareland,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1232,Bareland,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1233,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1234,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1235,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1236,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1237,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1238,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1239,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1240,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1241,Bareland,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1242,Bareland,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1243,Bareland,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1244,Bareland,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1245,Bareland,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
1246,Bareland,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1247,Bareland,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1248,Bareland,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Water
1249,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Forest
1250,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1251,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
1252,Bareland,Built-up,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
1253,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1254,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
1255,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1256,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1257,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1258,Bareland,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
1259,Bareland,Built-up,Water,Non_Water,Water,Bareland,Bareland,Bareland
1260,Bareland,Built-up,Water,Water,Water,Bareland,Bareland,Bareland
1261,Bareland,Built-up,Water,Water,Water,Bareland,Bareland,Water
1262,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1263,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1264,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1265,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1266,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1267,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1268,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1269,Bareland,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
1270,Bareland,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
1271,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1272,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1273,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1274,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
1275,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1276,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1277,Bareland,Water,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1278,Bareland,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1279,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1280,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1281,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Water
1282,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
1283,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
1284,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
1285,Bareland,Water,NULL,Water,Non_Wetland,Water,Bareland,Water
1286,Bareland,Water,NULL,Water,Non_Wetland,Water,Bareland,Forest
1287,Bareland,Water,NULL,Water,Non_Wetland,Water,Water,Water
1288,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1289,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1290,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1291,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1292,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1293,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
1294,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
1295,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1296,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Bareland,Forest
1297,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland,Bareland,Forest
1298,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1299,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
1300,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
