Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LXL_M_R
1231,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1232,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1233,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1234,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1235,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1236,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
1237,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1238,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1239,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1240,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
1241,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
1242,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
1243,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
1244,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
1245,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
1246,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
1247,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1248,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1249,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1250,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1251,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1252,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1253,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1254,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1255,Grassland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
1256,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1257,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
1258,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Cropland
1259,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1260,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1261,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
1262,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
1263,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
1264,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Grassland
1265,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Cropland
1266,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1267,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Grassland
1268,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Cropland
1269,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Forest
1270,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
1271,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Forest
1272,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1273,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1274,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1275,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1276,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1277,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1278,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
1279,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1280,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1281,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1282,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1283,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1284,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1285,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1286,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
1287,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
1288,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1289,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1290,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1291,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
1292,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1293,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1294,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
1295,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1296,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
1297,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Shrubland,Grassland
1298,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
1299,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1300,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
1301,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1302,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1303,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
1304,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1305,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1306,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1307,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1308,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1309,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1310,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1311,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1312,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
1313,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1314,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
1315,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
1316,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1317,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1318,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1319,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1320,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1321,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1322,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1323,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1324,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1325,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1326,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1327,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1328,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1329,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1330,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1331,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1332,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1333,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1334,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1335,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
1336,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1337,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1338,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1339,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1340,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1341,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1342,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1343,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1344,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1345,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1346,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1347,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1348,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1349,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1350,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1351,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1352,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1353,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1354,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1355,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1356,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
1357,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1358,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
1359,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1360,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
1361,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1362,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1363,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1364,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1365,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1366,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1367,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1368,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1369,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1370,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1371,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1372,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
1373,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1374,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1375,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1376,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1377,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1378,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1379,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1380,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
1381,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1382,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1383,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1384,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1385,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1386,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1387,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1388,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1389,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1390,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1391,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1392,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1393,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1394,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1395,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1396,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1397,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1398,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1399,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1400,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
1401,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1402,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1403,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1404,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1405,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1406,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1407,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1408,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1409,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
1410,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1411,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
1412,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1413,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
1414,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
1415,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
1416,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1417,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1418,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
1419,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1420,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1421,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1422,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1423,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1424,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1425,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1426,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
1427,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1428,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1429,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1430,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1431,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1432,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1433,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1434,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1435,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1436,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1437,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1438,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1439,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1440,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1441,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1442,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1443,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1444,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1445,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1446,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1447,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
1448,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1449,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1450,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1451,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1452,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1453,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1454,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1455,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1456,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1457,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1458,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1459,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1460,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1461,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
1462,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1463,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1464,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1465,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1466,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1467,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1468,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1469,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1470,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1471,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1472,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
1473,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1474,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1475,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1476,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1477,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1478,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1479,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1480,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1481,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1482,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1483,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1484,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1485,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1486,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1487,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1488,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1489,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1490,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1491,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1492,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1493,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1494,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1495,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1496,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1497,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1498,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1499,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1500,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1501,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1502,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1503,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1504,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1505,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1506,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
1507,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1508,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1509,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1510,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
1511,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1512,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1513,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1514,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1515,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1516,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1517,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1518,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1519,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1520,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1521,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1522,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1523,Grassland,Cropland,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
1524,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1525,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
1526,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1527,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Water
1528,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1529,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
1530,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1531,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
1532,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Cropland
1533,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1534,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,Forest
1535,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1536,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
1537,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
1538,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Grassland
1539,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Grassland
