Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MNC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MNC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MNC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MNC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MNC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MNC_M_R
362,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
363,Water,NULL,Water,Water,Water,Wetland,Water,Water
364,Water,NULL,Water,Water,Water,Wetland,Water,Forest
365,Water,NULL,Water,Water,Water,Water,Wetland,Water
366,Water,NULL,Water,Water,Water,Water,Wetland,Forest
367,Water,NULL,Water,Water,Water,Water,Water,Grassland
368,Water,NULL,Water,Water,Water,Water,Water,Wetland
369,Water,NULL,Water,Water,Water,Water,Water,Water
370,Water,NULL,Water,Water,Water,Water,Water,Forest
371,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
372,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
373,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
374,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
375,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
376,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Water
377,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Water
378,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
379,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
380,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
381,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Water
382,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
383,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
384,Water,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Water
385,Water,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Forest
386,Water,Wetland,Grassland,Water,Non_Wetland,Water,Water,Water
387,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
388,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
389,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
390,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
391,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
392,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
393,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
394,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
395,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
396,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
397,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
398,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
399,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
400,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
401,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
402,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
403,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
404,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
405,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
406,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
407,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
408,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
409,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
410,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
411,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
412,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
413,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
414,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
415,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
416,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
417,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
418,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
419,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
420,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
421,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
422,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
423,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
424,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
425,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
426,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
427,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
428,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
429,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
430,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
431,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
432,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
433,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
434,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Water
435,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
436,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
437,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
438,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
439,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
440,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
441,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Forest
442,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
443,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
444,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Forest
445,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
446,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
447,Water,Wetland,Water,NULL,Water,Wetland,Water,Grassland
448,Water,Wetland,Water,NULL,Water,Wetland,Water,Wetland
449,Water,Wetland,Water,NULL,Water,Wetland,Water,Water
450,Water,Wetland,Water,NULL,Water,Wetland,Water,Forest
451,Water,Wetland,Water,NULL,Water,Water,Wetland,Grassland
452,Water,Wetland,Water,NULL,Water,Water,Wetland,Water
453,Water,Wetland,Water,NULL,Water,Water,Wetland,Forest
454,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
455,Water,Wetland,Water,NULL,Water,Water,Water,Wetland
456,Water,Wetland,Water,NULL,Water,Water,Water,Water
457,Water,Wetland,Water,NULL,Water,Water,Water,Forest
458,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
459,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Water
460,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
461,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
462,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Water
463,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
464,Water,Wetland,Water,Non_Water,Water,Water,Water,Grassland
465,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
466,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
467,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
468,Water,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
469,Water,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
470,Water,Wetland,Water,Water,Water,Wetland,Wetland,Forest
471,Water,Wetland,Water,Water,Water,Wetland,Water,Grassland
472,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
473,Water,Wetland,Water,Water,Water,Wetland,Water,Water
474,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
475,Water,Wetland,Water,Water,Water,Water,Wetland,Grassland
476,Water,Wetland,Water,Water,Water,Water,Wetland,Wetland
477,Water,Wetland,Water,Water,Water,Water,Wetland,Water
478,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
479,Water,Wetland,Water,Water,Water,Water,Water,Grassland
480,Water,Wetland,Water,Water,Water,Water,Water,Wetland
481,Water,Wetland,Water,Water,Water,Water,Water,Water
482,Water,Wetland,Water,Water,Water,Water,Water,Forest
483,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
484,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
485,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
486,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
487,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
488,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
489,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
490,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
491,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
492,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
493,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
494,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
495,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
496,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
497,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
498,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
499,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
500,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
501,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
502,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
503,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
504,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
505,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
506,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
507,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
508,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
509,Water,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
510,Water,Bareland,Wetland,NULL,Wetland,Wetland,Water,Water
511,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Water
512,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Forest
513,Water,Bareland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
514,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
515,Water,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
516,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
517,Water,Bareland,Wetland,Water,Wetland,Water,Water,Forest
518,Water,Bareland,Water,NULL,Water,Water,Water,Water
519,Water,Bareland,Water,Non_Water,Water,Water,Water,Water
520,Water,Bareland,Water,Water,Water,Grassland,Water,Water
521,Water,Bareland,Water,Water,Water,Grassland,Water,Forest
522,Water,Bareland,Water,Water,Water,Wetland,Water,Wetland
523,Water,Bareland,Water,Water,Water,Bareland,Water,Water
524,Water,Bareland,Water,Water,Water,Bareland,Water,Forest
525,Water,Bareland,Water,Water,Water,Water,Water,Water
526,Water,Bareland,Water,Water,Water,Water,Water,Forest
527,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
528,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
529,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
530,Water,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
531,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
532,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
533,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
534,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
535,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
536,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
537,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
538,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
539,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
540,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
541,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
542,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
543,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
544,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
545,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
546,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
547,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
548,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
549,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
550,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
551,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
552,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
553,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
554,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
555,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
556,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
557,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Wetland
558,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
559,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
560,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
561,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
562,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
563,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
564,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
565,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
566,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
567,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
568,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
569,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
570,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
571,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
572,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
573,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
574,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
575,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
576,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
577,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
578,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
579,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
580,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
581,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
582,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
583,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
584,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
585,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
586,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
587,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
588,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
589,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
590,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
591,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
592,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
593,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
594,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
595,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
596,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
597,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
598,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
599,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
600,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
601,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
602,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
603,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
604,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
605,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
606,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Wetland
607,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
608,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
609,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Forest
610,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
611,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
612,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
613,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
614,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
615,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
616,Water,Water,Wetland,NULL,Wetland,Wetland,Bareland,Forest
617,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
618,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
619,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
620,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
621,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Wetland
622,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
623,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
624,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
625,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
626,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
627,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
628,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
629,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
630,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
631,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
632,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
633,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
634,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
635,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
636,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
637,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
638,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
639,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
640,Water,Water,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
641,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
642,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
643,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
644,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
645,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
646,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
647,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
648,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
649,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
650,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Forest
651,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
652,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
653,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
654,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
655,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
656,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
657,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
658,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
659,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
660,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
661,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
662,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
663,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
664,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
665,Water,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
666,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
667,Water,Water,Wetland,Water,Wetland,Built-up,Water,Grassland
668,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
669,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
670,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
671,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
672,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
673,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
674,Water,Water,Wetland,Water,Wetland,Water,Water,Water
675,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
676,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
677,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
678,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
679,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
680,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
681,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
682,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
683,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
684,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
685,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
686,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
687,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
688,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
689,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
690,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
691,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
692,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
693,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Water
694,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
695,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
696,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
697,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
698,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
699,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
700,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
701,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
702,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
703,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
704,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
705,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
706,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
707,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
708,Water,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Water
709,Water,Water,Water,NULL,Water,Grassland,Water,Forest
710,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
711,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
712,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
713,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
714,Water,Water,Water,NULL,Water,Wetland,Water,Water
715,Water,Water,Water,NULL,Water,Wetland,Water,Forest
716,Water,Water,Water,NULL,Water,Bareland,Wetland,Forest
717,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
718,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
719,Water,Water,Water,NULL,Water,Water,Wetland,Water
720,Water,Water,Water,NULL,Water,Water,Wetland,Forest
721,Water,Water,Water,NULL,Water,Water,Water,Grassland
722,Water,Water,Water,NULL,Water,Water,Water,Wetland
723,Water,Water,Water,NULL,Water,Water,Water,Water
724,Water,Water,Water,NULL,Water,Water,Water,Forest
725,Water,Water,Water,NULL,Water,Water,Forest,Water
726,Water,Water,Water,NULL,Water,Water,Forest,Forest
727,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
728,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
729,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
730,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
731,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
732,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
733,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
734,Water,Water,Water,Non_Water,Water,Bareland,Water,Grassland
735,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
736,Water,Water,Water,Non_Water,Water,Water,Wetland,Wetland
737,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
738,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
739,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
740,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
741,Water,Water,Water,Non_Water,Water,Water,Water,Water
742,Water,Water,Water,Non_Water,Water,Water,Water,Forest
743,Water,Water,Water,Water,Water,Grassland,Water,Wetland
744,Water,Water,Water,Water,Water,Grassland,Water,Water
745,Water,Water,Water,Water,Water,Grassland,Water,Forest
746,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
747,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
748,Water,Water,Water,Water,Water,Wetland,Wetland,Water
749,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
750,Water,Water,Water,Water,Water,Wetland,Water,Grassland
751,Water,Water,Water,Water,Water,Wetland,Water,Wetland
