Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KVQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KVQ_M_R
1480,Wetland,Forest,Water,NULL,Water,NULL,NULL,Forest
1481,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1482,Wetland,Forest,Water,Water,Water,NULL,NULL,Water
1483,Wetland,Forest,Water,Water,Water,NULL,NULL,Forest
1484,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1485,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1486,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1487,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1488,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1489,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1490,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1491,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1492,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1493,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1494,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1495,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1496,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1497,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1498,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1499,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1500,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1501,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1502,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1503,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1504,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1505,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1506,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1507,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1508,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1509,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1510,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1511,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1512,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1513,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1514,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1515,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1516,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1517,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1518,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1519,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1520,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1521,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1522,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1523,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1524,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1525,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1526,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1527,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1528,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1529,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1530,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1531,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1532,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1533,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1534,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1535,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1536,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1537,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1538,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1539,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1540,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1541,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1542,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1543,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1544,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1545,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1546,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1547,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1548,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1549,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1550,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1551,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1552,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1553,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1554,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
1555,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1556,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1557,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
1558,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1559,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1560,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1561,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1562,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1563,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1564,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1565,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1566,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1567,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1568,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1569,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1570,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1571,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1572,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1573,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1574,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1575,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1576,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1577,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1578,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1579,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1580,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1581,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1582,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1583,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1584,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1585,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1586,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1587,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1588,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1589,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1590,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1591,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1592,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1593,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1594,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1595,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1596,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1597,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1598,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1599,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1600,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1601,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1602,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1603,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1604,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1605,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1606,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1607,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1608,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1609,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1610,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1611,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1612,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1613,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1614,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1615,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1616,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1617,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1618,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1619,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1620,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1621,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
1622,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1623,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1624,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1625,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1626,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1627,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1628,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1629,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1630,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1631,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1632,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1633,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1634,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1635,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1636,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1637,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Built-up
1638,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1639,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1640,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1641,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1642,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1643,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1644,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1645,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1646,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1647,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1648,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1649,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1650,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1651,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1652,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1653,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1654,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1655,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1656,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1657,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1658,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1659,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1660,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1661,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
1662,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1663,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1664,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
1665,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1666,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1667,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Cropland
1668,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1669,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1670,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1671,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1672,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1673,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1674,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1675,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1676,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1677,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1678,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1679,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
1680,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Forest
1681,Bareland,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
1682,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1683,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1684,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1685,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1686,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1687,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1688,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1689,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
1690,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1691,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1692,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1693,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1694,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1695,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1696,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1697,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1698,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1699,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1700,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1701,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1702,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1703,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1704,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1705,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1706,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1707,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1708,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1709,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1710,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1711,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1712,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1713,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1714,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1715,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1716,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1717,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1718,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1719,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1720,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1721,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1722,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1723,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1724,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1725,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1726,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1727,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1728,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1729,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1730,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1731,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1732,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
1733,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1734,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
1735,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1736,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1737,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
1738,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1739,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
1740,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1741,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1742,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1743,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1744,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1745,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1746,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1747,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1748,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1749,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1750,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1751,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1752,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1753,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1754,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1755,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1756,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1757,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1758,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1759,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1760,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1761,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1762,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1763,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1764,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1765,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1766,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1767,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1768,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1769,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1770,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1771,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1772,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1773,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1774,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1775,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1776,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1777,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1778,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1779,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1780,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1781,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1782,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
1783,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1784,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
1785,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1786,Bareland,Forest,Water,Water,Water,NULL,NULL,Bareland
1787,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1788,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1789,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1790,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1791,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1792,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1793,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1794,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1795,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1796,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1797,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1798,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1799,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1800,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1801,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1802,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1803,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1804,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1805,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1806,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1807,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1808,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1809,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1810,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1811,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1812,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1813,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1814,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1815,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1816,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
