Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LRC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LRC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LRC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LRC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LRC_M_R
9356,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9357,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
9358,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9359,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
9360,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
9361,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
9362,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
9363,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
9364,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
9365,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
9366,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
9367,Bareland,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
9368,Bareland,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
9369,Bareland,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9370,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9371,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
9372,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
9373,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
9374,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
9375,Bareland,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
9376,Bareland,Water,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
9377,Bareland,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Water
9378,Bareland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
9379,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9380,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
9381,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
9382,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
9383,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
9384,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
9385,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
9386,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
9387,Bareland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9388,Bareland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9389,Bareland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
9390,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9391,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9392,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9393,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
9394,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9395,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
9396,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
9397,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
9398,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
9399,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
9400,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
9401,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
9402,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9403,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
9404,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
9405,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
9406,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
9407,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
9408,Bareland,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
9409,Bareland,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
9410,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9411,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9412,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9413,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9414,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9415,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
9416,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
9417,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
9418,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
9419,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9420,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
9421,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
9422,Bareland,Water,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
9423,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9424,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
9425,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Bareland,Bareland
9426,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Bareland,Water
9427,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
9428,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
9429,Bareland,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Bareland
9430,Bareland,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
9431,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
9432,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
9433,Bareland,Water,Wetland,Water,Wetland,Water,Water,Bareland
9434,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Water
9435,Bareland,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
9436,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
9437,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
9438,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
9439,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
9440,Bareland,Water,Built-up,NULL,Non_Wetland,Water,Built-up,Bareland
9441,Bareland,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
9442,Bareland,Water,Built-up,NULL,Non_Wetland,Water,Water,Bareland
9443,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
9444,Bareland,Water,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
9445,Bareland,Water,Built-up,Non_Water,Non_Wetland,Grassland,Water,Bareland
9446,Bareland,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
9447,Bareland,Water,Built-up,Water,Non_Wetland,NULL,Water,Bareland
9448,Bareland,Water,Water,Non_Water,Water,Grassland,Water,Bareland
9449,Bareland,Water,Water,Non_Water,Water,Water,Water,Bareland
9450,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9451,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9452,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
9453,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9454,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
9455,Bareland,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
9456,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
9457,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
9458,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
9459,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
9460,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
9461,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
9462,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
9463,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
9464,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
9465,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9466,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9467,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
9468,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9469,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
9470,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
9471,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9472,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9473,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9474,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
9475,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
9476,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
9477,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
9478,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
9479,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
9480,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
9481,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
9482,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
9483,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
9484,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
9485,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
9486,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
9487,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
9488,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
9489,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
9490,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
9491,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
9492,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
9493,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
9494,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
9495,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
9496,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9497,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9498,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9499,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
9500,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
9501,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9502,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9503,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9504,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9505,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
9506,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
9507,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
9508,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
9509,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9510,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
9511,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
9512,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
9513,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
9514,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
9515,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
9516,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
9517,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9518,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9519,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
9520,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9521,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
9522,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
9523,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
9524,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
9525,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
9526,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
9527,Bareland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
9528,Bareland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9529,Bareland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9530,Bareland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9531,Bareland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9532,Bareland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9533,Bareland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9534,Bareland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
9535,Bareland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
9536,Bareland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
9537,Bareland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
9538,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9539,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9540,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9541,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9542,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9543,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9544,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
9545,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9546,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
9547,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
9548,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
9549,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
9550,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
9551,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9552,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9553,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9554,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
9555,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
9556,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
9557,Bareland,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
9558,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
9559,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
9560,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
9561,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
9562,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
9563,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
9564,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
9565,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
9566,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,Cropland
9567,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
9568,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
9569,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
9570,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
9571,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
9572,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9573,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
9574,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
9575,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
9576,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
9577,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
9578,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9579,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
9580,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
9581,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
9582,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
9583,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9584,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9585,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
9586,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9587,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9588,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
9589,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9590,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
9591,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
9592,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
9593,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
9594,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
9595,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9596,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
9597,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
9598,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9599,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
9600,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
9601,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9602,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
9603,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
9604,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
9605,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
9606,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
9607,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
9608,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
9609,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
9610,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
9611,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
9612,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
9613,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
9614,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
9615,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
9616,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
9617,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9618,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
9619,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
9620,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
9621,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
9622,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
9623,Water,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
9624,Water,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
9625,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
9626,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
9627,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
9628,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
9629,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Water
9630,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
9631,Water,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
9632,Water,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
9633,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
9634,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Cropland
9635,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Wetland
9636,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Bareland
9637,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Water
9638,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
9639,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
9640,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
9641,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9642,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9643,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9644,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
9645,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
9646,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
9647,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
9648,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
9649,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9650,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9651,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
9652,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
9653,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
9654,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
9655,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
9656,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Cropland
9657,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Water
9658,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
9659,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
9660,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
9661,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
9662,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
9663,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
9664,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
9665,Water,NULL,NULL,NULL,Non_Wetland,Built-up,Water,Bareland
9666,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
9667,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Bareland
9668,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
9669,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
9670,Water,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
9671,Water,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Bareland
9672,Water,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Water
9673,Water,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
9674,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
9675,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Cropland
9676,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
9677,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
9678,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
9679,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
9680,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Cropland
9681,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
9682,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
