Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NEC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NEC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NEC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NEC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NEC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NEC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NEC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NEC_M_R
355,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
356,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
357,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
358,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
359,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
360,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
361,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
362,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
363,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
364,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
365,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
366,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
367,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
368,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
369,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
370,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
371,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
372,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
373,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
374,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
375,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
376,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
377,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
378,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
379,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
380,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
381,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
382,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
383,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
384,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
385,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
386,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
387,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
388,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
389,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
390,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
391,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
392,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
393,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
394,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
395,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
396,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
397,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
398,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
399,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
400,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
401,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
402,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
403,Forest,NULL,Water,NULL,Water,Grassland,Water,Grassland
404,Forest,NULL,Water,NULL,Water,Grassland,Water,Forest
405,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Forest
406,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
407,Forest,NULL,Water,NULL,Water,Water,Grassland,Grassland
408,Forest,NULL,Water,NULL,Water,Water,Grassland,Forest
409,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
410,Forest,NULL,Water,NULL,Water,Water,Water,Grassland
411,Forest,NULL,Water,NULL,Water,Water,Water,Forest
412,Forest,NULL,Water,NULL,Water,Forest,Grassland,Grassland
413,Forest,NULL,Water,NULL,Water,Forest,Grassland,Forest
414,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
415,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
416,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
417,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
418,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
419,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
420,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
421,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
422,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
423,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
424,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
425,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
426,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
427,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
428,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
429,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
430,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
431,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
432,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
433,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
434,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
435,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
436,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
437,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
438,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
439,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
440,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
441,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
442,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
443,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
444,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
445,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
446,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
447,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
448,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
449,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
450,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
451,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
452,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
453,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
454,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
455,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
456,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
457,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
458,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
459,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
460,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
461,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
462,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
463,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
464,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
465,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
466,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
467,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
468,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
469,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
470,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
471,Forest,Bareland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
472,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
473,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
474,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
475,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
476,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
477,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
478,Forest,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
479,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
480,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
481,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
482,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
483,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
484,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
485,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
486,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
487,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
488,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
489,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
490,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
491,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
492,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
493,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
494,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
495,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
496,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
497,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
498,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
499,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
500,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
501,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
502,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
503,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
504,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
505,Forest,Water,Wetland,NULL,Wetland,Grassland,NULL,Forest
506,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
507,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
508,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
509,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Water
510,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
511,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
512,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
513,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Water
514,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Forest
515,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
516,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
517,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
518,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
519,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
520,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
521,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
522,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
523,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Water
524,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
525,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
526,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
527,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
528,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
529,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
530,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
531,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
532,Forest,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
533,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
534,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
535,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
536,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
537,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
538,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
539,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
540,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
541,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Water
542,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
543,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
544,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
545,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
546,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
547,Forest,Water,Wetland,Water,Wetland,Water,NULL,Water
548,Forest,Water,Wetland,Water,Wetland,Water,NULL,Forest
549,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
550,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
551,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
552,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
553,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
554,Forest,Water,Wetland,Water,Wetland,Forest,NULL,Forest
555,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
556,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
557,Forest,Water,Water,NULL,Water,NULL,NULL,Water
558,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
559,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
560,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
561,Forest,Water,Water,NULL,Water,Grassland,NULL,Forest
562,Forest,Water,Water,NULL,Water,Grassland,Water,Water
563,Forest,Water,Water,NULL,Water,Grassland,Forest,Water
564,Forest,Water,Water,NULL,Water,Grassland,Forest,Forest
565,Forest,Water,Water,NULL,Water,Wetland,NULL,Forest
566,Forest,Water,Water,NULL,Water,Wetland,Water,Water
567,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
568,Forest,Water,Water,NULL,Water,Water,NULL,Grassland
569,Forest,Water,Water,NULL,Water,Water,NULL,Water
570,Forest,Water,Water,NULL,Water,Water,NULL,Forest
571,Forest,Water,Water,NULL,Water,Water,Wetland,Water
572,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
573,Forest,Water,Water,NULL,Water,Water,Water,Water
574,Forest,Water,Water,NULL,Water,Water,Water,Forest
575,Forest,Water,Water,NULL,Water,Water,Forest,Wetland
576,Forest,Water,Water,NULL,Water,Water,Forest,Water
577,Forest,Water,Water,NULL,Water,Water,Forest,Forest
578,Forest,Water,Water,NULL,Water,Forest,NULL,Water
579,Forest,Water,Water,NULL,Water,Forest,NULL,Forest
580,Forest,Water,Water,NULL,Water,Forest,Water,Water
581,Forest,Water,Water,NULL,Water,Forest,Forest,Water
582,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
583,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
584,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
585,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
586,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
587,Forest,Water,Water,Non_Water,Water,Grassland,NULL,Water
588,Forest,Water,Water,Non_Water,Water,Grassland,NULL,Forest
589,Forest,Water,Water,Non_Water,Water,Water,NULL,Water
590,Forest,Water,Water,Non_Water,Water,Water,NULL,Forest
591,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
592,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
593,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
594,Forest,Water,Water,Non_Water,Water,Water,Water,Water
595,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
596,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
597,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
598,Forest,Water,Water,Non_Water,Water,Forest,NULL,Forest
599,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
600,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
601,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
602,Forest,Water,Water,Water,Water,NULL,NULL,Water
603,Forest,Water,Water,Water,Water,NULL,NULL,Forest
604,Forest,Water,Water,Water,Water,NULL,Wetland,Water
605,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
606,Forest,Water,Water,Water,Water,NULL,Water,Water
607,Forest,Water,Water,Water,Water,NULL,Water,Forest
608,Forest,Water,Water,Water,Water,NULL,Forest,Forest
609,Forest,Water,Water,Water,Water,Grassland,NULL,Water
610,Forest,Water,Water,Water,Water,Grassland,NULL,Forest
611,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
612,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
613,Forest,Water,Water,Water,Water,Grassland,Water,Water
614,Forest,Water,Water,Water,Water,Grassland,Water,Forest
615,Forest,Water,Water,Water,Water,Grassland,Forest,Water
616,Forest,Water,Water,Water,Water,Grassland,Forest,Forest
617,Forest,Water,Water,Water,Water,Wetland,NULL,Water
618,Forest,Water,Water,Water,Water,Wetland,NULL,Forest
619,Forest,Water,Water,Water,Water,Wetland,Forest,Water
620,Forest,Water,Water,Water,Water,Water,NULL,Wetland
621,Forest,Water,Water,Water,Water,Water,NULL,Water
622,Forest,Water,Water,Water,Water,Water,NULL,Forest
623,Forest,Water,Water,Water,Water,Water,Wetland,Water
624,Forest,Water,Water,Water,Water,Water,Wetland,Forest
625,Forest,Water,Water,Water,Water,Water,Water,Bareland
626,Forest,Water,Water,Water,Water,Water,Water,Water
627,Forest,Water,Water,Water,Water,Water,Water,Forest
628,Forest,Water,Water,Water,Water,Water,Forest,Wetland
629,Forest,Water,Water,Water,Water,Water,Forest,Water
630,Forest,Water,Water,Water,Water,Water,Forest,Forest
631,Forest,Water,Water,Water,Water,Forest,NULL,Water
632,Forest,Water,Water,Water,Water,Forest,NULL,Forest
633,Forest,Water,Water,Water,Water,Forest,Water,Water
634,Forest,Water,Water,Water,Water,Forest,Water,Forest
635,Forest,Water,Water,Water,Water,Forest,Forest,Water
636,Forest,Water,Water,Water,Water,Forest,Forest,Forest
637,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
638,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
639,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
640,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
641,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
642,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
643,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
644,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
645,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
646,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
647,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
648,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
649,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
650,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
651,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
652,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
653,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
654,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
655,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
656,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
657,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
658,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
659,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
660,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
661,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
662,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
663,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
664,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
665,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
666,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
667,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
668,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
669,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
670,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
671,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
672,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
673,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
674,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
675,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
676,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
677,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
678,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
679,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
680,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
681,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Water
682,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
683,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
684,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
685,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
686,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
687,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
688,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
689,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
690,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
691,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
692,Forest,Water,Forest,Water,Non_Wetland,Grassland,NULL,Water
693,Forest,Water,Forest,Water,Non_Wetland,Grassland,NULL,Forest
694,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
695,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
696,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
697,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
698,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
699,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Water
700,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
701,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
702,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
703,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
704,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
705,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
706,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
707,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
708,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
709,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
710,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
711,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
712,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
713,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
714,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
715,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
716,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
717,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
718,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
719,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
720,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
721,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
722,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
723,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
724,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
725,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
726,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
727,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
728,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
729,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
730,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
731,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
732,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
733,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
734,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
