Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LHQ_M_R
4283,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4284,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4285,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4286,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4287,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
4288,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4289,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
4290,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
4291,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
4292,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4293,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
4294,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4295,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4296,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4297,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4298,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4299,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4300,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4301,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4302,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4303,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4304,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4305,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4306,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4307,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4308,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4309,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4310,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4311,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
4312,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4313,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4314,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4315,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4316,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4317,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
4318,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
4319,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
4320,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4321,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
4322,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
4323,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
4324,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4325,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
4326,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
4327,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
4328,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4329,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4330,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4331,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
4332,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4333,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4334,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
4335,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4336,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
4337,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
4338,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
4339,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
4340,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
4341,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4342,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
4343,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4344,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
4345,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4346,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
4347,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4348,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4349,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4350,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4351,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4352,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4353,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
4354,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
4355,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
4356,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4357,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
4358,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
4359,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
4360,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
4361,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
4362,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
4363,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4364,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
4365,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
4366,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4367,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4368,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
4369,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4370,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4371,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
4372,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4373,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
4374,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4375,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4376,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4377,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4378,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
4379,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4380,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
4381,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
4382,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
4383,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
4384,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
4385,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4386,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
4387,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
4388,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
4389,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4390,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
4391,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
4392,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
4393,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
4394,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4395,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
4396,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
4397,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
4398,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4399,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4400,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4401,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
4402,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4403,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4404,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
4405,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4406,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4407,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
4408,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
4409,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
4410,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
4411,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4412,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4413,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4414,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
4415,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4416,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4417,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
4418,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4419,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4420,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4421,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4422,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4423,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4424,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
4425,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4426,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
4427,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4428,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
4429,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
4430,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
4431,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
4432,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
4433,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
4434,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4435,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4436,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Bareland
4437,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
4438,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
4439,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
4440,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
4441,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
4442,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
4443,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
4444,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
4445,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
4446,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
4447,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
4448,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
4449,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
4450,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
4451,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
4452,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4453,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
4454,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
4455,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
4456,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4457,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
4458,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
4459,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
4460,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4461,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4462,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
4463,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
4464,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
4465,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
4466,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
4467,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
4468,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
4469,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4470,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
4471,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4472,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
4473,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4474,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4475,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
4476,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
4477,Cropland,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Grassland
4478,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4479,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4480,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
4481,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
4482,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
4483,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4484,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
4485,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4486,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4487,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
4488,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
4489,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
4490,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4491,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
4492,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
4493,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
4494,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4495,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
4496,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
4497,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
4498,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
4499,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
4500,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
4501,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
4502,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
4503,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4504,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
4505,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4506,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4507,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
4508,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4509,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4510,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4511,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4512,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
4513,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4514,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4515,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4516,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4517,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4518,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
4519,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
4520,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4521,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
4522,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4523,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
4524,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
4525,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
4526,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4527,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
4528,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
4529,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4530,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
4531,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
4532,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4533,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4534,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
4535,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4536,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4537,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4538,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4539,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
4540,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
4541,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4542,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4543,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4544,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4545,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4546,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4547,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4548,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
4549,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4550,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
4551,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4552,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
4553,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
4554,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4555,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
4556,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4557,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
4558,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4559,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
4560,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
4561,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
4562,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
4563,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
4564,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
4565,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4566,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4567,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
4568,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
4569,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
4570,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4571,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4572,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
4573,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
4574,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
4575,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,NULL
4576,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
4577,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
4578,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
4579,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
4580,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
4581,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
4582,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
4583,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
4584,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
4585,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
4586,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4587,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
4588,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4589,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
4590,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4591,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
4592,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
4593,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
4594,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
4595,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4596,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4597,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
4598,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
