Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MBM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MBM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MBM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MBM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MBM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MBM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MBM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MBM_M_R
1210,Grassland,NULL,Water,Water,Water,Water,Grassland,Forest
1211,Grassland,NULL,Water,Water,Water,Water,Water,Grassland
1212,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1213,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1214,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1215,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1216,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1217,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1218,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1219,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1220,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1221,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1222,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
1223,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1224,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1225,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1226,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1227,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Water
1228,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1229,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1230,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Water
1231,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1232,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1233,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1234,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1235,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1236,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1237,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1238,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1239,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1240,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1241,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1242,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1243,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1244,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
1245,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1246,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1247,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
1248,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1249,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1250,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
1251,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
1252,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
1253,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1254,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1255,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1256,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
1257,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1258,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1259,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Water
1260,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1261,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1262,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1263,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1264,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1265,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
1266,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1267,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1268,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1269,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1270,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1271,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
1272,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
1273,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1274,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1275,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1276,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Water
1277,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1278,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
1279,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1280,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Water
1281,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
1282,Grassland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
1283,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1284,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1285,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1286,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1287,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1288,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1289,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1290,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1291,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1292,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1293,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1294,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1295,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1296,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1297,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1298,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1299,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1300,Grassland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1301,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1302,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1303,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1304,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Water,Forest,Grassland
1305,Grassland,Cropland,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
1306,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1307,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1308,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1309,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1310,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1311,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1312,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1313,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1314,Grassland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland,Water,Grassland
1315,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1316,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1317,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1318,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1319,Grassland,Cropland,Built-up,NULL,Non_Wetland,Water,Water,Grassland
1320,Grassland,Cropland,Water,NULL,Water,Bareland,Grassland,Forest
1321,Grassland,Cropland,Water,NULL,Water,Water,Grassland,Grassland
1322,Grassland,Cropland,Water,Non_Water,Water,Grassland,Water,Water
1323,Grassland,Cropland,Water,Non_Water,Water,Bareland,Water,Grassland
1324,Grassland,Cropland,Water,Non_Water,Water,Bareland,Water,Water
1325,Grassland,Cropland,Water,Non_Water,Water,Water,Water,Water
1326,Grassland,Cropland,Water,Water,Water,Grassland,Water,Water
1327,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1328,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1329,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1330,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1331,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1332,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1333,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1334,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1335,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
1336,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1337,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1338,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1339,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1340,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1341,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1342,Grassland,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1343,Grassland,Wetland,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
1344,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1345,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1346,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1347,Grassland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1348,Grassland,Wetland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1349,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1350,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1351,Grassland,Wetland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
1352,Grassland,Wetland,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
1353,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1354,Grassland,Wetland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1355,Grassland,Wetland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1356,Grassland,Wetland,Water,NULL,Water,Grassland,Grassland,Grassland
1357,Grassland,Wetland,Water,NULL,Water,Water,Grassland,Forest
1358,Grassland,Wetland,Water,NULL,Water,Water,Water,Grassland
1359,Grassland,Wetland,Water,Water,Water,Grassland,Grassland,Grassland
1360,Grassland,Wetland,Water,Water,Water,Grassland,Grassland,Forest
1361,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1362,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1363,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1364,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1365,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1366,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1367,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1368,Grassland,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1369,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1370,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1371,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1372,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1373,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1374,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1375,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1376,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1377,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1378,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1379,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1380,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1381,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1382,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1383,Grassland,Built-up,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
1384,Grassland,Built-up,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
1385,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1386,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1387,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1388,Grassland,Built-up,Water,Water,Water,Grassland,Water,Grassland
1389,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1390,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1391,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1392,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1393,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1394,Grassland,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1395,Grassland,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
1396,Grassland,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
1397,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1398,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1399,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1400,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1401,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1402,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1403,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
1404,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1405,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1406,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1407,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1408,Grassland,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1409,Grassland,Water,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1410,Grassland,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1411,Grassland,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1412,Grassland,Water,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
1413,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1414,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1415,Grassland,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
1416,Grassland,Water,Water,NULL,Water,Grassland,Grassland,Grassland
1417,Grassland,Water,Water,NULL,Water,Grassland,Grassland,Bareland
1418,Grassland,Water,Water,NULL,Water,Grassland,Wetland,Grassland
1419,Grassland,Water,Water,NULL,Water,Grassland,Water,Grassland
1420,Grassland,Water,Water,NULL,Water,Grassland,Water,Forest
1421,Grassland,Water,Water,NULL,Water,Grassland,Forest,Grassland
1422,Grassland,Water,Water,Non_Water,Water,Grassland,Water,Grassland
1423,Grassland,Water,Water,Water,Water,Grassland,Grassland,Grassland
1424,Grassland,Water,Water,Water,Water,Grassland,Grassland,Forest
1425,Grassland,Water,Water,Water,Water,Grassland,Wetland,Water
1426,Grassland,Water,Water,Water,Water,Grassland,Bareland,Forest
1427,Grassland,Water,Water,Water,Water,Grassland,Water,Grassland
1428,Grassland,Water,Water,Water,Water,Grassland,Water,Forest
1429,Grassland,Water,Water,Water,Water,Grassland,Forest,Water
1430,Grassland,Water,Water,Water,Water,Water,Water,Water
1431,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1432,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
1433,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1434,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1435,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1436,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1437,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1438,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Bareland
1439,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1440,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1441,Grassland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1442,Grassland,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1443,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1444,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1445,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1446,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1447,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
1448,Grassland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1449,Grassland,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1450,Grassland,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1451,Grassland,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
1452,Grassland,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
1453,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1454,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1455,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1456,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1457,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1458,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1459,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
1460,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1461,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1462,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1463,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1464,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1465,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1466,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1467,Grassland,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1468,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1469,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1470,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1471,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1472,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1473,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1474,Grassland,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
1475,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1476,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1477,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1478,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1479,Grassland,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
1480,Grassland,Forest,Water,NULL,Water,Grassland,Bareland,Grassland
1481,Grassland,Forest,Water,Non_Water,Water,Grassland,Water,Grassland
1482,Grassland,Forest,Water,Non_Water,Water,Water,Water,Grassland
1483,Grassland,Forest,Water,Water,Water,Grassland,Grassland,Grassland
1484,Grassland,Forest,Water,Water,Water,Grassland,Wetland,Water
1485,Grassland,Forest,Water,Water,Water,Grassland,Water,Grassland
1486,Grassland,Forest,Water,Water,Water,Grassland,Water,Water
1487,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1488,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1489,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1490,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1491,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1492,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1493,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1494,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1495,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1496,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1497,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1498,Grassland,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
1499,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1500,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1501,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1502,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1503,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1504,Grassland,Forest,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1505,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1506,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1507,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1508,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1509,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1510,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
1511,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1512,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1513,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1514,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
1515,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1516,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1517,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1518,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1519,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1520,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1521,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1522,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Water
1523,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1524,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1525,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1526,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1527,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1528,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1529,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1530,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1531,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1532,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1533,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1534,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1535,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
